time,precipitation_sum,rain_sum,et0_fao_evapotranspiration,temperature_2m_mean,temperature_2m_max,precipitation_hours,wind_speed_10m_max,wind_speed_10m_mean,vapour_pressure_deficit_max,shortwave_radiation_sum,relative_humidity_2m_mean,cloud_cover_mean,soil_moisture_0_to_100cm_mean,soil_moisture_0_to_7cm_mean,soil_moisture_28_to_100cm_mean,soil_moisture_7_to_28cm_mean
2017-09-12,0.2,0.2,6.44,32.9,39.8,1.0,19.0,8.6,5.28,22.07,47,11,0.171,0.024,0.191,0.151
2017-09-13,0.3,0.3,6.15,32.5,39.5,1.0,14.4,7.7,5.41,22.0,51,12,0.171,0.03,0.191,0.151
2017-09-14,0.3,0.3,6.22,31.3,37.4,1.0,22.9,11.4,4.37,21.87,59,29,0.171,0.032,0.191,0.15
2017-09-15,0.0,0.0,5.57,30.5,36.0,0.0,22.9,12.4,4.06,19.53,64,30,0.171,0.025,0.191,0.15
2017-09-16,0.2,0.2,5.23,30.2,34.8,2.0,15.4,8.6,3.44,20.34,64,16,0.171,0.028,0.191,0.149
2017-09-17,0.8,0.8,6.41,31.2,37.3,1.0,16.6,8.9,4.69,23.28,55,3,0.171,0.024,0.192,0.149
2017-09-18,2.5,2.5,5.21,30.9,36.0,3.0,12.8,6.0,3.67,20.36,56,12,0.171,0.024,0.191,0.149
2017-09-19,1.6,1.6,5.19,30.8,34.9,4.0,17.3,8.5,3.16,19.57,64,24,0.17,0.025,0.191,0.149
2017-09-20,0.0,0.0,6.25,31.2,36.6,0.0,19.6,10.2,4.24,21.77,54,3,0.17,0.023,0.191,0.148
2017-09-21,0.0,0.0,6.91,30.4,36.9,0.0,18.2,10.2,4.95,23.43,43,0,0.17,0.023,0.191,0.148
2017-09-22,0.0,0.0,6.61,28.9,35.1,0.0,20.6,11.1,3.96,23.0,47,0,0.17,0.021,0.191,0.148
2017-09-23,0.0,0.0,6.35,27.1,32.1,0.0,19.3,11.3,3.35,21.58,39,3,0.17,0.022,0.191,0.148
2017-09-24,0.0,0.0,6.24,25.7,32.6,0.0,17.7,8.0,4.26,24.05,34,0,0.17,0.023,0.191,0.148
2017-09-25,0.0,0.0,6.61,25.5,33.1,0.0,19.5,9.4,4.68,24.1,31,0,0.17,0.025,0.191,0.147
2017-09-26,0.0,0.0,6.41,25.5,32.6,0.0,15.5,8.9,4.41,23.77,31,0,0.17,0.022,0.191,0.147
2017-09-27,0.0,0.0,6.47,26.4,33.4,0.0,15.1,9.1,4.51,23.36,32,0,0.17,0.023,0.191,0.147
2017-09-28,0.0,0.0,6.84,27.8,35.3,0.0,18.4,10.0,4.9,23.09,29,0,0.17,0.023,0.191,0.147
2017-09-29,0.0,0.0,6.94,29.6,36.8,0.0,16.0,9.6,5.21,22.43,27,0,0.169,0.022,0.19,0.146
2017-09-30,0.0,0.0,7.09,30.7,38.0,0.0,17.7,9.6,5.48,22.2,27,0,0.169,0.022,0.19,0.146
2017-10-01,0.0,0.0,6.92,30.2,37.6,0.0,18.7,9.4,5.42,22.39,27,0,0.169,0.024,0.19,0.146
2017-10-02,0.0,0.0,7.06,29.1,36.4,0.0,20.0,11.2,5.31,22.46,33,0,0.169,0.023,0.19,0.146
2017-10-03,0.0,0.0,6.5,29.5,36.8,0.0,16.6,9.9,4.74,21.58,37,0,0.169,0.022,0.19,0.145
2017-10-04,0.0,0.0,6.8,32.2,39.8,0.0,18.8,9.9,5.88,20.92,37,4,0.169,0.022,0.19,0.145
2017-10-05,0.0,0.0,6.89,33.1,40.1,0.0,17.0,9.6,6.02,20.89,34,6,0.169,0.023,0.19,0.145
2017-10-06,0.0,0.0,7.39,33.4,40.0,0.0,23.4,10.8,5.91,20.68,28,5,0.169,0.023,0.19,0.144
2017-10-07,0.0,0.0,7.24,30.4,39.1,0.0,21.3,9.7,6.79,22.64,18,0,0.168,0.023,0.189,0.144
2017-10-08,0.4,0.4,6.35,27.7,35.7,1.0,23.2,12.8,4.19,21.16,48,0,0.168,0.025,0.189,0.144
2017-10-09,0.5,0.5,5.41,28.0,33.6,4.0,20.4,13.3,4.16,18.35,57,20,0.168,0.028,0.189,0.144
2017-10-10,0.0,0.0,6.3,28.3,35.6,0.0,17.3,9.9,4.48,21.03,37,0,0.168,0.025,0.189,0.144
2017-10-11,0.0,0.0,5.92,29.0,36.1,0.0,17.4,8.6,4.76,20.59,41,2,0.168,0.023,0.189,0.144
2017-10-12,0.0,0.0,5.83,30.0,36.2,0.0,18.4,8.5,4.39,19.59,38,2,0.168,0.022,0.189,0.144
2017-10-13,0.0,0.0,5.8,30.6,36.3,0.0,15.9,8.3,4.42,19.48,38,3,0.168,0.019,0.189,0.144
2017-10-14,0.4,0.4,5.77,31.1,37.0,1.0,16.6,8.1,4.66,19.22,38,10,0.167,0.019,0.189,0.143
2017-10-15,0.3,0.3,6.0,31.2,38.4,1.0,19.4,8.8,5.17,18.72,34,48,0.168,0.024,0.189,0.143
2017-10-16,0.0,0.0,6.9,32.3,38.7,0.0,18.9,12.0,5.53,19.46,32,19,0.168,0.026,0.189,0.143
2017-10-17,0.0,0.0,5.93,31.3,38.4,0.0,15.5,8.5,5.42,18.12,34,49,0.168,0.023,0.189,0.143
2017-10-18,0.0,0.0,6.3,30.6,37.7,0.0,18.6,8.7,5.79,19.92,27,12,0.168,0.023,0.189,0.142
2017-10-19,0.0,0.0,5.96,28.7,37.2,0.0,18.1,9.7,5.63,18.82,33,41,0.168,0.026,0.189,0.142
2017-10-20,0.0,0.0,6.05,27.9,33.7,0.0,19.4,11.2,3.87,19.37,37,16,0.167,0.022,0.189,0.142
2017-10-21,0.0,0.0,4.74,26.5,32.5,0.0,15.8,6.0,3.76,19.4,45,21,0.167,0.022,0.188,0.142
2017-10-22,0.0,0.0,6.26,28.5,37.4,0.0,20.7,10.7,5.62,19.52,30,0,0.167,0.025,0.188,0.142
2017-10-23,0.0,0.0,7.37,29.7,38.9,0.0,17.3,12.5,6.36,19.67,21,0,0.167,0.023,0.188,0.141
2017-10-24,0.0,0.0,7.27,30.7,40.8,0.0,22.3,12.0,7.16,19.51,19,0,0.167,0.023,0.188,0.141
2017-10-25,0.0,0.0,7.63,30.1,38.0,0.0,21.8,14.4,5.83,19.22,24,0,0.167,0.023,0.188,0.141
2017-10-26,0.0,0.0,5.57,27.6,35.6,0.0,14.6,9.6,4.77,18.96,41,0,0.167,0.023,0.188,0.141
2017-10-27,0.0,0.0,5.55,26.8,34.9,0.0,14.1,9.5,5.06,19.12,37,0,0.167,0.024,0.188,0.141
2017-10-28,0.0,0.0,5.54,26.5,34.6,0.0,12.3,8.5,4.93,18.88,27,0,0.167,0.023,0.188,0.141
2017-10-29,0.0,0.0,5.22,25.6,33.4,0.0,18.4,9.3,4.11,18.32,41,0,0.166,0.022,0.188,0.14
2017-10-30,0.0,0.0,5.02,24.7,32.1,0.0,22.0,12.9,3.56,17.22,57,7,0.167,0.023,0.188,0.141
2017-10-31,0.0,0.0,4.04,23.6,29.0,0.0,16.9,11.3,2.45,15.89,62,32,0.167,0.025,0.188,0.141
2017-11-01,0.0,0.0,4.02,22.4,28.8,0.0,17.1,8.8,2.7,17.83,65,0,0.167,0.026,0.188,0.141
2017-11-02,0.0,0.0,3.63,23.3,29.3,0.0,13.1,8.2,2.5,15.4,66,15,0.167,0.024,0.188,0.141
2017-11-03,0.0,0.0,3.85,23.4,30.7,0.0,11.5,6.8,3.48,15.94,56,43,0.167,0.023,0.189,0.141
2017-11-04,2.1,2.1,3.14,23.9,28.8,7.0,11.7,8.0,2.35,11.16,58,86,0.168,0.037,0.189,0.141
2017-11-05,0.0,0.0,4.45,24.8,31.5,0.0,13.6,7.6,3.61,17.13,54,23,0.168,0.028,0.189,0.141
2017-11-06,0.0,0.0,4.77,25.7,33.9,0.0,14.9,8.9,4.27,16.46,44,62,0.168,0.028,0.189,0.142
2017-11-07,0.0,0.0,5.5,27.3,34.7,0.0,19.7,10.1,4.62,16.3,33,73,0.168,0.029,0.189,0.142
2017-11-08,0.0,0.0,6.43,26.9,32.6,0.0,24.7,14.2,4.07,17.04,32,44,0.168,0.027,0.189,0.142
2017-11-09,0.0,0.0,4.4,24.8,32.1,0.0,16.0,8.2,3.79,16.25,48,67,0.168,0.029,0.189,0.142
2017-11-10,0.0,0.0,4.23,24.3,32.1,0.0,12.2,8.0,3.89,16.37,51,64,0.169,0.029,0.19,0.142
2017-11-11,0.0,0.0,4.4,24.0,31.8,0.0,11.5,8.8,3.72,16.59,47,51,0.169,0.029,0.19,0.142
2017-11-12,0.0,0.0,4.69,24.4,32.8,0.0,14.2,9.7,4.07,16.34,43,69,0.169,0.032,0.19,0.142
2017-11-13,0.0,0.0,4.81,25.1,34.1,0.0,13.0,8.9,4.54,16.44,38,50,0.169,0.03,0.19,0.142
2017-11-14,0.0,0.0,4.8,25.6,34.6,0.0,13.4,8.7,4.8,15.37,32,43,0.168,0.024,0.19,0.142
2017-11-15,0.0,0.0,5.05,25.3,33.6,0.0,13.2,8.6,4.65,16.27,26,27,0.168,0.023,0.19,0.142
2017-11-16,0.0,0.0,5.01,24.3,32.6,0.0,12.8,9.1,4.33,16.44,28,0,0.168,0.023,0.19,0.142
2017-11-17,0.0,0.0,4.58,23.5,31.7,0.0,13.1,8.9,3.98,16.46,38,13,0.168,0.028,0.19,0.142
2017-11-18,0.0,0.0,4.49,23.6,32.3,0.0,12.7,9.1,3.91,15.45,39,39,0.169,0.03,0.19,0.141
2017-11-19,0.0,0.0,4.35,22.1,29.2,0.0,16.6,8.7,3.23,16.14,40,17,0.169,0.032,0.19,0.141
2017-11-20,0.0,0.0,3.85,20.9,29.4,0.0,10.7,7.1,3.38,16.11,45,46,0.168,0.029,0.19,0.141
2017-11-21,0.0,0.0,4.2,21.7,29.9,0.0,12.5,8.3,3.76,15.39,36,63,0.168,0.026,0.19,0.141
2017-11-22,0.0,0.0,5.61,24.7,33.2,0.0,17.9,11.8,4.61,15.73,22,8,0.168,0.03,0.19,0.14
2017-11-23,0.0,0.0,5.58,24.5,34.2,0.0,19.3,12.4,4.79,15.8,28,0,0.168,0.028,0.19,0.14
2017-11-24,0.0,0.0,4.46,22.9,31.1,0.0,13.7,9.2,3.67,15.55,36,37,0.168,0.024,0.19,0.139
2017-11-25,0.0,0.0,4.26,22.6,30.7,0.0,13.1,9.0,3.52,15.36,39,15,0.168,0.027,0.19,0.139
2017-11-26,0.0,0.0,4.57,23.7,33.2,0.0,14.4,9.4,4.38,15.33,35,0,0.168,0.029,0.19,0.139
2017-11-27,0.0,0.0,4.28,23.1,32.3,0.0,12.5,8.7,3.99,15.08,39,7,0.168,0.024,0.19,0.139
2017-11-28,0.0,0.0,3.09,21.6,29.0,0.0,9.7,6.0,3.07,13.9,54,68,0.168,0.028,0.19,0.138
2017-11-29,0.0,0.0,3.51,21.6,28.5,0.0,12.3,7.4,2.75,14.35,51,70,0.168,0.031,0.19,0.138
2017-11-30,0.0,0.0,3.31,21.5,28.6,0.0,13.4,8.2,3.07,11.05,46,91,0.168,0.031,0.19,0.138
2017-12-01,0.0,0.0,3.31,22.0,27.7,0.0,12.3,7.6,2.83,11.34,46,96,0.168,0.028,0.19,0.139
2017-12-02,0.4,0.4,1.83,20.3,24.6,1.0,13.8,7.6,2.06,4.24,58,82,0.169,0.029,0.191,0.14
2017-12-03,0.0,0.0,3.29,20.5,27.3,0.0,10.9,7.6,2.52,14.57,56,5,0.169,0.032,0.191,0.14
2017-12-04,0.0,0.0,3.14,19.9,26.4,0.0,11.8,7.8,2.21,14.36,65,52,0.169,0.027,0.191,0.139
2017-12-05,0.1,0.1,2.58,18.7,23.6,1.0,12.6,6.3,1.67,10.78,65,83,0.168,0.021,0.191,0.139
2017-12-06,0.4,0.4,1.35,18.0,19.6,4.0,15.3,8.3,1.5,1.75,58,82,0.169,0.029,0.191,0.139
2017-12-07,0.0,0.0,4.7,17.4,25.1,0.0,27.9,15.7,2.75,14.79,45,2,0.168,0.027,0.191,0.138
2017-12-08,0.0,0.0,5.15,15.3,22.5,0.0,25.0,16.8,2.41,15.12,21,2,0.168,0.024,0.191,0.138
2017-12-09,0.0,0.0,4.95,18.6,27.1,0.0,22.6,13.6,3.27,14.85,21,67,0.168,0.022,0.191,0.138
2017-12-10,0.0,0.0,4.84,21.1,27.6,0.0,21.3,13.3,3.33,9.98,21,97,0.168,0.026,0.191,0.138
2017-12-11,0.7,0.7,4.09,20.4,27.3,2.0,18.6,10.8,2.92,12.05,35,35,0.169,0.029,0.191,0.138
2017-12-12,0.0,0.0,4.36,20.7,28.2,0.0,17.9,12.2,2.93,13.96,38,7,0.168,0.026,0.191,0.138
2017-12-13,0.0,0.0,3.83,20.0,26.1,0.0,13.2,9.0,2.57,13.57,37,15,0.168,0.027,0.191,0.137
2017-12-14,0.0,0.0,3.66,17.7,24.4,0.0,16.8,9.4,2.58,14.4,45,0,0.168,0.024,0.191,0.137
2017-12-15,0.0,0.0,5.2,18.7,26.0,0.0,25.2,16.6,2.72,14.31,30,0,0.169,0.033,0.191,0.137
2017-12-16,0.0,0.0,4.15,17.8,24.3,0.0,26.7,17.6,2.12,11.37,45,47,0.168,0.028,0.191,0.136
2017-12-17,12.7,12.7,1.93,15.4,18.4,9.0,23.5,13.5,0.92,10.8,79,54,0.177,0.147,0.191,0.137
2017-12-18,0.0,0.0,2.17,13.9,18.5,0.0,9.5,6.7,1.06,13.56,79,9,0.176,0.144,0.191,0.137
2017-12-19,0.0,0.0,2.76,14.6,21.1,0.0,14.7,10.8,1.58,14.18,64,0,0.175,0.121,0.191,0.136
2017-12-20,0.0,0.0,2.94,15.7,23.6,0.0,15.6,10.2,2.07,14.47,60,6,0.173,0.097,0.191,0.136
2017-12-21,0.0,0.0,2.72,14.2,20.3,0.0,20.4,10.4,1.37,12.33,64,72,0.171,0.079,0.191,0.135
2017-12-22,0.0,0.0,2.89,11.3,19.2,0.0,14.8,7.4,1.88,15.06,38,0,0.171,0.068,0.191,0.136
2017-12-23,0.0,0.0,3.57,13.8,22.0,0.0,17.5,11.4,2.17,14.74,40,12,0.17,0.054,0.191,0.136
2017-12-24,0.0,0.0,3.21,15.3,23.7,0.0,13.6,9.0,2.3,14.54,47,23,0.17,0.044,0.192,0.135
2017-12-25,0.0,0.0,3.49,16.5,26.3,0.0,13.7,9.8,2.84,14.3,45,41,0.169,0.037,0.192,0.135
2017-12-26,0.0,0.0,3.57,17.4,25.1,0.0,13.3,9.8,2.72,12.93,40,82,0.17,0.04,0.192,0.135
2017-12-27,0.0,0.0,3.39,18.5,25.0,0.0,12.6,8.4,2.44,12.19,40,87,0.17,0.037,0.193,0.136
2017-12-28,0.0,0.0,3.83,19.8,27.9,0.0,14.1,9.1,2.99,13.93,42,17,0.17,0.034,0.194,0.136
2017-12-29,0.0,0.0,4.12,20.4,29.5,0.0,14.4,10.5,3.17,14.11,41,1,0.171,0.033,0.194,0.136
2017-12-30,0.0,0.0,3.78,19.9,28.7,0.0,14.7,9.4,3.06,14.05,45,36,0.17,0.03,0.194,0.136
2017-12-31,0.0,0.0,3.59,19.8,27.2,0.0,12.8,8.6,3.01,14.01,44,27,0.17,0.029,0.194,0.136
2018-01-01,0.0,0.0,3.92,19.8,27.3,0.0,13.8,10.2,2.89,13.58,41,33,0.17,0.028,0.194,0.136
2018-01-02,0.0,0.0,3.93,19.9,27.7,0.0,13.8,8.6,3.12,14.14,37,79,0.17,0.025,0.194,0.136
2018-01-03,0.0,0.0,4.81,21.7,29.1,0.0,20.1,12.3,3.28,13.02,29,85,0.17,0.026,0.194,0.136
2018-01-04,0.0,0.0,3.05,21.5,27.2,0.0,14.6,6.9,2.78,9.79,35,54,0.17,0.026,0.194,0.136
2018-01-05,0.0,0.0,4.34,20.6,29.3,0.0,19.0,12.6,3.33,14.73,41,2,0.171,0.033,0.194,0.136
2018-01-06,0.0,0.0,4.12,20.8,28.8,0.0,15.9,10.7,3.24,13.64,38,74,0.171,0.034,0.194,0.136
2018-01-07,0.0,0.0,3.53,20.7,27.9,0.0,11.8,8.0,2.9,13.5,43,82,0.171,0.036,0.195,0.136
2018-01-08,0.0,0.0,3.91,21.1,28.8,0.0,15.7,10.9,2.98,13.14,45,95,0.17,0.03,0.194,0.136
2018-01-09,0.2,0.2,3.44,19.6,26.1,1.0,18.4,10.0,2.54,12.04,52,86,0.17,0.027,0.194,0.135
2018-01-10,0.0,0.0,3.04,17.3,20.9,0.0,16.3,9.5,1.45,14.58,58,21,0.17,0.03,0.194,0.135
2018-01-11,0.0,0.0,3.61,18.2,25.4,0.0,15.6,9.8,2.57,15.22,47,0,0.17,0.029,0.194,0.135
2018-01-12,0.0,0.0,4.41,19.8,28.9,0.0,15.5,10.7,3.46,15.31,32,26,0.17,0.033,0.194,0.134
2018-01-13,0.0,0.0,4.65,20.8,30.6,0.0,17.1,11.1,3.88,15.39,33,41,0.171,0.037,0.194,0.134
2018-01-14,0.0,0.0,4.28,19.8,28.2,0.0,15.7,10.4,3.26,15.32,38,44,0.17,0.031,0.194,0.134
2018-01-15,0.0,0.0,3.74,18.7,26.1,0.0,12.6,7.9,2.79,15.56,40,32,0.17,0.031,0.194,0.134
2018-01-16,0.0,0.0,3.91,18.3,26.6,0.0,13.0,8.9,2.89,15.49,40,36,0.171,0.035,0.195,0.134
2018-01-17,0.0,0.0,4.75,19.1,26.3,0.0,20.2,13.2,2.87,15.65,35,23,0.171,0.036,0.194,0.134
2018-01-18,0.0,0.0,4.6,19.0,27.4,0.0,19.1,12.1,3.13,15.99,34,0,0.171,0.037,0.195,0.134
2018-01-19,0.0,0.0,4.44,18.5,27.2,0.0,18.4,11.7,3.03,16.16,39,0,0.171,0.036,0.195,0.134
2018-01-20,0.0,0.0,3.92,16.9,23.1,0.0,18.9,12.8,1.79,15.33,49,11,0.171,0.032,0.195,0.134
2018-01-21,0.0,0.0,4.27,13.8,19.6,0.0,19.2,12.5,2.04,16.89,31,0,0.171,0.039,0.195,0.134
2018-01-22,0.0,0.0,4.53,14.2,22.2,0.0,17.3,12.0,2.41,16.81,22,0,0.172,0.038,0.196,0.134
2018-01-23,0.0,0.0,3.92,14.6,23.2,0.0,13.5,8.7,2.48,16.86,31,0,0.172,0.037,0.196,0.133
2018-01-24,0.0,0.0,5.48,18.5,27.3,0.0,22.4,15.2,3.24,16.88,22,0,0.171,0.035,0.196,0.132
2018-01-25,0.0,0.0,4.91,18.2,26.4,0.0,18.2,12.0,2.94,17.01,28,0,0.171,0.032,0.195,0.132
2018-01-26,0.0,0.0,3.99,16.1,24.3,0.0,13.4,9.8,2.65,17.24,43,0,0.17,0.028,0.195,0.132
2018-01-27,0.0,0.0,4.19,16.9,26.0,0.0,14.8,8.9,2.95,17.32,35,0,0.171,0.033,0.196,0.132
2018-01-28,0.0,0.0,5.33,19.5,30.1,0.0,16.5,12.3,3.8,17.34,25,0,0.172,0.041,0.196,0.131
2018-01-29,0.0,0.0,6.39,22.7,32.1,0.0,24.3,16.5,4.17,17.12,27,0,0.171,0.037,0.196,0.132
2018-01-30,0.0,0.0,5.93,22.4,30.5,0.0,21.0,14.0,3.84,17.52,26,0,0.171,0.033,0.196,0.131
2018-01-31,0.0,0.0,4.77,20.2,29.1,0.0,14.4,10.0,3.63,16.57,29,65,0.17,0.024,0.196,0.131
2018-02-01,0.0,0.0,3.81,19.5,27.1,0.0,13.4,9.0,2.92,13.64,39,96,0.17,0.025,0.196,0.131
2018-02-02,0.6,0.6,4.01,21.1,26.1,5.0,14.5,10.9,2.41,11.98,41,83,0.171,0.031,0.196,0.131
2018-02-03,0.0,0.0,4.27,22.2,29.2,0.0,17.7,10.8,2.88,14.42,49,39,0.171,0.029,0.196,0.131
2018-02-04,0.0,0.0,4.99,22.3,29.9,0.0,14.6,10.1,3.28,17.46,36,0,0.171,0.031,0.196,0.131
2018-02-05,0.0,0.0,5.27,21.5,29.4,0.0,15.3,10.8,3.53,17.66,29,56,0.17,0.031,0.196,0.131
2018-02-06,0.0,0.0,4.39,21.0,29.4,0.0,16.6,9.2,3.4,15.58,38,96,0.17,0.029,0.195,0.131
2018-02-07,0.0,0.0,4.63,21.2,29.8,0.0,20.2,9.8,3.55,18.11,39,50,0.17,0.031,0.195,0.129
2018-02-08,0.0,0.0,5.6,21.6,30.8,0.0,16.2,11.4,3.82,18.31,30,25,0.17,0.034,0.195,0.129
2018-02-09,0.0,0.0,4.62,20.8,29.3,0.0,14.8,8.0,3.55,18.36,39,6,0.169,0.027,0.195,0.129
2018-02-10,0.0,0.0,5.28,20.2,28.3,0.0,22.8,12.4,3.19,18.59,39,17,0.169,0.025,0.195,0.129
2018-02-11,0.0,0.0,4.14,18.6,24.8,0.0,18.1,10.5,2.05,17.88,52,28,0.169,0.022,0.195,0.129
2018-02-12,0.0,0.0,4.01,17.6,23.9,0.0,23.2,12.0,2.01,18.24,57,9,0.169,0.022,0.195,0.129
2018-02-13,0.0,0.0,3.32,18.1,24.0,0.0,9.2,6.1,1.99,16.15,54,80,0.169,0.025,0.195,0.129
2018-02-14,0.4,0.4,2.04,19.5,23.9,2.0,11.8,6.8,1.7,6.09,54,99,0.17,0.032,0.195,0.129
2018-02-15,0.2,0.2,2.33,20.1,25.2,1.0,16.6,7.0,1.82,9.51,68,98,0.171,0.042,0.195,0.13
2018-02-16,6.7,6.7,1.2,18.4,21.5,15.0,10.4,6.6,0.85,5.53,86,94,0.174,0.094,0.195,0.13
2018-02-17,0.0,0.0,3.02,18.7,24.3,0.0,13.8,7.4,1.49,15.62,78,86,0.174,0.092,0.195,0.13
2018-02-18,0.3,0.3,3.38,18.5,24.6,2.0,19.9,9.3,1.61,16.33,77,76,0.173,0.072,0.195,0.131
2018-02-19,1.7,1.7,3.19,17.5,21.7,8.0,22.4,14.1,1.47,14.85,70,38,0.173,0.073,0.195,0.132
2018-02-20,0.0,0.0,3.36,14.6,18.9,0.0,16.5,11.2,1.44,16.53,57,35,0.172,0.053,0.195,0.133
2018-02-21,0.0,0.0,3.74,12.5,18.4,0.0,16.9,8.2,1.64,20.79,57,0,0.17,0.033,0.195,0.132
2018-02-22,0.0,0.0,3.93,13.6,19.6,0.0,15.0,7.3,1.77,20.85,49,20,0.17,0.025,0.195,0.132
2018-02-23,0.0,0.0,4.37,14.5,21.5,0.0,17.0,9.6,2.15,21.21,45,33,0.17,0.023,0.195,0.132
2018-02-24,0.0,0.0,4.81,14.8,22.1,0.0,15.6,9.8,2.42,21.85,31,0,0.17,0.023,0.195,0.132
2018-02-25,0.0,0.0,5.02,15.7,25.5,0.0,15.1,8.2,3.12,22.3,25,0,0.17,0.028,0.195,0.132
2018-02-26,0.0,0.0,5.12,16.1,24.9,0.0,14.2,9.1,2.93,22.26,27,37,0.17,0.029,0.195,0.132
2018-02-27,0.0,0.0,4.2,15.6,21.5,0.0,25.1,12.9,1.68,17.63,46,92,0.17,0.028,0.195,0.133
2018-02-28,0.1,0.1,3.89,14.2,18.1,1.0,18.1,11.7,1.64,19.44,48,66,0.17,0.028,0.195,0.133
2018-03-01,0.0,0.0,5.36,16.1,24.3,0.0,16.8,11.8,2.71,22.58,33,12,0.17,0.029,0.195,0.133
2018-03-02,0.0,0.0,5.43,18.1,27.1,0.0,14.2,9.7,3.11,22.53,34,0,0.171,0.027,0.196,0.134
2018-03-03,0.0,0.0,5.51,17.9,26.8,0.0,16.1,10.0,3.2,22.96,34,3,0.171,0.025,0.196,0.134
2018-03-04,0.0,0.0,5.3,17.4,25.9,0.0,17.3,10.7,2.75,22.67,40,22,0.171,0.024,0.197,0.135
2018-03-05,0.0,0.0,5.43,18.7,28.0,0.0,22.5,9.4,3.4,21.97,35,60,0.172,0.03,0.196,0.135
2018-03-06,0.0,0.0,5.36,18.8,28.2,0.0,16.3,9.3,3.54,20.86,29,47,0.173,0.035,0.197,0.135
2018-03-07,0.0,0.0,6.01,20.1,29.7,0.0,15.9,10.3,3.84,22.82,29,20,0.173,0.033,0.197,0.135
2018-03-08,0.0,0.0,6.09,22.0,30.5,0.0,19.1,10.1,4.14,20.13,22,71,0.172,0.029,0.197,0.135
2018-03-09,0.0,0.0,5.97,22.6,31.0,0.0,16.1,8.1,4.21,22.63,23,52,0.172,0.025,0.197,0.135
2018-03-10,0.0,0.0,5.77,22.8,30.9,0.0,14.7,9.4,4.02,19.36,26,55,0.172,0.023,0.197,0.135
2018-03-11,0.0,0.0,5.96,24.5,30.3,0.0,22.0,11.9,3.19,19.31,36,57,0.172,0.022,0.197,0.135
2018-03-12,0.0,0.0,6.44,24.6,32.5,0.0,29.3,11.0,3.93,22.69,39,14,0.172,0.022,0.197,0.135
2018-03-13,0.0,0.0,6.6,25.2,33.2,0.0,26.6,10.6,4.23,22.46,33,38,0.172,0.023,0.197,0.135
2018-03-14,0.0,0.0,4.71,24.1,29.2,0.0,17.2,10.2,3.04,13.05,35,97,0.171,0.024,0.196,0.135
2018-03-15,0.0,0.0,6.04,20.8,25.4,0.0,19.2,13.5,2.63,23.8,38,30,0.171,0.025,0.196,0.135
2018-03-16,0.0,0.0,5.29,19.5,26.1,0.0,23.9,11.9,2.57,20.01,42,92,0.171,0.023,0.196,0.135
2018-03-17,0.0,0.0,4.85,18.0,22.9,0.0,16.8,10.9,2.0,21.97,48,76,0.171,0.023,0.196,0.135
2018-03-18,0.0,0.0,5.16,17.5,24.2,0.0,18.8,9.4,2.35,23.98,46,31,0.171,0.026,0.196,0.135
2018-03-19,0.0,0.0,5.72,19.0,26.8,0.0,16.2,9.1,3.08,24.56,34,21,0.171,0.029,0.196,0.135
2018-03-20,0.0,0.0,6.46,21.4,30.8,0.0,15.5,9.6,4.23,24.86,27,31,0.171,0.025,0.196,0.135
2018-03-21,0.0,0.0,6.92,25.3,34.9,0.0,15.9,9.3,5.05,23.46,19,27,0.171,0.023,0.196,0.135
2018-03-22,0.0,0.0,6.92,26.0,33.2,0.0,18.5,11.6,4.41,19.94,22,98,0.171,0.023,0.196,0.135
2018-03-23,0.0,0.0,6.67,25.9,33.5,0.0,18.4,8.9,4.5,24.4,29,59,0.171,0.023,0.196,0.135
2018-03-24,0.2,0.2,5.74,25.6,30.5,2.0,21.6,10.3,3.51,18.22,32,86,0.171,0.023,0.196,0.135
2018-03-25,0.8,0.8,4.33,22.0,27.3,3.0,16.2,8.6,3.13,12.83,32,86,0.17,0.024,0.195,0.135
2018-03-26,0.0,0.0,4.64,19.6,23.4,0.0,19.6,10.9,2.32,13.91,29,68,0.17,0.021,0.195,0.135
2018-03-27,0.0,0.0,6.48,17.5,24.3,0.0,24.3,13.1,2.58,25.44,24,3,0.17,0.02,0.195,0.135
2018-03-28,0.0,0.0,7.09,20.2,28.6,0.0,27.0,11.4,3.63,26.4,19,0,0.17,0.018,0.195,0.135
2018-03-29,0.0,0.0,7.43,22.8,32.1,0.0,18.9,11.1,4.48,26.63,18,0,0.17,0.021,0.195,0.135
2018-03-30,0.0,0.0,7.62,25.0,34.5,0.0,21.4,10.6,5.15,26.64,20,0,0.17,0.022,0.195,0.134
2018-03-31,0.0,0.0,7.18,25.6,33.9,0.0,17.2,10.4,4.86,23.83,21,90,0.17,0.023,0.195,0.134
2018-04-01,0.0,0.0,6.12,24.9,32.7,0.0,16.3,8.5,4.54,20.67,21,64,0.17,0.02,0.195,0.135
2018-04-02,0.0,0.0,7.59,23.8,32.6,0.0,27.1,12.4,4.49,25.87,23,8,0.169,0.02,0.194,0.134
2018-04-03,0.0,0.0,6.85,22.9,30.5,0.0,18.1,10.1,3.62,26.48,27,15,0.169,0.016,0.194,0.135
2018-04-04,0.0,0.0,7.51,24.7,33.9,0.0,17.6,10.4,4.85,26.96,24,6,0.169,0.021,0.194,0.134
