Clave,Fecha, Almacenamiento(hmÂ³)
PMOSO,2010/01/11,3.08
ARLSO,2010/01/11,0.01
CHTSO,2010/01/11,11.16
IRASO,2010/01/11,3.58
IRASO,2010/01/12,3.56
CHTSO,2010/01/12,11.16
ARLSO,2010/01/12,0.01
PMOSO,2010/01/12,3.06
ARCSO,2010/01/12,798.26
AGZCH,2010/01/12,81.22
AOBSO,2010/01/12,2501.0
PECSO,2010/01/12,2563.89
LCDSO,2010/01/12,731.54
LCDSO,2010/01/13,731.15
PECSO,2010/01/13,2561.9
AOBSO,2010/01/13,2495.0
AGZCH,2010/01/13,81.16
ARCSO,2010/01/13,794.12
PMOSO,2010/01/13,3.03
ARLSO,2010/01/13,0.01
CHTSO,2010/01/13,11.16
IRASO,2010/01/13,3.55
IRASO,2010/01/14,3.53
CHTSO,2010/01/14,11.14
ARLSO,2010/01/14,0.01
PMOSO,2010/01/14,3.0
ARCSO,2010/01/14,789.99
AGZCH,2010/01/14,81.09
AOBSO,2010/01/14,2486.0
PECSO,2010/01/14,2560.91
LCDSO,2010/01/14,730.76
LCDSO,2010/01/15,730.37
PECSO,2010/01/15,2559.91
AOBSO,2010/01/15,2480.0
AGZCH,2010/01/15,81.09
ARCSO,2010/01/15,785.26
PMOSO,2010/01/15,2.97
ARLSO,2010/01/15,0.01
CHTSO,2010/01/15,11.14
IRASO,2010/01/15,3.52
IRASO,2010/01/16,3.5
CHTSO,2010/01/16,11.12
ARLSO,2010/01/16,0.01
PMOSO,2010/01/16,2.93
ARCSO,2010/01/16,780.54
AGZCH,2010/01/16,81.03
AOBSO,2010/01/16,2475.5
PECSO,2010/01/16,2557.92
LCDSO,2010/01/16,730.37
LCDSO,2010/01/17,729.98
PECSO,2010/01/17,2556.93
AOBSO,2010/01/17,2468.0
AGZCH,2010/01/17,80.97
ARCSO,2010/01/17,775.82
PMOSO,2010/01/17,2.92
ARLSO,2010/01/17,0.01
CHTSO,2010/01/17,11.12
IRASO,2010/01/17,3.46
IRASO,2010/01/18,3.41
CHTSO,2010/01/18,11.1
ARLSO,2010/01/18,0.01
PMOSO,2010/01/18,2.89
ARCSO,2010/01/18,771.68
AGZCH,2010/01/18,80.97
AOBSO,2010/01/18,2454.5
PECSO,2010/01/18,2556.93
LCDSO,2010/01/18,729.59
LCDSO,2010/01/19,729.2
PECSO,2010/01/19,2556.93
AOBSO,2010/01/19,2441.42
AGZCH,2010/01/19,80.97
ARCSO,2010/01/19,765.78
PMOSO,2010/01/19,2.87
ARLSO,2010/01/19,0.01
CHTSO,2010/01/19,11.1
IRASO,2010/01/19,3.36
IRASO,2010/01/20,3.32
CHTSO,2010/01/20,11.1
ARLSO,2010/01/20,0.01
PMOSO,2010/01/20,2.85
ARCSO,2010/01/20,760.62
AGZCH,2010/01/20,80.97
AOBSO,2010/01/20,2429.98
PECSO,2010/01/20,2552.95
LCDSO,2010/01/20,729.2
LCDSO,2010/01/21,728.82
PECSO,2010/01/21,2550.96
AOBSO,2010/01/21,2421.4
AGZCH,2010/01/21,80.9
ARCSO,2010/01/21,754.97
PMOSO,2010/01/21,2.85
ARLSO,2010/01/21,0.01
CHTSO,2010/01/21,11.1
IRASO,2010/01/21,3.27
IRASO,2010/01/22,3.24
CHTSO,2010/01/22,11.88
ARLSO,2010/01/22,0.01
PMOSO,2010/01/22,2.87
ARCSO,2010/01/22,749.32
AGZCH,2010/01/22,80.9
AOBSO,2010/01/22,2407.1
PECSO,2010/01/22,2547.98
LCDSO,2010/01/22,728.43
LCDSO,2010/01/23,728.43
PECSO,2010/01/23,2548.97
AOBSO,2010/01/23,2409.96
AGZCH,2010/01/23,80.97
ARCSO,2010/01/23,746.5
PMOSO,2010/01/23,2.89
ARLSO,2010/01/23,0.01
CHTSO,2010/01/23,12.68
IRASO,2010/01/23,3.27
IRASO,2010/01/24,3.27
CHTSO,2010/01/24,14.62
ARLSO,2010/01/24,0.01
PMOSO,2010/01/24,2.89
ARCSO,2010/01/24,764.6
AGZCH,2010/01/24,81.03
AOBSO,2010/01/24,2412.82
PECSO,2010/01/24,2577.82
LCDSO,2010/01/24,757.72
LCDSO,2010/01/25,800.86
PECSO,2010/01/25,2622.71
AOBSO,2010/01/25,2412.82
AGZCH,2010/01/25,81.03
ARCSO,2010/01/25,779.36
PMOSO,2010/01/25,2.92
ARLSO,2010/01/25,0.01
CHTSO,2010/01/25,14.77
IRASO,2010/01/25,3.26
IRASO,2010/01/26,3.24
CHTSO,2010/01/26,15.19
ARLSO,2010/01/26,0.01
PMOSO,2010/01/26,2.97
ARCSO,2010/01/26,782.9
AGZCH,2010/01/26,80.97
AOBSO,2010/01/26,2414.25
PECSO,2010/01/26,2643.05
LCDSO,2010/01/26,808.72
LCDSO,2010/01/27,808.72
PECSO,2010/01/27,2654.68
AOBSO,2010/01/27,2409.96
AGZCH,2010/01/27,80.9
ARCSO,2010/01/27,782.9
PMOSO,2010/01/27,3.13
ARLSO,2010/01/27,0.01
CHTSO,2010/01/27,15.25
IRASO,2010/01/27,3.24
IRASO,2010/01/28,3.23
CHTSO,2010/01/28,15.4
ARLSO,2010/01/28,0.01
PMOSO,2010/01/28,3.15
ARCSO,2010/01/28,781.72
AGZCH,2010/01/28,80.9
AOBSO,2010/01/28,2407.1
PECSO,2010/01/28,2658.55
LCDSO,2010/01/28,809.55
LCDSO,2010/01/29,813.27
PECSO,2010/01/29,2667.27
AOBSO,2010/01/29,2414.25
AGZCH,2010/01/29,80.9
ARCSO,2010/01/29,779.95
PMOSO,2010/01/29,3.17
ARLSO,2010/01/29,0.01
CHTSO,2010/01/29,15.52
IRASO,2010/01/29,3.23
IRASO,2010/01/30,3.21
CHTSO,2010/01/30,15.58
ARLSO,2010/01/30,0.01
PMOSO,2010/01/30,3.17
ARCSO,2010/01/30,784.67
AGZCH,2010/01/30,80.9
AOBSO,2010/01/30,2421.4
PECSO,2010/01/30,2706.01
LCDSO,2010/01/30,827.75
LCDSO,2010/01/31,834.79
PECSO,2010/01/31,2733.13
AOBSO,2010/01/31,2427.72
AGZCH,2010/01/31,80.84
ARCSO,2010/01/31,787.63
PMOSO,2010/01/31,3.17
ARLSO,2010/01/31,0.01
CHTSO,2010/01/31,15.64
IRASO,2010/01/31,3.21
IRASO,2010/02/01,3.2
CHTSO,2010/02/01,15.7
ARLSO,2010/02/01,0.01
PMOSO,2010/02/01,3.13
ARCSO,2010/02/01,787.63
AGZCH,2010/02/01,80.84
AOBSO,2010/02/01,2432.84
PECSO,2010/02/01,2751.53
LCDSO,2010/02/01,833.54
LCDSO,2010/02/02,830.64
PECSO,2010/02/02,2764.13
AOBSO,2010/02/02,2435.7
AGZCH,2010/02/02,80.84
ARCSO,2010/02/02,787.04
PMOSO,2010/02/02,3.11
ARLSO,2010/02/02,0.01
CHTSO,2010/02/02,15.7
IRASO,2010/02/02,3.2
IRASO,2010/02/03,3.18
CHTSO,2010/02/03,15.76
ARLSO,2010/02/03,0.01
PMOSO,2010/02/03,3.11
ARCSO,2010/02/03,785.86
AGZCH,2010/02/03,80.84
AOBSO,2010/02/03,2438.55
PECSO,2010/02/03,2775.75
LCDSO,2010/02/03,827.75
LCDSO,2010/02/04,825.68
PECSO,2010/02/04,2786.41
AOBSO,2010/02/04,2444.28
AGZCH,2010/02/04,80.84
ARCSO,2010/02/04,790.58
PMOSO,2010/02/04,3.13
ARLSO,2010/02/04,0.01
CHTSO,2010/02/04,15.88
IRASO,2010/02/04,3.27
IRASO,2010/02/05,3.27
CHTSO,2010/02/05,15.94
ARLSO,2010/02/05,0.01
PMOSO,2010/02/05,3.11
ARCSO,2010/02/05,800.03
AGZCH,2010/02/05,80.84
AOBSO,2010/02/05,2450.0
PECSO,2010/02/05,2805.85
LCDSO,2010/02/05,831.06
LCDSO,2010/02/06,837.33
PECSO,2010/02/06,2831.13
AOBSO,2010/02/06,2459.0
AGZCH,2010/02/06,80.84
ARCSO,2010/02/06,807.7
PMOSO,2010/02/06,3.11
ARLSO,2010/02/06,0.01
CHTSO,2010/02/06,15.97
IRASO,2010/02/06,3.26
IRASO,2010/02/07,3.26
CHTSO,2010/02/07,15.97
ARLSO,2010/02/07,0.01
PMOSO,2010/02/07,3.11
ARCSO,2010/02/07,811.84
AGZCH,2010/02/07,80.84
AOBSO,2010/02/07,2465.0
PECSO,2010/02/07,2825.3
LCDSO,2010/02/07,836.05
LCDSO,2010/02/08,832.72
PECSO,2010/02/08,2803.91
AOBSO,2010/02/08,2492.0
AGZCH,2010/02/08,80.78
ARCSO,2010/02/08,814.79
PMOSO,2010/02/08,3.11
ARLSO,2010/02/08,0.01
CHTSO,2010/02/08,15.97
IRASO,2010/02/08,3.24
IRASO,2010/02/09,3.24
CHTSO,2010/02/09,16.02
ARLSO,2010/02/09,0.01
PMOSO,2010/02/09,3.11
ARCSO,2010/02/09,815.97
AGZCH,2010/02/09,80.78
AOBSO,2010/02/09,2531.0
PECSO,2010/02/09,2804.88
LCDSO,2010/02/09,828.17
LCDSO,2010/02/10,823.61
PECSO,2010/02/10,2811.69
AOBSO,2010/02/10,2540.0
AGZCH,2010/02/10,80.78
ARCSO,2010/02/10,815.38
PMOSO,2010/02/10,3.11
ARLSO,2010/02/10,0.01
CHTSO,2010/02/10,16.02
IRASO,2010/02/10,3.23
IRASO,2010/02/11,3.23
CHTSO,2010/02/11,16.08
ARLSO,2010/02/11,0.01
PMOSO,2010/02/11,3.11
ARCSO,2010/02/11,813.61
AGZCH,2010/02/11,80.78
AOBSO,2010/02/11,2543.0
PECSO,2010/02/11,2818.49
LCDSO,2010/02/11,819.48
LCDSO,2010/02/12,816.99
PECSO,2010/02/12,2824.32
AOBSO,2010/02/12,2546.0
AGZCH,2010/02/12,80.71
ARCSO,2010/02/12,811.84
PMOSO,2010/02/12,3.11
ARLSO,2010/02/12,0.01
CHTSO,2010/02/12,16.1
IRASO,2010/02/12,3.21
IRASO,2010/02/13,3.21
CHTSO,2010/02/13,16.1
ARLSO,2010/02/13,0.01
PMOSO,2010/02/13,3.11
ARCSO,2010/02/13,810.66
AGZCH,2010/02/13,80.71
AOBSO,2010/02/13,2547.5
PECSO,2010/02/13,2830.16
LCDSO,2010/02/13,817.82
LCDSO,2010/02/14,817.82
PECSO,2010/02/14,2833.07
AOBSO,2010/02/14,2549.0
AGZCH,2010/02/14,80.71
ARCSO,2010/02/14,808.86
PMOSO,2010/02/14,3.11
ARLSO,2010/02/14,0.01
CHTSO,2010/02/14,16.12
IRASO,2010/02/14,3.2
IRASO,2010/02/15,3.2
CHTSO,2010/02/15,16.12
ARLSO,2010/02/15,0.01
PMOSO,2010/02/15,3.11
ARCSO,2010/02/15,807.11
AGZCH,2010/02/15,80.65
AOBSO,2010/02/15,2549.0
PECSO,2010/02/15,2836.96
LCDSO,2010/02/15,816.17
LCDSO,2010/02/16,814.1
PECSO,2010/02/16,2838.91
AOBSO,2010/02/16,2552.0
AGZCH,2010/02/16,80.65
ARCSO,2010/02/16,804.16
PMOSO,2010/02/16,3.09
ARLSO,2010/02/16,0.01
CHTSO,2010/02/16,16.14
IRASO,2010/02/16,3.18
IRASO,2010/02/17,3.17
CHTSO,2010/02/17,16.14
ARLSO,2010/02/17,0.01
PMOSO,2010/02/17,3.09
ARCSO,2010/02/17,800.62
AGZCH,2010/02/17,80.65
AOBSO,2010/02/17,2549.0
PECSO,2010/02/17,2839.88
LCDSO,2010/02/17,811.62
LCDSO,2010/02/18,809.13
PECSO,2010/02/18,2839.88
AOBSO,2010/02/18,2549.0
AGZCH,2010/02/18,80.59
ARCSO,2010/02/18,796.48
PMOSO,2010/02/18,3.09
ARLSO,2010/02/18,0.01
CHTSO,2010/02/18,16.16
IRASO,2010/02/18,3.17
IRASO,2010/02/19,3.15
CHTSO,2010/02/19,16.16
ARLSO,2010/02/19,0.01
PMOSO,2010/02/19,3.09
ARCSO,2010/02/19,792.35
AGZCH,2010/02/19,80.59
AOBSO,2010/02/19,2546.0
PECSO,2010/02/19,2838.91
LCDSO,2010/02/19,806.65
LCDSO,2010/02/20,803.76
PECSO,2010/02/20,2836.96
AOBSO,2010/02/20,2546.0
AGZCH,2010/02/20,80.59
ARCSO,2010/02/20,787.04
PMOSO,2010/02/20,3.09
ARLSO,2010/02/20,0.01
CHTSO,2010/02/20,16.16
IRASO,2010/02/20,3.15
IRASO,2010/02/21,3.14
CHTSO,2010/02/21,16.16
ARLSO,2010/02/21,0.01
PMOSO,2010/02/21,3.09
ARCSO,2010/02/21,781.72
AGZCH,2010/02/21,80.53
AOBSO,2010/02/21,2544.5
PECSO,2010/02/21,2835.02
LCDSO,2010/02/21,801.27
LCDSO,2010/02/22,799.2
PECSO,2010/02/22,2831.13
AOBSO,2010/02/22,2544.5
AGZCH,2010/02/22,80.53
ARCSO,2010/02/22,775.82
PMOSO,2010/02/22,3.08
ARLSO,2010/02/22,0.01
CHTSO,2010/02/22,16.16
IRASO,2010/02/22,3.12
IRASO,2010/02/23,3.08
CHTSO,2010/02/23,16.18
ARLSO,2010/02/23,0.01
PMOSO,2010/02/23,3.06
ARCSO,2010/02/23,770.5
AGZCH,2010/02/23,80.53
AOBSO,2010/02/23,2541.5
PECSO,2010/02/23,2827.24
LCDSO,2010/02/23,798.14
LCDSO,2010/02/24,795.07
PECSO,2010/02/24,2823.35
AOBSO,2010/02/24,2541.5
AGZCH,2010/02/24,80.46
ARCSO,2010/02/24,764.6
PMOSO,2010/02/24,3.06
ARLSO,2010/02/24,0.01
CHTSO,2010/02/24,16.18
IRASO,2010/02/24,3.0
IRASO,2010/02/25,2.91
CHTSO,2010/02/25,16.2
ARLSO,2010/02/25,0.01
PMOSO,2010/02/25,3.06
ARCSO,2010/02/25,758.92
AGZCH,2010/02/25,80.46
AOBSO,2010/02/25,2540.0
PECSO,2010/02/25,2817.52
LCDSO,2010/02/25,793.02
LCDSO,2010/02/26,791.42
PECSO,2010/02/26,2812.66
AOBSO,2010/02/26,2537.0
AGZCH,2010/02/26,80.46
ARCSO,2010/02/26,753.28
PMOSO,2010/02/26,3.05
ARLSO,2010/02/26,0.01
CHTSO,2010/02/26,16.2
IRASO,2010/02/26,2.77
IRASO,2010/02/27,2.64
CHTSO,2010/02/27,16.2
ARLSO,2010/02/27,0.01
PMOSO,2010/02/27,3.05
ARCSO,2010/02/27,747.63
AGZCH,2010/02/27,80.4
AOBSO,2010/02/27,2535.5
PECSO,2010/02/27,2805.85
LCDSO,2010/02/27,789.81
LCDSO,2010/02/28,789.01
PECSO,2010/02/28,2800.02
AOBSO,2010/02/28,2532.5
AGZCH,2010/02/28,80.4
ARCSO,2010/02/28,741.98
PMOSO,2010/02/28,3.03
ARLSO,2010/02/28,0.01
CHTSO,2010/02/28,16.22
IRASO,2010/02/28,2.57
IRASO,2010/03/01,2.5
CHTSO,2010/03/01,16.24
ARLSO,2010/03/01,0.01
PMOSO,2010/03/01,3.03
ARCSO,2010/03/01,735.77
AGZCH,2010/03/01,80.28
AOBSO,2010/03/01,2532.5
PECSO,2010/03/01,2793.21
LCDSO,2010/03/01,787.81
LCDSO,2010/03/02,786.6
PECSO,2010/03/02,2786.41
AOBSO,2010/03/02,2531.0
AGZCH,2010/03/02,80.28
ARCSO,2010/03/02,730.12
PMOSO,2010/03/02,3.0
ARLSO,2010/03/02,0.01
CHTSO,2010/03/02,16.24
IRASO,2010/03/02,2.43
IRASO,2010/03/03,2.36
CHTSO,2010/03/03,16.24
ARLSO,2010/03/03,0.01
PMOSO,2010/03/03,2.97
ARCSO,2010/03/03,724.48
AGZCH,2010/03/03,80.22
AOBSO,2010/03/03,2529.5
PECSO,2010/03/03,2783.5
LCDSO,2010/03/03,785.8
LCDSO,2010/03/04,785.4
PECSO,2010/03/04,2786.41
AOBSO,2010/03/04,2526.5
AGZCH,2010/03/04,80.15
ARCSO,2010/03/04,718.83
PMOSO,2010/03/04,2.93
ARLSO,2010/03/04,0.01
CHTSO,2010/03/04,16.26
IRASO,2010/03/04,2.29
IRASO,2010/03/05,2.22
CHTSO,2010/03/05,16.26
ARLSO,2010/03/05,0.01
PMOSO,2010/03/05,2.9
ARCSO,2010/03/05,713.18
AGZCH,2010/03/05,80.09
AOBSO,2010/03/05,2517.5
PECSO,2010/03/05,2788.36
LCDSO,2010/03/05,784.6
LCDSO,2010/03/06,783.8
PECSO,2010/03/06,2791.27
AOBSO,2010/03/06,2505.5
AGZCH,2010/03/06,80.03
ARCSO,2010/03/06,707.53
PMOSO,2010/03/06,2.85
ARLSO,2010/03/06,0.01
CHTSO,2010/03/06,16.26
IRASO,2010/03/06,2.18
IRASO,2010/03/07,2.15
CHTSO,2010/03/07,16.28
ARLSO,2010/03/07,0.01
PMOSO,2010/03/07,2.82
ARCSO,2010/03/07,701.63
AGZCH,2010/03/07,79.97
AOBSO,2010/03/07,2490.5
PECSO,2010/03/07,2794.19
LCDSO,2010/03/07,782.99
LCDSO,2010/03/08,782.19
PECSO,2010/03/08,2796.13
AOBSO,2010/03/08,2483.0
AGZCH,2010/03/08,79.91
ARCSO,2010/03/08,696.25
PMOSO,2010/03/08,2.79
ARLSO,2010/03/08,0.01
CHTSO,2010/03/08,16.32
IRASO,2010/03/08,2.11
IRASO,2010/03/09,2.08
CHTSO,2010/03/09,16.32
ARLSO,2010/03/09,0.01
PMOSO,2010/03/09,2.77
ARCSO,2010/03/09,690.35
AGZCH,2010/03/09,79.91
AOBSO,2010/03/09,2468.0
PECSO,2010/03/09,2800.02
LCDSO,2010/03/09,781.79
LCDSO,2010/03/10,781.79
PECSO,2010/03/10,2801.97
AOBSO,2010/03/10,2450.0
AGZCH,2010/03/10,79.85
ARCSO,2010/03/10,684.44
PMOSO,2010/03/10,2.74
ARLSO,2010/03/10,0.01
CHTSO,2010/03/10,16.32
IRASO,2010/03/10,2.04
IRASO,2010/03/11,2.01
CHTSO,2010/03/11,16.32
ARLSO,2010/03/11,0.01
PMOSO,2010/03/11,2.71
ARCSO,2010/03/11,679.06
AGZCH,2010/03/11,79.85
AOBSO,2010/03/11,2438.56
PECSO,2010/03/11,2803.91
LCDSO,2010/03/11,782.59
LCDSO,2010/03/12,783.39
PECSO,2010/03/12,2807.8
AOBSO,2010/03/12,2425.69
AGZCH,2010/03/12,79.78
ARCSO,2010/03/12,673.69
PMOSO,2010/03/12,2.68
ARLSO,2010/03/12,0.01
CHTSO,2010/03/12,16.32
IRASO,2010/03/12,1.97
IRASO,2010/03/13,1.96
CHTSO,2010/03/13,16.32
ARLSO,2010/03/13,0.01
PMOSO,2010/03/13,2.65
ARCSO,2010/03/13,667.78
AGZCH,2010/03/13,79.78
AOBSO,2010/03/13,2414.25
PECSO,2010/03/13,2811.69
LCDSO,2010/03/13,782.99
LCDSO,2010/03/14,782.59
PECSO,2010/03/14,2813.63
AOBSO,2010/03/14,2401.38
AGZCH,2010/03/14,79.73
ARCSO,2010/03/14,661.88
PMOSO,2010/03/14,2.65
ARLSO,2010/03/14,0.01
CHTSO,2010/03/14,16.34
IRASO,2010/03/14,1.95
IRASO,2010/03/15,1.94
CHTSO,2010/03/15,16.34
ARLSO,2010/03/15,0.01
PMOSO,2010/03/15,2.63
ARCSO,2010/03/15,655.43
AGZCH,2010/03/15,79.73
AOBSO,2010/03/15,2387.08
PECSO,2010/03/15,2815.57
LCDSO,2010/03/15,782.19
LCDSO,2010/03/16,781.79
PECSO,2010/03/16,2821.41
AOBSO,2010/03/16,2372.78
AGZCH,2010/03/16,79.73
ARCSO,2010/03/16,649.76
PMOSO,2010/03/16,2.63
ARLSO,2010/03/16,0.01
CHTSO,2010/03/16,16.34
IRASO,2010/03/16,1.92
IRASO,2010/03/17,1.91
CHTSO,2010/03/17,16.34
ARLSO,2010/03/17,0.01
PMOSO,2010/03/17,2.61
ARCSO,2010/03/17,643.68
AGZCH,2010/03/17,79.72
AOBSO,2010/03/17,2358.48
PECSO,2010/03/17,2824.32
LCDSO,2010/03/17,781.39
LCDSO,2010/03/18,780.99
PECSO,2010/03/18,2827.24
AOBSO,2010/03/18,2342.75
AGZCH,2010/03/18,79.67
ARCSO,2010/03/18,638.1
PMOSO,2010/03/18,2.61
ARLSO,2010/03/18,0.01
CHTSO,2010/03/18,16.34
IRASO,2010/03/18,1.9
IRASO,2010/03/19,1.89
CHTSO,2010/03/19,16.34
ARLSO,2010/03/19,0.01
PMOSO,2010/03/19,2.6
ARCSO,2010/03/19,632.01
AGZCH,2010/03/19,79.67
AOBSO,2010/03/19,2327.02
PECSO,2010/03/19,2828.22
LCDSO,2010/03/19,780.19
LCDSO,2010/03/20,779.38
PECSO,2010/03/20,2830.16
AOBSO,2010/03/20,2312.72
AGZCH,2010/03/20,79.6
ARCSO,2010/03/20,626.43
PMOSO,2010/03/20,2.58
ARLSO,2010/03/20,0.01
CHTSO,2010/03/20,16.36
IRASO,2010/03/20,1.75
IRASO,2010/03/21,1.61
CHTSO,2010/03/21,16.36
ARLSO,2010/03/21,0.01
PMOSO,2010/03/21,2.57
ARCSO,2010/03/21,619.84
AGZCH,2010/03/21,79.66
AOBSO,2010/03/21,2301.28
PECSO,2010/03/21,2833.07
LCDSO,2010/03/21,778.98
LCDSO,2010/03/22,778.58
PECSO,2010/03/22,2834.05
AOBSO,2010/03/22,2288.4
AGZCH,2010/03/22,79.6
ARCSO,2010/03/22,613.76
PMOSO,2010/03/22,2.55
ARLSO,2010/03/22,0.01
CHTSO,2010/03/22,16.36
IRASO,2010/03/22,1.47
IRASO,2010/03/23,1.37
CHTSO,2010/03/23,16.36
ARLSO,2010/03/23,0.01
PMOSO,2010/03/23,2.52
ARCSO,2010/03/23,607.67
AGZCH,2010/03/23,79.6
AOBSO,2010/03/23,2271.25
PECSO,2010/03/23,2834.05
LCDSO,2010/03/23,777.78
LCDSO,2010/03/24,777.38
PECSO,2010/03/24,2835.02
AOBSO,2010/03/24,2256.95
AGZCH,2010/03/24,79.48
ARCSO,2010/03/24,601.37
PMOSO,2010/03/24,2.5
ARLSO,2010/03/24,0.01
CHTSO,2010/03/24,16.38
IRASO,2010/03/24,1.31
IRASO,2010/03/25,1.3
CHTSO,2010/03/25,16.38
ARLSO,2010/03/25,0.01
PMOSO,2010/03/25,2.47
ARCSO,2010/03/25,595.92
AGZCH,2010/03/25,79.29
AOBSO,2010/03/25,2244.08
PECSO,2010/03/25,2835.99
LCDSO,2010/03/25,776.98
LCDSO,2010/03/26,775.77
PECSO,2010/03/26,2833.07
AOBSO,2010/03/26,2229.78
AGZCH,2010/03/26,79.17
ARCSO,2010/03/26,590.17
PMOSO,2010/03/26,2.45
ARLSO,2010/03/26,0.01
CHTSO,2010/03/26,16.38
IRASO,2010/03/26,1.29
IRASO,2010/03/27,1.28
CHTSO,2010/03/27,16.38
ARLSO,2010/03/27,0.01
PMOSO,2010/03/27,2.44
ARCSO,2010/03/27,583.95
AGZCH,2010/03/27,78.99
AOBSO,2010/03/27,2216.91
PECSO,2010/03/27,2829.19
LCDSO,2010/03/27,775.57
LCDSO,2010/03/28,775.37
PECSO,2010/03/28,2824.32
AOBSO,2010/03/28,2209.76
AGZCH,2010/03/28,78.74
ARCSO,2010/03/28,577.72
PMOSO,2010/03/28,2.42
ARLSO,2010/03/28,0.01
CHTSO,2010/03/28,16.38
IRASO,2010/03/28,1.27
IRASO,2010/03/29,1.26
CHTSO,2010/03/29,16.4
ARLSO,2010/03/29,0.01
PMOSO,2010/03/29,2.42
ARCSO,2010/03/29,571.49
AGZCH,2010/03/29,78.55
AOBSO,2010/03/29,2202.61
PECSO,2010/03/29,2821.41
LCDSO,2010/03/29,774.97
LCDSO,2010/03/30,774.57
PECSO,2010/03/30,2814.6
AOBSO,2010/03/30,2195.46
AGZCH,2010/03/30,78.37
ARCSO,2010/03/30,565.26
PMOSO,2010/03/30,2.41
ARLSO,2010/03/30,0.01
CHTSO,2010/03/30,16.4
IRASO,2010/03/30,1.25
IRASO,2010/03/31,1.24
CHTSO,2010/03/31,16.4
ARLSO,2010/03/31,0.01
PMOSO,2010/03/31,2.37
ARCSO,2010/03/31,559.51
AGZCH,2010/03/31,78.19
AOBSO,2010/03/31,2189.74
PECSO,2010/03/31,2808.77
LCDSO,2010/03/31,774.17
LCDSO,2010/04/01,773.37
PECSO,2010/04/01,2800.99
AOBSO,2010/04/01,2185.45
AGZCH,2010/04/01,78.0
ARCSO,2010/04/01,553.85
PMOSO,2010/04/01,2.36
ARLSO,2010/04/01,0.01
CHTSO,2010/04/01,16.4
IRASO,2010/04/01,1.23
IRASO,2010/04/02,1.23
