clave,fecha,almacenamiento_hm3
ARLSO,1947-04-14 00:00:00,0.09
ARLSO,1947-04-15 00:00:00,0.11
ARLSO,1947-04-16 00:00:00,0.11
ARLSO,1947-04-17 00:00:00,0.12
ARLSO,1947-04-18 00:00:00,0.12
ARLSO,1947-04-19 00:00:00,0.13
ARLSO,1947-04-20 00:00:00,0.14
ARLSO,1947-04-21 00:00:00,0.14
ARLSO,1947-04-22 00:00:00,0.15
ARLSO,1947-04-23 00:00:00,0.15
ARLSO,1947-04-24 00:00:00,0.16
ARLSO,1947-04-25 00:00:00,0.16
ARLSO,1947-04-26 00:00:00,0.17
ARLSO,1947-04-27 00:00:00,0.17
ARLSO,1947-04-28 00:00:00,0.16
ARLSO,1947-04-29 00:00:00,0.16
ARLSO,1947-04-30 00:00:00,0.16
ARLSO,1947-05-01 00:00:00,0.16
ARLSO,1947-05-02 00:00:00,0.16
ARLSO,1947-05-03 00:00:00,0.15
ARLSO,1947-05-04 00:00:00,0.16
ARLSO,1947-05-05 00:00:00,0.16
ARLSO,1947-05-06 00:00:00,0.16
ARLSO,1947-05-07 00:00:00,0.17
ARLSO,1947-05-08 00:00:00,0.16
ARLSO,1947-05-09 00:00:00,0.16
ARLSO,1947-05-10 00:00:00,0.17
ARLSO,1947-05-11 00:00:00,0.17
ARLSO,1947-05-12 00:00:00,0.17
ARLSO,1947-05-13 00:00:00,0.19
ARLSO,1947-05-14 00:00:00,0.19
ARLSO,1947-05-15 00:00:00,0.2
ARLSO,1947-05-16 00:00:00,0.2
ARLSO,1947-05-17 00:00:00,0.21
ARLSO,1947-05-18 00:00:00,0.19
ARLSO,1947-05-19 00:00:00,0.2
ARLSO,1947-05-20 00:00:00,0.22
ARLSO,1947-05-21 00:00:00,0.27
ARLSO,1947-05-22 00:00:00,0.29
ARLSO,1947-05-23 00:00:00,0.27
ARLSO,1947-05-24 00:00:00,0.25
ARLSO,1947-05-25 00:00:00,0.24
ARLSO,1947-05-26 00:00:00,0.23
ARLSO,1947-05-27 00:00:00,0.23
ARLSO,1947-05-28 00:00:00,0.23
ARLSO,1947-05-29 00:00:00,0.22
ARLSO,1947-05-30 00:00:00,0.21
ARLSO,1947-05-31 00:00:00,0.2
ARLSO,1947-06-01 00:00:00,0.2
ARLSO,1947-06-02 00:00:00,0.2
ARLSO,1947-06-03 00:00:00,0.19
ARLSO,1947-06-04 00:00:00,0.19
ARLSO,1947-06-05 00:00:00,0.18
ARLSO,1947-06-06 00:00:00,0.18
ARLSO,1947-06-07 00:00:00,0.17
ARLSO,1947-06-08 00:00:00,0.17
ARLSO,1947-06-09 00:00:00,0.16
ARLSO,1947-06-10 00:00:00,0.16
ARLSO,1947-06-11 00:00:00,0.16
ARLSO,1947-06-12 00:00:00,0.15
ARLSO,1947-06-13 00:00:00,0.15
ARLSO,1947-06-14 00:00:00,0.14
ARLSO,1947-06-15 00:00:00,0.14
ARLSO,1947-06-16 00:00:00,0.15
ARLSO,1947-06-17 00:00:00,0.14
ARLSO,1947-06-18 00:00:00,0.15
ARLSO,1947-06-19 00:00:00,0.15
ARLSO,1947-06-20 00:00:00,0.15
ARLSO,1947-06-21 00:00:00,0.15
ARLSO,1947-06-22 00:00:00,0.15
ARLSO,1947-06-23 00:00:00,0.14
ARLSO,1947-06-24 00:00:00,0.14
ARLSO,1947-06-25 00:00:00,0.14
ARLSO,1947-06-26 00:00:00,0.14
ARLSO,1947-06-27 00:00:00,0.13
ARLSO,1947-06-28 00:00:00,0.13
ARLSO,1947-06-29 00:00:00,0.14
ARLSO,1947-06-30 00:00:00,0.14
ARLSO,1947-07-01 00:00:00,0.14
ARLSO,1947-07-02 00:00:00,0.14
ARLSO,1947-07-03 00:00:00,0.14
ARLSO,1947-07-04 00:00:00,0.14
ARLSO,1947-07-05 00:00:00,0.45
ARLSO,1947-07-06 00:00:00,0.55
ARLSO,1947-07-07 00:00:00,0.55
ARLSO,1947-07-08 00:00:00,0.55
ARLSO,1947-07-09 00:00:00,0.57
ARLSO,1947-07-10 00:00:00,0.57
ARLSO,1947-07-11 00:00:00,0.58
ARLSO,1947-07-12 00:00:00,0.59
ARLSO,1947-07-13 00:00:00,0.59
ARLSO,1947-07-14 00:00:00,0.6
ARLSO,1947-07-15 00:00:00,0.64
ARLSO,1947-07-16 00:00:00,0.99
ARLSO,1947-07-17 00:00:00,1.01
ARLSO,1947-07-18 00:00:00,1.01
ARLSO,1947-07-19 00:00:00,1.04
ARLSO,1947-07-20 00:00:00,2.61
ARLSO,1947-07-21 00:00:00,2.65
ARLSO,1947-07-22 00:00:00,2.68
ARLSO,1947-07-23 00:00:00,2.68
ARLSO,1947-07-24 00:00:00,2.68
ARLSO,1947-07-25 00:00:00,2.68
ARLSO,1947-07-26 00:00:00,2.72
ARLSO,1947-07-27 00:00:00,2.72
ARLSO,1947-07-28 00:00:00,2.76
ARLSO,1947-07-29 00:00:00,3.29
ARLSO,1947-07-30 00:00:00,3.54
ARLSO,1947-07-31 00:00:00,3.63
ARLSO,1947-08-01 00:00:00,3.63
ARLSO,1947-08-02 00:00:00,3.61
ARLSO,1947-08-03 00:00:00,3.61
ARLSO,1947-08-04 00:00:00,3.58
ARLSO,1947-08-05 00:00:00,3.58
ARLSO,1947-08-06 00:00:00,3.63
ARLSO,1947-08-07 00:00:00,3.63
ARLSO,1947-08-08 00:00:00,3.94
ARLSO,1947-08-09 00:00:00,7.09
ARLSO,1947-08-10 00:00:00,10.27
ARLSO,1947-08-11 00:00:00,11.45
ARLSO,1947-08-12 00:00:00,12.58
ARLSO,1947-08-13 00:00:00,13.31
ARLSO,1947-08-14 00:00:00,13.36
ARLSO,1947-08-15 00:00:00,15.48
ARLSO,1947-08-16 00:00:00,16.79
ARLSO,1947-08-17 00:00:00,16.67
ARLSO,1947-08-18 00:00:00,16.72
ARLSO,1947-08-19 00:00:00,17.06
ARLSO,1947-08-20 00:00:00,18.62
ARLSO,1947-08-21 00:00:00,20.33
ARLSO,1947-08-22 00:00:00,20.4
ARLSO,1947-08-23 00:00:00,20.26
ARLSO,1947-08-24 00:00:00,20.11
ARLSO,1947-08-25 00:00:00,20.04
ARLSO,1947-08-26 00:00:00,19.97
ARLSO,1947-08-27 00:00:00,19.83
ARLSO,1947-08-28 00:00:00,19.69
ARLSO,1947-08-29 00:00:00,19.55
ARLSO,1947-08-30 00:00:00,19.48
ARLSO,1947-08-31 00:00:00,19.34
ARLSO,1947-09-01 00:00:00,19.21
ARLSO,1947-09-02 00:00:00,19.08
ARLSO,1947-09-03 00:00:00,19.02
ARLSO,1947-09-04 00:00:00,18.89
ARLSO,1947-09-05 00:00:00,18.75
ARLSO,1947-09-06 00:00:00,19.9
ARLSO,1947-09-07 00:00:00,20.54
ARLSO,1947-09-08 00:00:00,20.98
ARLSO,1947-09-09 00:00:00,20.98
ARLSO,1947-09-10 00:00:00,20.9
ARLSO,1947-09-11 00:00:00,20.82
ARLSO,1947-09-12 00:00:00,20.68
ARLSO,1947-09-13 00:00:00,20.68
ARLSO,1947-09-14 00:00:00,20.82
ARLSO,1947-09-15 00:00:00,20.98
ARLSO,1947-09-16 00:00:00,20.82
ARLSO,1947-09-17 00:00:00,20.75
ARLSO,1947-09-18 00:00:00,20.68
ARLSO,1947-09-19 00:00:00,20.98
ARLSO,1947-09-20 00:00:00,21.14
ARLSO,1947-09-21 00:00:00,21.94
ARLSO,1947-09-22 00:00:00,21.86
ARLSO,1947-09-23 00:00:00,21.78
ARLSO,1947-09-24 00:00:00,21.7
ARLSO,1947-09-25 00:00:00,21.62
ARLSO,1947-09-26 00:00:00,21.46
ARLSO,1947-09-27 00:00:00,21.38
ARLSO,1947-09-28 00:00:00,21.22
ARLSO,1947-09-29 00:00:00,21.14
ARLSO,1947-09-30 00:00:00,20.98
ARLSO,1947-10-01 00:00:00,20.9
ARLSO,1947-10-02 00:00:00,20.75
ARLSO,1947-10-03 00:00:00,20.68
ARLSO,1947-10-04 00:00:00,20.61
ARLSO,1947-10-05 00:00:00,20.47
ARLSO,1947-10-06 00:00:00,20.4
ARLSO,1947-10-07 00:00:00,20.33
ARLSO,1947-10-08 00:00:00,20.18
ARLSO,1947-10-09 00:00:00,20.11
ARLSO,1947-10-10 00:00:00,20.04
ARLSO,1947-10-11 00:00:00,19.97
ARLSO,1947-10-12 00:00:00,19.9
ARLSO,1947-10-13 00:00:00,19.76
ARLSO,1947-10-14 00:00:00,19.69
ARLSO,1947-10-15 00:00:00,19.55
ARLSO,1947-10-16 00:00:00,19.55
ARLSO,1947-10-17 00:00:00,19.41
ARLSO,1947-10-18 00:00:00,19.34
ARLSO,1947-10-19 00:00:00,19.28
ARLSO,1947-10-20 00:00:00,19.21
ARLSO,1947-10-21 00:00:00,19.15
ARLSO,1947-10-22 00:00:00,19.08
ARLSO,1947-10-23 00:00:00,18.95
ARLSO,1947-10-24 00:00:00,18.89
ARLSO,1947-10-25 00:00:00,18.82
ARLSO,1947-10-26 00:00:00,18.75
ARLSO,1947-10-27 00:00:00,18.62
ARLSO,1947-10-28 00:00:00,18.62
ARLSO,1947-10-29 00:00:00,18.56
ARLSO,1947-10-30 00:00:00,18.49
ARLSO,1947-10-31 00:00:00,18.36
ARLSO,1947-11-01 00:00:00,18.36
ARLSO,1947-11-02 00:00:00,18.3
ARLSO,1947-11-03 00:00:00,18.23
ARLSO,1947-11-04 00:00:00,18.16
ARLSO,1947-11-05 00:00:00,18.1
ARLSO,1947-11-06 00:00:00,18.1
ARLSO,1947-11-07 00:00:00,17.96
ARLSO,1947-11-08 00:00:00,17.89
ARLSO,1947-11-09 00:00:00,17.89
ARLSO,1947-11-10 00:00:00,17.75
ARLSO,1947-11-11 00:00:00,17.69
ARLSO,1947-11-12 00:00:00,17.62
ARLSO,1947-11-13 00:00:00,17.62
ARLSO,1947-11-14 00:00:00,17.62
ARLSO,1947-11-15 00:00:00,17.62
ARLSO,1947-11-16 00:00:00,17.55
ARLSO,1947-11-17 00:00:00,17.48
ARLSO,1947-11-18 00:00:00,17.41
ARLSO,1947-11-19 00:00:00,17.34
ARLSO,1947-11-20 00:00:00,17.34
ARLSO,1947-11-21 00:00:00,17.34
ARLSO,1947-11-22 00:00:00,17.27
ARLSO,1947-11-23 00:00:00,17.2
ARLSO,1947-11-24 00:00:00,17.2
ARLSO,1947-11-25 00:00:00,17.2
ARLSO,1947-11-26 00:00:00,17.13
ARLSO,1947-11-27 00:00:00,17.13
ARLSO,1947-11-28 00:00:00,17.06
ARLSO,1947-11-29 00:00:00,17.0
ARLSO,1947-11-30 00:00:00,17.0
ARLSO,1947-12-01 00:00:00,17.0
ARLSO,1947-12-02 00:00:00,16.93
ARLSO,1947-12-03 00:00:00,16.79
ARLSO,1947-12-04 00:00:00,16.79
ARLSO,1947-12-05 00:00:00,16.72
ARLSO,1947-12-06 00:00:00,16.72
ARLSO,1947-12-07 00:00:00,16.72
ARLSO,1947-12-08 00:00:00,16.72
ARLSO,1947-12-09 00:00:00,16.67
ARLSO,1947-12-10 00:00:00,16.61
ARLSO,1947-12-11 00:00:00,16.61
ARLSO,1947-12-12 00:00:00,16.56
ARLSO,1947-12-13 00:00:00,16.51
ARLSO,1947-12-14 00:00:00,16.45
ARLSO,1947-12-15 00:00:00,16.4
ARLSO,1947-12-16 00:00:00,16.4
ARLSO,1947-12-17 00:00:00,16.4
ARLSO,1947-12-18 00:00:00,16.35
ARLSO,1947-12-19 00:00:00,16.35
ARLSO,1947-12-20 00:00:00,16.35
ARLSO,1947-12-21 00:00:00,16.3
ARLSO,1947-12-22 00:00:00,16.24
ARLSO,1947-12-23 00:00:00,16.24
ARLSO,1947-12-24 00:00:00,16.19
ARLSO,1947-12-25 00:00:00,16.19
ARLSO,1947-12-26 00:00:00,16.14
ARLSO,1947-12-27 00:00:00,16.14
ARLSO,1947-12-28 00:00:00,16.08
ARLSO,1947-12-29 00:00:00,16.08
ARLSO,1947-12-30 00:00:00,16.08
ARLSO,1947-12-31 00:00:00,16.03
ARLSO,1948-01-01 00:00:00,16.03
ARLSO,1948-01-02 00:00:00,16.03
ARLSO,1948-01-03 00:00:00,16.03
ARLSO,1948-01-04 00:00:00,15.98
ARLSO,1948-01-05 00:00:00,15.98
ARLSO,1948-01-06 00:00:00,15.92
ARLSO,1948-01-07 00:00:00,15.87
ARLSO,1948-01-08 00:00:00,15.87
ARLSO,1948-01-09 00:00:00,15.87
ARLSO,1948-01-10 00:00:00,15.87
ARLSO,1948-01-11 00:00:00,15.87
ARLSO,1948-01-12 00:00:00,15.82
ARLSO,1948-01-13 00:00:00,15.77
ARLSO,1948-01-14 00:00:00,15.77
ARLSO,1948-01-15 00:00:00,15.77
ARLSO,1948-01-16 00:00:00,15.71
ARLSO,1948-01-17 00:00:00,15.71
ARLSO,1948-01-18 00:00:00,15.66
ARLSO,1948-01-19 00:00:00,15.66
ARLSO,1948-01-20 00:00:00,15.61
ARLSO,1948-01-21 00:00:00,15.57
ARLSO,1948-01-22 00:00:00,15.57
ARLSO,1948-01-23 00:00:00,15.52
ARLSO,1948-01-24 00:00:00,15.52
ARLSO,1948-01-25 00:00:00,15.52
ARLSO,1948-01-26 00:00:00,15.48
ARLSO,1948-01-27 00:00:00,15.43
ARLSO,1948-01-28 00:00:00,15.39
ARLSO,1948-01-29 00:00:00,15.39
ARLSO,1948-01-30 00:00:00,15.34
ARLSO,1948-01-31 00:00:00,15.34
ARLSO,1948-02-01 00:00:00,15.34
ARLSO,1948-02-02 00:00:00,15.3
ARLSO,1948-02-03 00:00:00,15.25
ARLSO,1948-02-04 00:00:00,15.34
ARLSO,1948-02-05 00:00:00,15.57
ARLSO,1948-02-06 00:00:00,15.52
ARLSO,1948-02-07 00:00:00,15.52
ARLSO,1948-02-08 00:00:00,15.52
ARLSO,1948-02-09 00:00:00,15.52
ARLSO,1948-02-10 00:00:00,15.48
ARLSO,1948-02-11 00:00:00,15.48
ARLSO,1948-02-12 00:00:00,15.43
ARLSO,1948-02-13 00:00:00,15.39
ARLSO,1948-02-14 00:00:00,15.39
ARLSO,1948-02-15 00:00:00,15.39
ARLSO,1948-02-16 00:00:00,15.34
ARLSO,1948-02-17 00:00:00,15.39
ARLSO,1948-02-18 00:00:00,15.39
ARLSO,1948-02-19 00:00:00,15.39
ARLSO,1948-02-20 00:00:00,15.39
ARLSO,1948-02-21 00:00:00,15.39
ARLSO,1948-02-22 00:00:00,15.39
ARLSO,1948-02-23 00:00:00,15.34
ARLSO,1948-02-24 00:00:00,15.3
ARLSO,1948-02-25 00:00:00,15.3
ARLSO,1948-02-26 00:00:00,15.25
ARLSO,1948-02-27 00:00:00,15.2
ARLSO,1948-02-28 00:00:00,15.16
ARLSO,1948-02-29 00:00:00,15.16
ARLSO,1948-03-01 00:00:00,15.16
ARLSO,1948-03-02 00:00:00,15.11
ARLSO,1948-03-03 00:00:00,15.11
ARLSO,1948-03-04 00:00:00,15.07
ARLSO,1948-03-05 00:00:00,15.07
ARLSO,1948-03-06 00:00:00,15.02
ARLSO,1948-03-07 00:00:00,15.02
ARLSO,1948-03-08 00:00:00,14.98
ARLSO,1948-03-09 00:00:00,14.93
ARLSO,1948-03-10 00:00:00,14.93
ARLSO,1948-03-11 00:00:00,14.89
ARLSO,1948-03-12 00:00:00,14.89
ARLSO,1948-03-13 00:00:00,14.84
ARLSO,1948-03-14 00:00:00,14.84
ARLSO,1948-03-15 00:00:00,14.79
ARLSO,1948-03-16 00:00:00,14.79
ARLSO,1948-03-17 00:00:00,14.75
ARLSO,1948-03-18 00:00:00,14.75
ARLSO,1948-03-19 00:00:00,14.75
ARLSO,1948-03-20 00:00:00,14.75
ARLSO,1948-03-21 00:00:00,14.75
ARLSO,1948-03-22 00:00:00,14.71
ARLSO,1948-03-23 00:00:00,14.71
ARLSO,1948-03-24 00:00:00,14.66
ARLSO,1948-03-25 00:00:00,14.58
ARLSO,1948-03-26 00:00:00,14.58
ARLSO,1948-03-27 00:00:00,14.58
ARLSO,1948-03-28 00:00:00,14.53
ARLSO,1948-03-29 00:00:00,14.58
ARLSO,1948-03-30 00:00:00,14.53
ARLSO,1948-03-31 00:00:00,14.49
ARLSO,1948-04-01 00:00:00,14.44
ARLSO,1948-04-02 00:00:00,14.44
ARLSO,1948-04-03 00:00:00,14.4
ARLSO,1948-04-04 00:00:00,14.4
ARLSO,1948-04-05 00:00:00,14.36
ARLSO,1948-04-06 00:00:00,14.36
ARLSO,1948-04-07 00:00:00,14.31
ARLSO,1948-04-08 00:00:00,14.27
ARLSO,1948-04-09 00:00:00,14.27
ARLSO,1948-04-10 00:00:00,14.23
ARLSO,1948-04-11 00:00:00,14.18
ARLSO,1948-04-12 00:00:00,14.14
ARLSO,1948-04-13 00:00:00,14.05
ARLSO,1948-04-14 00:00:00,14.01
ARLSO,1948-04-15 00:00:00,13.97
ARLSO,1948-04-16 00:00:00,13.97
ARLSO,1948-04-17 00:00:00,13.88
ARLSO,1948-04-18 00:00:00,13.78
ARLSO,1948-04-19 00:00:00,13.72
ARLSO,1948-04-20 00:00:00,13.62
ARLSO,1948-04-21 00:00:00,13.57
ARLSO,1948-04-22 00:00:00,13.52
ARLSO,1948-04-23 00:00:00,13.41
ARLSO,1948-04-24 00:00:00,13.36
ARLSO,1948-04-25 00:00:00,13.31
ARLSO,1948-04-26 00:00:00,13.2
ARLSO,1948-04-27 00:00:00,13.15
ARLSO,1948-04-28 00:00:00,13.1
ARLSO,1948-04-29 00:00:00,12.94
ARLSO,1948-04-30 00:00:00,12.84
ARLSO,1948-05-01 00:00:00,12.58
ARLSO,1948-05-02 00:00:00,12.49
ARLSO,1948-05-03 00:00:00,12.4
ARLSO,1948-05-04 00:00:00,12.23
ARLSO,1948-05-05 00:00:00,12.14
ARLSO,1948-05-06 00:00:00,12.06
ARLSO,1948-05-07 00:00:00,11.97
ARLSO,1948-05-08 00:00:00,11.97
ARLSO,1948-05-09 00:00:00,11.71
ARLSO,1948-05-10 00:00:00,11.62
ARLSO,1948-05-11 00:00:00,11.53
ARLSO,1948-05-12 00:00:00,11.36
ARLSO,1948-05-13 00:00:00,11.27
ARLSO,1948-05-14 00:00:00,11.1
ARLSO,1948-05-15 00:00:00,11.03
ARLSO,1948-05-16 00:00:00,10.89
ARLSO,1948-05-17 00:00:00,10.89
ARLSO,1948-05-18 00:00:00,10.82
ARLSO,1948-05-19 00:00:00,10.68
ARLSO,1948-05-20 00:00:00,10.61
ARLSO,1948-05-21 00:00:00,10.47
ARLSO,1948-05-22 00:00:00,10.33
ARLSO,1948-05-23 00:00:00,10.27
ARLSO,1948-05-24 00:00:00,10.13
ARLSO,1948-05-25 00:00:00,9.99
ARLSO,1948-05-26 00:00:00,9.85
ARLSO,1948-05-27 00:00:00,9.78
ARLSO,1948-05-28 00:00:00,9.65
ARLSO,1948-05-29 00:00:00,9.54
ARLSO,1948-05-30 00:00:00,9.54
ARLSO,1948-05-31 00:00:00,9.42
ARLSO,1948-06-01 00:00:00,9.36
ARLSO,1948-06-02 00:00:00,9.25
ARLSO,1948-06-03 00:00:00,9.19
ARLSO,1948-06-04 00:00:00,9.13
ARLSO,1948-06-05 00:00:00,9.08
ARLSO,1948-06-06 00:00:00,9.02
ARLSO,1948-06-07 00:00:00,8.96
ARLSO,1948-06-08 00:00:00,8.85
ARLSO,1948-06-09 00:00:00,8.73
ARLSO,1948-06-10 00:00:00,8.62
ARLSO,1948-06-11 00:00:00,8.56
ARLSO,1948-06-12 00:00:00,8.51
ARLSO,1948-06-13 00:00:00,8.41
ARLSO,1948-06-14 00:00:00,8.36
ARLSO,1948-06-15 00:00:00,8.36
ARLSO,1948-06-16 00:00:00,8.25
ARLSO,1948-06-17 00:00:00,8.2
ARLSO,1948-06-18 00:00:00,8.15
ARLSO,1948-06-19 00:00:00,8.05
ARLSO,1948-06-20 00:00:00,10.96
ARLSO,1948-06-21 00:00:00,10.89
ARLSO,1948-06-22 00:00:00,10.75
ARLSO,1948-06-23 00:00:00,10.68
ARLSO,1948-06-24 00:00:00,10.61
ARLSO,1948-06-25 00:00:00,10.54
ARLSO,1948-06-26 00:00:00,10.4
ARLSO,1948-06-27 00:00:00,7.5
ARLSO,1948-06-28 00:00:00,7.46
ARLSO,1948-06-29 00:00:00,7.42
ARLSO,1948-06-30 00:00:00,7.34
ARLSO,1948-07-01 00:00:00,7.42
ARLSO,1948-07-02 00:00:00,7.38
ARLSO,1948-07-03 00:00:00,7.34
ARLSO,1948-07-04 00:00:00,7.3
ARLSO,1948-07-05 00:00:00,7.21
ARLSO,1948-07-06 00:00:00,7.17
ARLSO,1948-07-07 00:00:00,7.13
ARLSO,1948-07-08 00:00:00,7.09
ARLSO,1948-07-09 00:00:00,7.05
ARLSO,1948-07-10 00:00:00,6.97
ARLSO,1948-07-11 00:00:00,6.93
ARLSO,1948-07-12 00:00:00,6.89
ARLSO,1948-07-13 00:00:00,6.85
ARLSO,1948-07-14 00:00:00,6.85
ARLSO,1948-07-15 00:00:00,6.81
ARLSO,1948-07-16 00:00:00,6.85
ARLSO,1948-07-17 00:00:00,9.71
ARLSO,1948-07-18 00:00:00,9.59
ARLSO,1948-07-19 00:00:00,9.54
ARLSO,1948-07-20 00:00:00,9.48
ARLSO,1948-07-21 00:00:00,15.82
ARLSO,1948-07-22 00:00:00,22.79
ARLSO,1948-07-23 00:00:00,25.0
ARLSO,1948-07-24 00:00:00,27.0
ARLSO,1948-07-25 00:00:00,35.71
ARLSO,1948-07-26 00:00:00,37.1
ARLSO,1948-07-27 00:00:00,36.81
ARLSO,1948-07-28 00:00:00,36.51
ARLSO,1948-07-29 00:00:00,36.11
ARLSO,1948-07-30 00:00:00,35.91
ARLSO,1948-07-31 00:00:00,36.11
ARLSO,1948-08-01 00:00:00,40.76
ARLSO,1948-08-02 00:00:00,54.68
ARLSO,1948-08-03 00:00:00,54.42
ARLSO,1948-08-04 00:00:00,53.89
ARLSO,1948-08-05 00:00:00,54.02
ARLSO,1948-08-06 00:00:00,53.76
ARLSO,1948-08-07 00:00:00,54.55
ARLSO,1948-08-08 00:00:00,54.81
ARLSO,1948-08-09 00:00:00,56.9
ARLSO,1948-08-10 00:00:00,56.9
ARLSO,1948-08-11 00:00:00,57.03
ARLSO,1948-08-12 00:00:00,56.77
ARLSO,1948-08-13 00:00:00,56.38
ARLSO,1948-08-14 00:00:00,56.12
ARLSO,1948-08-15 00:00:00,55.99
ARLSO,1948-08-16 00:00:00,57.67
ARLSO,1948-08-17 00:00:00,59.23
ARLSO,1948-08-18 00:00:00,59.63
ARLSO,1948-08-19 00:00:00,59.49
ARLSO,1948-08-20 00:00:00,59.23
ARLSO,1948-08-21 00:00:00,60.95
ARLSO,1948-08-22 00:00:00,62.83
ARLSO,1948-08-23 00:00:00,62.83
ARLSO,1948-08-24 00:00:00,62.29
ARLSO,1948-08-25 00:00:00,61.89
ARLSO,1948-08-26 00:00:00,61.62
ARLSO,1948-08-27 00:00:00,61.22
ARLSO,1948-08-28 00:00:00,60.82
ARLSO,1948-08-29 00:00:00,60.29
ARLSO,1948-08-30 00:00:00,59.89
ARLSO,1948-08-31 00:00:00,59.49
ARLSO,1948-09-01 00:00:00,59.23
ARLSO,1948-09-02 00:00:00,58.83
ARLSO,1948-09-03 00:00:00,58.44
ARLSO,1948-09-04 00:00:00,58.18
ARLSO,1948-09-05 00:00:00,57.93
ARLSO,1948-09-06 00:00:00,57.67
ARLSO,1948-09-07 00:00:00,57.41
ARLSO,1948-09-08 00:00:00,57.28
ARLSO,1948-09-09 00:00:00,56.9
ARLSO,1948-09-10 00:00:00,56.64
ARLSO,1948-09-11 00:00:00,57.03
ARLSO,1948-09-12 00:00:00,59.23
ARLSO,1948-09-13 00:00:00,59.49
ARLSO,1948-09-14 00:00:00,59.23
ARLSO,1948-09-15 00:00:00,59.23
ARLSO,1948-09-16 00:00:00,58.96
ARLSO,1948-09-17 00:00:00,58.7
ARLSO,1948-09-18 00:00:00,58.96
ARLSO,1948-09-19 00:00:00,58.7
ARLSO,1948-09-20 00:00:00,58.57
ARLSO,1948-09-21 00:00:00,58.44
ARLSO,1948-09-22 00:00:00,58.18
ARLSO,1948-09-23 00:00:00,57.93
ARLSO,1948-09-24 00:00:00,57.67
ARLSO,1948-09-25 00:00:00,57.41
ARLSO,1948-09-26 00:00:00,57.15
ARLSO,1948-09-27 00:00:00,56.9
ARLSO,1948-09-28 00:00:00,56.64
ARLSO,1948-09-29 00:00:00,56.51
ARLSO,1948-09-30 00:00:00,56.25
ARLSO,1948-10-01 00:00:00,56.12
ARLSO,1948-10-02 00:00:00,55.86
ARLSO,1948-10-03 00:00:00,55.47
ARLSO,1948-10-04 00:00:00,55.34
ARLSO,1948-10-05 00:00:00,54.94
ARLSO,1948-10-06 00:00:00,54.81
ARLSO,1948-10-07 00:00:00,54.55
ARLSO,1948-10-08 00:00:00,54.29
ARLSO,1948-10-09 00:00:00,54.02
ARLSO,1948-10-10 00:00:00,53.76
ARLSO,1948-10-11 00:00:00,53.5
ARLSO,1948-10-12 00:00:00,53.25
ARLSO,1948-10-13 00:00:00,53.0
ARLSO,1948-10-14 00:00:00,52.75
ARLSO,1948-10-15 00:00:00,52.5
ARLSO,1948-10-16 00:00:00,52.25
ARLSO,1948-10-17 00:00:00,52.25
ARLSO,1948-10-18 00:00:00,53.25
ARLSO,1948-10-19 00:00:00,55.99
ARLSO,1948-10-20 00:00:00,55.99
ARLSO,1948-10-21 00:00:00,55.73
ARLSO,1948-10-22 00:00:00,55.6
ARLSO,1948-10-23 00:00:00,55.47
ARLSO,1948-10-24 00:00:00,55.47
ARLSO,1948-10-25 00:00:00,55.21
ARLSO,1948-10-26 00:00:00,55.07
ARLSO,1948-10-27 00:00:00,54.81
ARLSO,1948-10-28 00:00:00,54.55
ARLSO,1948-10-29 00:00:00,54.29
ARLSO,1948-10-30 00:00:00,54.15
ARLSO,1948-10-31 00:00:00,54.02
ARLSO,1948-11-01 00:00:00,53.76
ARLSO,1948-11-02 00:00:00,53.5
ARLSO,1948-11-03 00:00:00,53.25
ARLSO,1948-11-04 00:00:00,53.12
ARLSO,1948-11-05 00:00:00,52.87
ARLSO,1948-11-06 00:00:00,52.5
ARLSO,1948-11-07 00:00:00,52.0
ARLSO,1948-11-08 00:00:00,51.62
ARLSO,1948-11-09 00:00:00,51.25
ARLSO,1948-11-10 00:00:00,50.65
ARLSO,1948-11-11 00:00:00,50.19
ARLSO,1948-11-12 00:00:00,49.73
ARLSO,1948-11-13 00:00:00,49.39
ARLSO,1948-11-14 00:00:00,48.7
ARLSO,1948-11-15 00:00:00,48.35
ARLSO,1948-11-16 00:00:00,48.01
ARLSO,1948-11-17 00:00:00,47.67
ARLSO,1948-11-18 00:00:00,47.21
ARLSO,1948-11-19 00:00:00,46.64
ARLSO,1948-11-20 00:00:00,46.3
ARLSO,1948-11-21 00:00:00,45.98
ARLSO,1948-11-22 00:00:00,45.67
ARLSO,1948-11-23 00:00:00,45.35
ARLSO,1948-11-24 00:00:00,44.92
ARLSO,1948-11-25 00:00:00,44.61
ARLSO,1948-11-26 00:00:00,44.08
ARLSO,1948-11-27 00:00:00,43.78
ARLSO,1948-11-28 00:00:00,43.47
ARLSO,1948-11-29 00:00:00,43.17
ARLSO,1948-11-30 00:00:00,42.86
ARLSO,1948-12-01 00:00:00,42.55
ARLSO,1948-12-02 00:00:00,42.25
ARLSO,1948-12-03 00:00:00,41.95
ARLSO,1948-12-04 00:00:00,41.65
ARLSO,1948-12-05 00:00:00,41.36
ARLSO,1948-12-06 00:00:00,41.06
ARLSO,1948-12-07 00:00:00,40.76
ARLSO,1948-12-08 00:00:00,40.47
ARLSO,1948-12-09 00:00:00,40.17
ARLSO,1948-12-10 00:00:00,39.87
