Clave,Fecha, Almacenamiento(hmÂ³)
LCDSO,1941/08/19,71.93
LCDSO,1941/08/20,76.88
CHTSO,1941/08/20,-
CHTSO,1941/08/21,-
LCDSO,1941/08/21,81.47
LCDSO,1941/08/22,85.75
CHTSO,1941/08/22,-
CHTSO,1941/08/23,-
LCDSO,1941/08/23,89.49
LCDSO,1941/08/24,94.00
CHTSO,1941/08/24,-
CHTSO,1941/08/25,-
LCDSO,1941/08/25,96.75
LCDSO,1941/08/26,98.95
CHTSO,1941/08/26,-
CHTSO,1941/08/27,-
LCDSO,1941/08/27,101.15
LCDSO,1941/08/28,102.69
CHTSO,1941/08/28,-
CHTSO,1941/08/29,-
LCDSO,1941/08/29,104.34
LCDSO,1941/08/30,108.24
CHTSO,1941/08/30,-
CHTSO,1941/08/31,-
LCDSO,1941/08/31,110.40
LCDSO,1941/09/01,112.29
CHTSO,1941/09/01,-
CHTSO,1941/09/02,-
LCDSO,1941/09/02,114.18
LCDSO,1941/09/03,116.20
CHTSO,1941/09/03,-
CHTSO,1941/09/04,-
LCDSO,1941/09/04,118.09
LCDSO,1941/09/05,119.71
CHTSO,1941/09/05,-
CHTSO,1941/09/06,-
LCDSO,1941/09/06,121.20
LCDSO,1941/09/07,122.55
CHTSO,1941/09/07,-
CHTSO,1941/09/08,-
LCDSO,1941/09/08,126.87
LCDSO,1941/09/09,130.92
CHTSO,1941/09/09,-
CHTSO,1941/09/10,-
LCDSO,1941/09/10,135.08
LCDSO,1941/09/11,138.72
CHTSO,1941/09/11,-
CHTSO,1941/09/12,-
LCDSO,1941/09/12,141.38
LCDSO,1941/09/13,143.48
CHTSO,1941/09/13,-
CHTSO,1941/09/14,-
LCDSO,1941/09/14,147.40
LCDSO,1941/09/15,149.36
CHTSO,1941/09/15,-
CHTSO,1941/09/16,-
LCDSO,1941/09/16,152.30
LCDSO,1941/09/17,154.68
CHTSO,1941/09/17,-
CHTSO,1941/09/18,-
LCDSO,1941/09/18,156.64
LCDSO,1941/09/19,158.88
CHTSO,1941/09/19,-
CHTSO,1941/09/20,-
LCDSO,1941/09/20,161.40
LCDSO,1941/09/21,165.25
CHTSO,1941/09/21,-
CHTSO,1941/09/22,-
LCDSO,1941/09/22,172.95
LCDSO,1941/09/23,179.95
CHTSO,1941/09/23,-
CHTSO,1941/09/24,-
LCDSO,1941/09/24,191.67
LCDSO,1941/09/25,210.40
CHTSO,1941/09/25,-
CHTSO,1941/09/26,-
LCDSO,1941/09/26,217.92
LCDSO,1941/09/27,222.47
CHTSO,1941/09/27,-
CHTSO,1941/09/28,-
LCDSO,1941/09/28,226.15
LCDSO,1941/09/29,235.60
CHTSO,1941/09/29,-
CHTSO,1941/09/30,-
LCDSO,1941/09/30,269.00
LCDSO,1941/10/01,294.00
CHTSO,1941/10/01,-
CHTSO,1941/10/02,-
LCDSO,1941/10/02,304.60
LCDSO,1941/10/03,310.48
CHTSO,1941/10/03,-
CHTSO,1941/10/04,-
LCDSO,1941/10/04,313.84
LCDSO,1941/10/05,320.80
CHTSO,1941/10/05,-
CHTSO,1941/10/06,-
LCDSO,1941/10/06,323.92
LCDSO,1941/10/07,326.32
CHTSO,1941/10/07,-
CHTSO,1941/10/08,-
LCDSO,1941/10/08,329.20
LCDSO,1941/10/09,330.40
CHTSO,1941/10/09,-
CHTSO,1941/10/10,-
LCDSO,1941/10/10,332.80
LCDSO,1941/10/11,333.52
CHTSO,1941/10/11,-
CHTSO,1941/10/12,-
LCDSO,1941/10/12,335.20
LCDSO,1941/10/13,336.16
CHTSO,1941/10/13,-
CHTSO,1941/10/14,-
LCDSO,1941/10/14,336.40
LCDSO,1941/10/15,337.60
CHTSO,1941/10/15,-
CHTSO,1941/10/16,-
LCDSO,1941/10/16,337.84
LCDSO,1941/10/17,338.32
CHTSO,1941/10/17,-
CHTSO,1941/10/18,-
LCDSO,1941/10/18,338.80
LCDSO,1941/10/19,339.28
CHTSO,1941/10/19,-
CHTSO,1941/10/20,-
LCDSO,1941/10/20,339.76
LCDSO,1941/10/21,339.76
CHTSO,1941/10/21,-
CHTSO,1941/10/22,-
LCDSO,1941/10/22,339.76
LCDSO,1941/10/23,340.00
CHTSO,1941/10/23,-
CHTSO,1941/10/24,-
LCDSO,1941/10/24,340.24
LCDSO,1941/10/25,340.24
CHTSO,1941/10/25,-
CHTSO,1941/10/26,-
LCDSO,1941/10/26,340.48
LCDSO,1941/10/27,340.72
CHTSO,1941/10/27,-
CHTSO,1941/10/28,-
LCDSO,1941/10/28,341.20
LCDSO,1941/10/29,341.68
CHTSO,1941/10/29,-
CHTSO,1941/10/30,-
LCDSO,1941/10/30,342.88
LCDSO,1941/10/31,342.88
CHTSO,1941/10/31,-
CHTSO,1941/11/01,-
LCDSO,1941/11/01,344.80
LCDSO,1941/11/02,349.36
CHTSO,1941/11/02,-
CHTSO,1941/11/03,-
LCDSO,1941/11/03,351.76
LCDSO,1941/11/04,354.16
CHTSO,1941/11/04,-
CHTSO,1941/11/05,-
LCDSO,1941/11/05,355.84
LCDSO,1941/11/06,357.28
CHTSO,1941/11/06,-
CHTSO,1941/11/07,-
LCDSO,1941/11/07,358.25
LCDSO,1941/11/08,359.25
CHTSO,1941/11/08,-
CHTSO,1941/11/09,-
LCDSO,1941/11/09,360.00
LCDSO,1941/11/10,360.50
CHTSO,1941/11/10,-
CHTSO,1941/11/11,-
LCDSO,1941/11/11,361.00
LCDSO,1941/11/12,361.75
CHTSO,1941/11/12,-
CHTSO,1941/11/13,-
LCDSO,1941/11/13,362.00
LCDSO,1941/11/14,362.25
CHTSO,1941/11/14,-
CHTSO,1941/11/15,-
LCDSO,1941/11/15,362.75
LCDSO,1941/11/16,363.25
CHTSO,1941/11/16,-
CHTSO,1941/11/17,-
LCDSO,1941/11/17,363.25
LCDSO,1941/11/18,363.50
CHTSO,1941/11/18,-
CHTSO,1941/11/19,-
LCDSO,1941/11/19,363.75
LCDSO,1941/11/20,363.75
CHTSO,1941/11/20,-
CHTSO,1941/11/21,-
LCDSO,1941/11/21,363.75
LCDSO,1941/11/22,364.00
CHTSO,1941/11/22,-
CHTSO,1941/11/23,-
LCDSO,1941/11/23,364.00
LCDSO,1941/11/24,364.00
CHTSO,1941/11/24,-
CHTSO,1941/11/25,-
LCDSO,1941/11/25,364.25
LCDSO,1941/11/26,364.25
CHTSO,1941/11/26,-
CHTSO,1941/11/27,-
LCDSO,1941/11/27,364.50
LCDSO,1941/11/28,364.50
CHTSO,1941/11/28,-
CHTSO,1941/11/29,-
LCDSO,1941/11/29,364.50
LCDSO,1941/11/30,364.75
CHTSO,1941/11/30,-
CHTSO,1941/12/01,-
LCDSO,1941/12/01,365.00
LCDSO,1941/12/02,365.00
CHTSO,1941/12/02,-
CHTSO,1941/12/03,-
LCDSO,1941/12/03,365.00
LCDSO,1941/12/04,365.00
CHTSO,1941/12/04,-
CHTSO,1941/12/05,-
LCDSO,1941/12/05,365.00
LCDSO,1941/12/06,365.00
CHTSO,1941/12/06,-
CHTSO,1941/12/07,-
LCDSO,1941/12/07,365.00
LCDSO,1941/12/08,365.00
CHTSO,1941/12/08,-
CHTSO,1941/12/09,-
LCDSO,1941/12/09,365.00
LCDSO,1941/12/10,365.00
CHTSO,1941/12/10,-
CHTSO,1941/12/11,-
LCDSO,1941/12/11,365.25
LCDSO,1941/12/12,365.50
CHTSO,1941/12/12,-
CHTSO,1941/12/13,-
LCDSO,1941/12/13,365.75
LCDSO,1941/12/14,371.00
CHTSO,1941/12/14,-
CHTSO,1941/12/15,-
LCDSO,1941/12/15,373.50
LCDSO,1941/12/16,377.00
CHTSO,1941/12/16,-
CHTSO,1941/12/17,-
LCDSO,1941/12/17,379.00
LCDSO,1941/12/18,380.50
CHTSO,1941/12/18,-
CHTSO,1941/12/19,-
LCDSO,1941/12/19,382.25
LCDSO,1941/12/20,383.00
CHTSO,1941/12/20,-
CHTSO,1941/12/21,-
LCDSO,1941/12/21,384.00
LCDSO,1941/12/22,384.50
CHTSO,1941/12/22,-
CHTSO,1941/12/23,-
LCDSO,1941/12/23,385.00
LCDSO,1941/12/24,385.50
CHTSO,1941/12/24,-
CHTSO,1941/12/25,-
LCDSO,1941/12/25,386.00
LCDSO,1941/12/26,386.75
CHTSO,1941/12/26,-
CHTSO,1941/12/27,-
LCDSO,1941/12/27,387.50
LCDSO,1941/12/28,387.50
CHTSO,1941/12/28,-
CHTSO,1941/12/29,-
LCDSO,1941/12/29,388.00
LCDSO,1941/12/30,388.50
CHTSO,1941/12/30,-
CHTSO,1941/12/31,-
LCDSO,1941/12/31,388.50
LCDSO,1942/01/01,389.00
CHTSO,1942/01/01,-
CHTSO,1942/01/02,-
LCDSO,1942/01/02,389.50
LCDSO,1942/01/03,390.25
CHTSO,1942/01/03,-
CHTSO,1942/01/04,-
LCDSO,1942/01/04,390.75
LCDSO,1942/01/05,391.50
CHTSO,1942/01/05,-
CHTSO,1942/01/06,-
LCDSO,1942/01/06,392.00
LCDSO,1942/01/07,392.50
CHTSO,1942/01/07,-
CHTSO,1942/01/08,-
LCDSO,1942/01/08,393.25
LCDSO,1942/01/09,394.00
CHTSO,1942/01/09,-
CHTSO,1942/01/10,-
LCDSO,1942/01/10,395.00
LCDSO,1942/01/11,395.50
CHTSO,1942/01/11,-
CHTSO,1942/01/12,-
LCDSO,1942/01/12,396.00
LCDSO,1942/01/13,397.00
CHTSO,1942/01/13,-
CHTSO,1942/01/14,-
LCDSO,1942/01/14,398.00
LCDSO,1942/01/15,398.75
CHTSO,1942/01/15,-
CHTSO,1942/01/16,-
LCDSO,1942/01/16,399.75
LCDSO,1942/01/17,400.50
CHTSO,1942/01/17,-
CHTSO,1942/01/18,-
LCDSO,1942/01/18,402.00
LCDSO,1942/01/19,402.50
CHTSO,1942/01/19,-
CHTSO,1942/01/20,-
LCDSO,1942/01/20,403.50
LCDSO,1942/01/21,404.00
CHTSO,1942/01/21,-
CHTSO,1942/01/22,-
LCDSO,1942/01/22,404.75
LCDSO,1942/01/23,405.25
CHTSO,1942/01/23,-
CHTSO,1942/01/24,-
LCDSO,1942/01/24,406.00
LCDSO,1942/01/25,406.50
CHTSO,1942/01/25,-
CHTSO,1942/01/26,-
LCDSO,1942/01/26,406.50
LCDSO,1942/01/27,403.50
CHTSO,1942/01/27,-
CHTSO,1942/01/28,-
LCDSO,1942/01/28,400.75
LCDSO,1942/01/29,398.50
CHTSO,1942/01/29,-
CHTSO,1942/01/30,-
LCDSO,1942/01/30,397.25
LCDSO,1942/01/31,396.00
CHTSO,1942/01/31,-
CHTSO,1942/02/01,-
LCDSO,1942/02/01,395.00
LCDSO,1942/02/02,393.25
CHTSO,1942/02/02,-
CHTSO,1942/02/03,-
LCDSO,1942/02/03,392.00
LCDSO,1942/02/04,391.25
CHTSO,1942/02/04,-
CHTSO,1942/02/05,-
LCDSO,1942/02/05,389.50
LCDSO,1942/02/06,389.75
CHTSO,1942/02/06,-
CHTSO,1942/02/07,-
LCDSO,1942/02/07,390.00
LCDSO,1942/02/08,390.50
CHTSO,1942/02/08,-
CHTSO,1942/02/09,-
LCDSO,1942/02/09,390.50
LCDSO,1942/02/10,389.00
CHTSO,1942/02/10,-
CHTSO,1942/02/11,-
LCDSO,1942/02/11,387.50
LCDSO,1942/02/12,387.75
CHTSO,1942/02/12,-
CHTSO,1942/02/13,-
LCDSO,1942/02/13,387.75
LCDSO,1942/02/14,387.75
CHTSO,1942/02/14,-
CHTSO,1942/02/15,-
LCDSO,1942/02/15,388.00
LCDSO,1942/02/16,388.00
CHTSO,1942/02/16,-
CHTSO,1942/02/17,-
LCDSO,1942/02/17,388.00
LCDSO,1942/02/18,388.00
CHTSO,1942/02/18,-
CHTSO,1942/02/19,-
LCDSO,1942/02/19,387.50
LCDSO,1942/02/20,387.50
CHTSO,1942/02/20,-
CHTSO,1942/02/21,-
LCDSO,1942/02/21,387.50
LCDSO,1942/02/22,387.25
CHTSO,1942/02/22,-
CHTSO,1942/02/23,-
LCDSO,1942/02/23,387.25
LCDSO,1942/02/24,387.00
CHTSO,1942/02/24,-
CHTSO,1942/02/25,-
LCDSO,1942/02/25,386.75
LCDSO,1942/02/26,386.50
CHTSO,1942/02/26,-
CHTSO,1942/02/27,-
LCDSO,1942/02/27,386.50
LCDSO,1942/02/28,386.50
CHTSO,1942/02/28,-
CHTSO,1942/03/01,-
LCDSO,1942/03/01,386.50
LCDSO,1942/03/02,386.50
CHTSO,1942/03/02,-
CHTSO,1942/03/03,-
LCDSO,1942/03/03,388.75
LCDSO,1942/03/04,390.75
CHTSO,1942/03/04,-
CHTSO,1942/03/05,-
LCDSO,1942/03/05,392.50
LCDSO,1942/03/06,393.00
CHTSO,1942/03/06,-
CHTSO,1942/03/07,-
LCDSO,1942/03/07,393.75
LCDSO,1942/03/08,394.75
CHTSO,1942/03/08,-
CHTSO,1942/03/09,-
LCDSO,1942/03/09,395.50
LCDSO,1942/03/10,396.00
CHTSO,1942/03/10,-
CHTSO,1942/03/11,-
LCDSO,1942/03/11,396.75
LCDSO,1942/03/12,397.00
CHTSO,1942/03/12,-
CHTSO,1942/03/13,-
LCDSO,1942/03/13,397.50
LCDSO,1942/03/14,397.75
CHTSO,1942/03/14,-
CHTSO,1942/03/15,-
LCDSO,1942/03/15,397.75
LCDSO,1942/03/16,398.00
CHTSO,1942/03/16,-
CHTSO,1942/03/17,-
LCDSO,1942/03/17,398.50
LCDSO,1942/03/18,398.75
CHTSO,1942/03/18,-
CHTSO,1942/03/19,-
LCDSO,1942/03/19,398.75
LCDSO,1942/03/20,398.75
CHTSO,1942/03/20,-
CHTSO,1942/03/21,-
LCDSO,1942/03/21,399.00
LCDSO,1942/03/22,399.00
CHTSO,1942/03/22,-
CHTSO,1942/03/23,-
LCDSO,1942/03/23,399.00
LCDSO,1942/03/24,399.00
CHTSO,1942/03/24,-
CHTSO,1942/03/25,-
LCDSO,1942/03/25,399.00
LCDSO,1942/03/26,399.25
CHTSO,1942/03/26,-
CHTSO,1942/03/27,-
LCDSO,1942/03/27,399.25
LCDSO,1942/03/28,399.25
CHTSO,1942/03/28,-
CHTSO,1942/03/29,-
LCDSO,1942/03/29,399.00
LCDSO,1942/03/30,398.75
CHTSO,1942/03/30,-
CHTSO,1942/03/31,-
LCDSO,1942/03/31,398.50
LCDSO,1942/04/01,398.25
CHTSO,1942/04/01,-
CHTSO,1942/04/02,-
LCDSO,1942/04/02,398.00
LCDSO,1942/04/03,397.75
CHTSO,1942/04/03,-
CHTSO,1942/04/04,-
LCDSO,1942/04/04,397.50
LCDSO,1942/04/05,397.25
CHTSO,1942/04/05,-
CHTSO,1942/04/06,-
LCDSO,1942/04/06,397.00
LCDSO,1942/04/07,396.50
CHTSO,1942/04/07,-
CHTSO,1942/04/08,-
LCDSO,1942/04/08,396.50
LCDSO,1942/04/09,396.50
CHTSO,1942/04/09,-
CHTSO,1942/04/10,-
LCDSO,1942/04/10,396.50
LCDSO,1942/04/11,396.00
CHTSO,1942/04/11,-
CHTSO,1942/04/12,-
LCDSO,1942/04/12,395.75
LCDSO,1942/04/13,395.50
CHTSO,1942/04/13,-
CHTSO,1942/04/14,-
LCDSO,1942/04/14,395.50
LCDSO,1942/04/15,395.00
CHTSO,1942/04/15,-
CHTSO,1942/04/16,-
LCDSO,1942/04/16,395.00
LCDSO,1942/04/17,394.75
CHTSO,1942/04/17,-
CHTSO,1942/04/18,-
LCDSO,1942/04/18,394.50
LCDSO,1942/04/19,394.25
CHTSO,1942/04/19,-
CHTSO,1942/04/20,-
LCDSO,1942/04/20,394.00
LCDSO,1942/04/21,393.75
CHTSO,1942/04/21,-
CHTSO,1942/04/22,-
LCDSO,1942/04/22,393.00
LCDSO,1942/04/23,393.00
CHTSO,1942/04/23,-
CHTSO,1942/04/24,-
LCDSO,1942/04/24,393.00
LCDSO,1942/04/25,393.25
CHTSO,1942/04/25,-
CHTSO,1942/04/26,-
LCDSO,1942/04/26,393.00
LCDSO,1942/04/27,392.50
CHTSO,1942/04/27,-
CHTSO,1942/04/28,-
LCDSO,1942/04/28,392.00
LCDSO,1942/04/29,391.75
CHTSO,1942/04/29,-
CHTSO,1942/04/30,-
LCDSO,1942/04/30,391.75
LCDSO,1942/05/01,391.75
CHTSO,1942/05/01,-
CHTSO,1942/05/02,-
LCDSO,1942/05/02,391.50
LCDSO,1942/05/03,391.00
CHTSO,1942/05/03,-
CHTSO,1942/05/04,-
LCDSO,1942/05/04,390.25
LCDSO,1942/05/05,389.50
CHTSO,1942/05/05,-
CHTSO,1942/05/06,-
LCDSO,1942/05/06,388.50
LCDSO,1942/05/07,387.75
CHTSO,1942/05/07,-
CHTSO,1942/05/08,-
LCDSO,1942/05/08,386.75
LCDSO,1942/05/09,386.00
CHTSO,1942/05/09,-
CHTSO,1942/05/10,-
LCDSO,1942/05/10,387.75
LCDSO,1942/05/11,384.00
CHTSO,1942/05/11,-
CHTSO,1942/05/12,-
LCDSO,1942/05/12,383.00
LCDSO,1942/05/13,382.00
CHTSO,1942/05/13,-
CHTSO,1942/05/14,-
LCDSO,1942/05/14,381.00
LCDSO,1942/05/15,380.50
CHTSO,1942/05/15,-
CHTSO,1942/05/16,-
LCDSO,1942/05/16,379.00
LCDSO,1942/05/17,378.00
CHTSO,1942/05/17,-
CHTSO,1942/05/18,-
LCDSO,1942/05/18,377.00
LCDSO,1942/05/19,376.25
CHTSO,1942/05/19,-
CHTSO,1942/05/20,-
LCDSO,1942/05/20,375.25
LCDSO,1942/05/21,374.25
CHTSO,1942/05/21,-
CHTSO,1942/05/22,-
LCDSO,1942/05/22,373.50
LCDSO,1942/05/23,372.25
CHTSO,1942/05/23,-
CHTSO,1942/05/24,-
LCDSO,1942/05/24,371.25
LCDSO,1942/05/25,370.50
CHTSO,1942/05/25,-
CHTSO,1942/05/26,-
LCDSO,1942/05/26,369.25
LCDSO,1942/05/27,368.00
CHTSO,1942/05/27,-
CHTSO,1942/05/28,-
LCDSO,1942/05/28,366.50
LCDSO,1942/05/29,365.50
CHTSO,1942/05/29,-
CHTSO,1942/05/30,-
LCDSO,1942/05/30,364.50
LCDSO,1942/05/31,363.25
CHTSO,1942/05/31,-
CHTSO,1942/06/01,-
LCDSO,1942/06/01,362.00
LCDSO,1942/06/02,361.00
CHTSO,1942/06/02,-
CHTSO,1942/06/03,-
LCDSO,1942/06/03,360.00
LCDSO,1942/06/04,358.75
CHTSO,1942/06/04,-
CHTSO,1942/06/05,-
LCDSO,1942/06/05,358.00
LCDSO,1942/06/06,356.80
CHTSO,1942/06/06,-
CHTSO,1942/06/07,-
LCDSO,1942/06/07,355.60
LCDSO,1942/06/08,354.16
CHTSO,1942/06/08,-
CHTSO,1942/06/09,-
LCDSO,1942/06/09,353.20
LCDSO,1942/06/10,352.00
CHTSO,1942/06/10,-
CHTSO,1942/06/11,-
LCDSO,1942/06/11,351.28
LCDSO,1942/06/12,350.56
CHTSO,1942/06/12,-
CHTSO,1942/06/13,-
LCDSO,1942/06/13,349.36
LCDSO,1942/06/14,347.92
CHTSO,1942/06/14,-
CHTSO,1942/06/15,-
LCDSO,1942/06/15,346.00
LCDSO,1942/06/16,344.56
CHTSO,1942/06/16,-
CHTSO,1942/06/17,-
LCDSO,1942/06/17,342.88
LCDSO,1942/06/18,341.20
CHTSO,1942/06/18,-
CHTSO,1942/06/19,-
LCDSO,1942/06/19,339.52
LCDSO,1942/06/20,337.84
CHTSO,1942/06/20,-
CHTSO,1942/06/21,-
LCDSO,1942/06/21,336.16
LCDSO,1942/06/22,334.96
CHTSO,1942/06/22,-
CHTSO,1942/06/23,-
LCDSO,1942/06/23,333.04
LCDSO,1942/06/24,331.36
CHTSO,1942/06/24,-
CHTSO,1942/06/25,-
LCDSO,1942/06/25,330.64
LCDSO,1942/06/26,328.00
CHTSO,1942/06/26,-
CHTSO,1942/06/27,-
LCDSO,1942/06/27,326.32
LCDSO,1942/06/28,324.88
CHTSO,1942/06/28,-
CHTSO,1942/06/29,-
LCDSO,1942/06/29,322.96
LCDSO,1942/06/30,321.28
CHTSO,1942/06/30,-
CHTSO,1942/07/01,-
LCDSO,1942/07/01,319.84
LCDSO,1942/07/02,318.16
CHTSO,1942/07/02,-
CHTSO,1942/07/03,-
LCDSO,1942/07/03,316.72
LCDSO,1942/07/04,314.80
CHTSO,1942/07/04,-
CHTSO,1942/07/05,-
LCDSO,1942/07/05,312.40
LCDSO,1942/07/06,311.44
CHTSO,1942/07/06,-
CHTSO,1942/07/07,-
LCDSO,1942/07/07,310.00
LCDSO,1942/07/08,308.40
CHTSO,1942/07/08,-
CHTSO,1942/07/09,-
LCDSO,1942/07/09,305.80
LCDSO,1942/07/10,302.40
CHTSO,1942/07/10,-
CHTSO,1942/07/11,-
LCDSO,1942/07/11,297.80
LCDSO,1942/07/12,293.20
CHTSO,1942/07/12,-
CHTSO,1942/07/13,-
LCDSO,1942/07/13,288.40
LCDSO,1942/07/14,283.80
CHTSO,1942/07/14,-
CHTSO,1942/07/15,-
LCDSO,1942/07/15,278.60
LCDSO,1942/07/16,273.20
CHTSO,1942/07/16,-
CHTSO,1942/07/17,-
LCDSO,1942/07/17,270.60
LCDSO,1942/07/18,270.60
CHTSO,1942/07/18,-
CHTSO,1942/07/19,-
LCDSO,1942/07/19,270.80
LCDSO,1942/07/20,271.00
CHTSO,1942/07/20,-
CHTSO,1942/07/21,-
LCDSO,1942/07/21,271.00
LCDSO,1942/07/22,271.20
CHTSO,1942/07/22,-
CHTSO,1942/07/23,-
LCDSO,1942/07/23,271.40
LCDSO,1942/07/24,271.80
CHTSO,1942/07/24,-
CHTSO,1942/07/25,-
LCDSO,1942/07/25,272.60
LCDSO,1942/07/26,273.00
CHTSO,1942/07/26,-
CHTSO,1942/07/27,-
LCDSO,1942/07/27,274.00
LCDSO,1942/07/28,274.60
CHTSO,1942/07/28,-
CHTSO,1942/07/29,-
LCDSO,1942/07/29,275.00
LCDSO,1942/07/30,275.00
CHTSO,1942/07/30,-
CHTSO,1942/07/31,-
LCDSO,1942/07/31,275.20
LCDSO,1942/08/01,275.20
CHTSO,1942/08/01,-
CHTSO,1942/08/02,-
LCDSO,1942/08/02,275.60
LCDSO,1942/08/03,276.00
CHTSO,1942/08/03,-
CHTSO,1942/08/04,-
LCDSO,1942/08/04,276.20
LCDSO,1942/08/05,276.40
CHTSO,1942/08/05,-
CHTSO,1942/08/06,-
LCDSO,1942/08/06,277.40
LCDSO,1942/08/07,279.60
CHTSO,1942/08/07,-
CHTSO,1942/08/08,-
LCDSO,1942/08/08,282.00
LCDSO,1942/08/09,284.20
CHTSO,1942/08/09,-
CHTSO,1942/08/10,-
LCDSO,1942/08/10,294.00
LCDSO,1942/08/11,298.20
CHTSO,1942/08/11,-
CHTSO,1942/08/12,-
LCDSO,1942/08/12,301.00
LCDSO,1942/08/13,303.60
CHTSO,1942/08/13,-
CHTSO,1942/08/14,-
LCDSO,1942/08/14,306.40
LCDSO,1942/08/15,309.60
CHTSO,1942/08/15,-
CHTSO,1942/08/16,-
LCDSO,1942/08/16,314.32
LCDSO,1942/08/17,320.08
CHTSO,1942/08/17,-
CHTSO,1942/08/18,-
LCDSO,1942/08/18,324.64
LCDSO,1942/08/19,327.76
CHTSO,1942/08/19,-
CHTSO,1942/08/20,-
LCDSO,1942/08/20,329.68
LCDSO,1942/08/21,331.36
CHTSO,1942/08/21,-
CHTSO,1942/08/22,-
LCDSO,1942/08/22,334.72
LCDSO,1942/08/23,338.80
CHTSO,1942/08/23,-
CHTSO,1942/08/24,-
LCDSO,1942/08/24,341.68
LCDSO,1942/08/25,344.08
CHTSO,1942/08/25,-
CHTSO,1942/08/26,-
LCDSO,1942/08/26,347.92
LCDSO,1942/08/27,353.20
CHTSO,1942/08/27,-
CHTSO,1942/08/28,-
LCDSO,1942/08/28,360.00
LCDSO,1942/08/29,365.00
CHTSO,1942/08/29,-
CHTSO,1942/08/30,-
LCDSO,1942/08/30,368.25
LCDSO,1942/08/31,370.75
CHTSO,1942/08/31,-
CHTSO,1942/09/01,-
LCDSO,1942/09/01,372.75
LCDSO,1942/09/02,375.25
CHTSO,1942/09/02,-
CHTSO,1942/09/03,-
LCDSO,1942/09/03,377.25
LCDSO,1942/09/04,379.75
CHTSO,1942/09/04,-
CHTSO,1942/09/05,-
LCDSO,1942/09/05,383.25
LCDSO,1942/09/06,386.75
CHTSO,1942/09/06,-
CHTSO,1942/09/07,-
LCDSO,1942/09/07,392.00
LCDSO,1942/09/08,395.50
CHTSO,1942/09/08,-
