Clave,Fecha, Almacenamiento(hmÂ³)
LCDSO,1970/01/15,218.45
PECSO,1970/01/15,2008.49
AOBSO,1970/01/15,2474.0
AGZCH,1970/01/15,64.77
ARCSO,1970/01/15,514.68
PMOSO,1970/01/15,-
ARLSO,1970/01/15,67.49
CHTSO,1970/01/15,37.55
IRASO,1970/01/15,-
PMOSO,1970/01/16,-
ARCSO,1970/01/16,511.45
AGZCH,1970/01/16,64.71
AOBSO,1970/01/16,2471.0
PECSO,1970/01/16,2003.8
LCDSO,1970/01/16,218.45
IRASO,1970/01/16,-
CHTSO,1970/01/16,37.50
ARLSO,1970/01/16,67.21
LCDSO,1970/01/17,218.62
PECSO,1970/01/17,2000.45
AOBSO,1970/01/17,2466.5
AGZCH,1970/01/17,64.71
ARCSO,1970/01/17,508.63
PMOSO,1970/01/17,-
ARLSO,1970/01/17,66.93
CHTSO,1970/01/17,37.40
IRASO,1970/01/17,-
PMOSO,1970/01/18,-
ARCSO,1970/01/18,505.4
AGZCH,1970/01/18,64.66
AOBSO,1970/01/18,2459.0
PECSO,1970/01/18,1997.1
LCDSO,1970/01/18,218.62
IRASO,1970/01/18,-
CHTSO,1970/01/18,37.35
ARLSO,1970/01/18,66.65
LCDSO,1970/01/19,218.62
PECSO,1970/01/19,1993.08
AOBSO,1970/01/19,2456.0
AGZCH,1970/01/19,64.66
ARCSO,1970/01/19,502.58
PMOSO,1970/01/19,-
ARLSO,1970/01/19,66.36
CHTSO,1970/01/19,37.30
IRASO,1970/01/19,-
PMOSO,1970/01/20,-
ARCSO,1970/01/20,499.35
AGZCH,1970/01/20,64.66
AOBSO,1970/01/20,2456.0
PECSO,1970/01/20,1988.39
LCDSO,1970/01/20,218.80
IRASO,1970/01/20,-
CHTSO,1970/01/20,37.30
ARLSO,1970/01/20,66.08
LCDSO,1970/01/21,214.77
PECSO,1970/01/21,1984.37
AOBSO,1970/01/21,2456.0
AGZCH,1970/01/21,64.60
ARCSO,1970/01/21,496.52
PMOSO,1970/01/21,-
ARLSO,1970/01/21,65.8
CHTSO,1970/01/21,37.25
IRASO,1970/01/21,-
PMOSO,1970/01/22,-
ARCSO,1970/01/22,493.37
AGZCH,1970/01/22,64.60
AOBSO,1970/01/22,2456.0
PECSO,1970/01/22,1980.35
LCDSO,1970/01/22,210.40
IRASO,1970/01/22,-
CHTSO,1970/01/22,37.25
ARLSO,1970/01/22,65.52
LCDSO,1970/01/23,206.20
PECSO,1970/01/23,1982.36
AOBSO,1970/01/23,2454.5
AGZCH,1970/01/23,64.60
ARCSO,1970/01/23,490.46
PMOSO,1970/01/23,-
ARLSO,1970/01/23,65.24
CHTSO,1970/01/23,37.20
IRASO,1970/01/23,-
PMOSO,1970/01/24,-
ARCSO,1970/01/24,487.54
AGZCH,1970/01/24,64.60
AOBSO,1970/01/24,2447.14
PECSO,1970/01/24,1979.68
LCDSO,1970/01/24,201.65
IRASO,1970/01/24,-
CHTSO,1970/01/24,37.20
ARLSO,1970/01/24,64.95
LCDSO,1970/01/25,195.00
PECSO,1970/01/25,1979.01
AOBSO,1970/01/25,2445.71
AGZCH,1970/01/25,64.55
ARCSO,1970/01/25,484.99
PMOSO,1970/01/25,-
ARLSO,1970/01/25,64.67
CHTSO,1970/01/25,37.20
IRASO,1970/01/25,-
PMOSO,1970/01/26,-
ARCSO,1970/01/26,482.07
AGZCH,1970/01/26,64.55
AOBSO,1970/01/26,2442.85
PECSO,1970/01/26,1978.34
LCDSO,1970/01/26,187.47
IRASO,1970/01/26,-
CHTSO,1970/01/26,37.20
ARLSO,1970/01/26,64.39
LCDSO,1970/01/27,187.47
PECSO,1970/01/27,1978.34
AOBSO,1970/01/27,2439.99
AGZCH,1970/01/27,64.55
ARCSO,1970/01/27,479.16
PMOSO,1970/01/27,-
ARLSO,1970/01/27,64.11
CHTSO,1970/01/27,37.20
IRASO,1970/01/27,-
PMOSO,1970/01/28,-
ARCSO,1970/01/28,476.24
AGZCH,1970/01/28,64.49
AOBSO,1970/01/28,2435.7
PECSO,1970/01/28,1978.34
LCDSO,1970/01/28,180.47
IRASO,1970/01/28,-
CHTSO,1970/01/28,37.20
ARLSO,1970/01/28,63.97
LCDSO,1970/01/29,174.17
PECSO,1970/01/29,1977.0
AOBSO,1970/01/29,2428.55
AGZCH,1970/01/29,64.49
ARCSO,1970/01/29,473.33
PMOSO,1970/01/29,-
ARLSO,1970/01/29,63.83
CHTSO,1970/01/29,37.20
IRASO,1970/01/29,-
PMOSO,1970/01/30,-
ARCSO,1970/01/30,470.41
AGZCH,1970/01/30,64.49
AOBSO,1970/01/30,2427.12
PECSO,1970/01/30,1973.65
LCDSO,1970/01/30,167.70
IRASO,1970/01/30,-
CHTSO,1970/01/30,37.16
ARLSO,1970/01/30,63.54
LCDSO,1970/01/31,162.45
PECSO,1970/01/31,1971.64
AOBSO,1970/01/31,2422.83
AGZCH,1970/01/31,64.44
ARCSO,1970/01/31,467.13
PMOSO,1970/01/31,-
ARLSO,1970/01/31,63.4
CHTSO,1970/01/31,37.12
IRASO,1970/01/31,-
PMOSO,1970/02/01,-
ARCSO,1970/02/01,464.22
AGZCH,1970/02/01,64.44
AOBSO,1970/02/01,2419.97
PECSO,1970/02/01,1971.64
LCDSO,1970/02/01,155.24
IRASO,1970/02/01,-
CHTSO,1970/02/01,37.07
ARLSO,1970/02/01,63.12
LCDSO,1970/02/02,147.40
PECSO,1970/02/02,1972.98
AOBSO,1970/02/02,2415.68
AGZCH,1970/02/02,64.44
ARCSO,1970/02/02,460.94
PMOSO,1970/02/02,-
ARLSO,1970/02/02,62.84
CHTSO,1970/02/02,37.03
IRASO,1970/02/02,-
PMOSO,1970/02/03,-
ARCSO,1970/02/03,457.66
AGZCH,1970/02/03,64.38
AOBSO,1970/02/03,2409.96
PECSO,1970/02/03,1972.98
LCDSO,1970/02/03,147.40
IRASO,1970/02/03,-
CHTSO,1970/02/03,36.99
ARLSO,1970/02/03,62.57
LCDSO,1970/02/04,147.68
PECSO,1970/02/04,1972.98
AOBSO,1970/02/04,2407.1
AGZCH,1970/02/04,64.38
ARCSO,1970/02/04,454.38
PMOSO,1970/02/04,-
ARLSO,1970/02/04,62.3
CHTSO,1970/02/04,36.99
IRASO,1970/02/04,-
PMOSO,1970/02/05,-
ARCSO,1970/02/05,450.74
AGZCH,1970/02/05,64.38
AOBSO,1970/02/05,2402.81
PECSO,1970/02/05,1968.96
LCDSO,1970/02/05,148.52
IRASO,1970/02/05,-
CHTSO,1970/02/05,36.95
ARLSO,1970/02/05,62.04
LCDSO,1970/02/06,148.80
PECSO,1970/02/06,1964.27
AOBSO,1970/02/06,2395.66
AGZCH,1970/02/06,64.33
ARCSO,1970/02/06,447.46
PMOSO,1970/02/06,-
ARLSO,1970/02/06,61.78
CHTSO,1970/02/06,36.95
IRASO,1970/02/06,-
PMOSO,1970/02/07,-
ARCSO,1970/02/07,443.81
AGZCH,1970/02/07,64.33
AOBSO,1970/02/07,2385.65
PECSO,1970/02/07,1958.91
LCDSO,1970/02/07,148.94
IRASO,1970/02/07,-
CHTSO,1970/02/07,36.91
ARLSO,1970/02/07,61.52
LCDSO,1970/02/08,149.50
PECSO,1970/02/08,1955.56
AOBSO,1970/02/08,2379.93
AGZCH,1970/02/08,64.33
ARCSO,1970/02/08,440.53
PMOSO,1970/02/08,-
ARLSO,1970/02/08,61.25
CHTSO,1970/02/08,36.91
IRASO,1970/02/08,-
PMOSO,1970/02/09,-
ARCSO,1970/02/09,438.35
AGZCH,1970/02/09,64.33
AOBSO,1970/02/09,2377.07
PECSO,1970/02/09,1952.21
LCDSO,1970/02/09,149.78
IRASO,1970/02/09,-
CHTSO,1970/02/09,36.86
ARLSO,1970/02/09,60.99
LCDSO,1970/02/10,150.06
PECSO,1970/02/10,1947.52
AOBSO,1970/02/10,2372.78
AGZCH,1970/02/10,64.28
ARCSO,1970/02/10,435.43
PMOSO,1970/02/10,-
ARLSO,1970/02/10,60.73
CHTSO,1970/02/10,36.86
IRASO,1970/02/10,-
PMOSO,1970/02/11,-
ARCSO,1970/02/11,432.52
AGZCH,1970/02/11,64.28
AOBSO,1970/02/11,2367.06
PECSO,1970/02/11,1943.5
LCDSO,1970/02/11,150.62
IRASO,1970/02/11,-
CHTSO,1970/02/11,36.86
ARLSO,1970/02/11,60.46
LCDSO,1970/02/12,151.04
PECSO,1970/02/12,1938.81
AOBSO,1970/02/12,2362.77
AGZCH,1970/02/12,64.28
ARCSO,1970/02/12,429.97
PMOSO,1970/02/12,-
ARLSO,1970/02/12,60.2
CHTSO,1970/02/12,36.82
IRASO,1970/02/12,-
PMOSO,1970/02/13,-
ARCSO,1970/02/13,427.05
AGZCH,1970/02/13,64.22
AOBSO,1970/02/13,2358.48
PECSO,1970/02/13,1933.45
LCDSO,1970/02/13,151.60
IRASO,1970/02/13,-
CHTSO,1970/02/13,36.82
ARLSO,1970/02/13,59.94
LCDSO,1970/02/14,151.88
PECSO,1970/02/14,1928.76
AOBSO,1970/02/14,2352.76
AGZCH,1970/02/14,64.22
ARCSO,1970/02/14,424.5
PMOSO,1970/02/14,-
ARLSO,1970/02/14,59.67
CHTSO,1970/02/14,36.82
IRASO,1970/02/14,-
PMOSO,1970/02/15,-
ARCSO,1970/02/15,421.58
AGZCH,1970/02/15,64.17
AOBSO,1970/02/15,2345.61
PECSO,1970/02/15,1923.4
LCDSO,1970/02/15,151.18
IRASO,1970/02/15,-
CHTSO,1970/02/15,36.78
ARLSO,1970/02/15,59.54
LCDSO,1970/02/16,150.90
PECSO,1970/02/16,1918.71
AOBSO,1970/02/16,2341.32
AGZCH,1970/02/16,64.11
ARCSO,1970/02/16,418.67
PMOSO,1970/02/16,-
ARLSO,1970/02/16,59.41
CHTSO,1970/02/16,36.78
IRASO,1970/02/16,-
PMOSO,1970/02/17,-
ARCSO,1970/02/17,415.75
AGZCH,1970/02/17,64.06
AOBSO,1970/02/17,2335.6
PECSO,1970/02/17,1914.02
LCDSO,1970/02/17,150.48
IRASO,1970/02/17,-
CHTSO,1970/02/17,36.74
ARLSO,1970/02/17,59.28
LCDSO,1970/02/18,150.48
PECSO,1970/02/18,1907.75
AOBSO,1970/02/18,2328.45
AGZCH,1970/02/18,64.00
ARCSO,1970/02/18,412.84
PMOSO,1970/02/18,-
ARLSO,1970/02/18,59.02
CHTSO,1970/02/18,36.74
IRASO,1970/02/18,-
PMOSO,1970/02/19,-
ARCSO,1970/02/19,409.92
AGZCH,1970/02/19,63.89
AOBSO,1970/02/19,2321.3
PECSO,1970/02/19,1900.25
LCDSO,1970/02/19,150.20
IRASO,1970/02/19,-
CHTSO,1970/02/19,36.74
ARLSO,1970/02/19,58.75
LCDSO,1970/02/20,150.20
PECSO,1970/02/20,1895.0
AOBSO,1970/02/20,2314.15
AGZCH,1970/02/20,63.79
ARCSO,1970/02/20,407.01
PMOSO,1970/02/20,-
ARLSO,1970/02/20,58.62
CHTSO,1970/02/20,36.74
IRASO,1970/02/20,-
PMOSO,1970/02/21,-
ARCSO,1970/02/21,403.73
AGZCH,1970/02/21,63.68
AOBSO,1970/02/21,2307.0
PECSO,1970/02/21,1892.0
LCDSO,1970/02/21,150.34
IRASO,1970/02/21,-
CHTSO,1970/02/21,36.74
ARLSO,1970/02/21,58.49
LCDSO,1970/02/22,150.34
PECSO,1970/02/22,1887.5
AOBSO,1970/02/22,2302.71
AGZCH,1970/02/22,63.57
ARCSO,1970/02/22,400.85
PMOSO,1970/02/22,-
ARLSO,1970/02/22,58.49
CHTSO,1970/02/22,36.74
IRASO,1970/02/22,-
PMOSO,1970/02/23,-
ARCSO,1970/02/23,398.08
AGZCH,1970/02/23,63.46
AOBSO,1970/02/23,2298.42
PECSO,1970/02/23,1881.5
LCDSO,1970/02/23,150.20
IRASO,1970/02/23,-
CHTSO,1970/02/23,36.74
ARLSO,1970/02/23,58.36
LCDSO,1970/02/24,150.20
PECSO,1970/02/24,1876.25
AOBSO,1970/02/24,2292.7
AGZCH,1970/02/24,63.40
ARCSO,1970/02/24,395.32
PMOSO,1970/02/24,-
ARLSO,1970/02/24,58.23
CHTSO,1970/02/24,36.78
IRASO,1970/02/24,-
PMOSO,1970/02/25,-
ARCSO,1970/02/25,392.55
AGZCH,1970/02/25,63.29
AOBSO,1970/02/25,2286.98
PECSO,1970/02/25,1871.75
LCDSO,1970/02/25,150.20
IRASO,1970/02/25,-
CHTSO,1970/02/25,36.78
ARLSO,1970/02/25,58.1
LCDSO,1970/02/26,150.20
PECSO,1970/02/26,1866.5
AOBSO,1970/02/26,2279.83
AGZCH,1970/02/26,63.19
ARCSO,1970/02/26,389.79
PMOSO,1970/02/26,-
ARLSO,1970/02/26,57.97
CHTSO,1970/02/26,36.78
IRASO,1970/02/26,-
PMOSO,1970/02/27,-
ARCSO,1970/02/27,387.03
AGZCH,1970/02/27,63.13
AOBSO,1970/02/27,2274.11
PECSO,1970/02/27,1861.25
LCDSO,1970/02/27,150.06
IRASO,1970/02/27,-
CHTSO,1970/02/27,36.74
ARLSO,1970/02/27,57.83
LCDSO,1970/02/28,150.06
PECSO,1970/02/28,1856.0
AOBSO,1970/02/28,2268.39
AGZCH,1970/02/28,63.08
ARCSO,1970/02/28,384.26
PMOSO,1970/02/28,-
ARLSO,1970/02/28,57.57
CHTSO,1970/02/28,36.74
IRASO,1970/02/28,-
PMOSO,1970/03/01,-
ARCSO,1970/03/01,381.5
AGZCH,1970/03/01,62.97
AOBSO,1970/03/01,2264.1
PECSO,1970/03/01,1850.0
LCDSO,1970/03/01,149.92
IRASO,1970/03/01,-
CHTSO,1970/03/01,36.74
ARLSO,1970/03/01,57.31
LCDSO,1970/03/02,149.78
PECSO,1970/03/02,1844.75
AOBSO,1970/03/02,2258.38
AGZCH,1970/03/02,62.91
ARCSO,1970/03/02,379.04
PMOSO,1970/03/02,-
ARLSO,1970/03/02,57.04
CHTSO,1970/03/02,36.78
IRASO,1970/03/02,-
PMOSO,1970/03/03,-
ARCSO,1970/03/03,376.27
AGZCH,1970/03/03,62.86
AOBSO,1970/03/03,2252.66
PECSO,1970/03/03,1838.75
LCDSO,1970/03/03,149.78
IRASO,1970/03/03,-
CHTSO,1970/03/03,37.12
ARLSO,1970/03/03,56.78
LCDSO,1970/03/04,149.92
PECSO,1970/03/04,1833.5
AOBSO,1970/03/04,2249.8
AGZCH,1970/03/04,62.80
ARCSO,1970/03/04,373.51
PMOSO,1970/03/04,-
ARLSO,1970/03/04,56.52
CHTSO,1970/03/04,37.12
IRASO,1970/03/04,-
PMOSO,1970/03/05,-
ARCSO,1970/03/05,370.74
AGZCH,1970/03/05,62.69
AOBSO,1970/03/05,2248.37
PECSO,1970/03/05,1827.5
LCDSO,1970/03/05,150.06
IRASO,1970/03/05,-
CHTSO,1970/03/05,37.12
ARLSO,1970/03/05,56.26
LCDSO,1970/03/06,150.20
PECSO,1970/03/06,1821.5
AOBSO,1970/03/06,2245.51
AGZCH,1970/03/06,62.64
ARCSO,1970/03/06,367.98
PMOSO,1970/03/06,-
ARLSO,1970/03/06,56.12
CHTSO,1970/03/06,37.16
IRASO,1970/03/06,-
PMOSO,1970/03/07,-
ARCSO,1970/03/07,365.21
AGZCH,1970/03/07,62.58
AOBSO,1970/03/07,2241.22
PECSO,1970/03/07,1814.75
LCDSO,1970/03/07,150.34
IRASO,1970/03/07,-
CHTSO,1970/03/07,37.16
ARLSO,1970/03/07,55.87
LCDSO,1970/03/08,151.04
PECSO,1970/03/08,1808.75
AOBSO,1970/03/08,2235.5
AGZCH,1970/03/08,62.47
ARCSO,1970/03/08,362.45
PMOSO,1970/03/08,-
ARLSO,1970/03/08,55.62
CHTSO,1970/03/08,37.20
IRASO,1970/03/08,-
PMOSO,1970/03/09,-
ARCSO,1970/03/09,360.3
AGZCH,1970/03/09,62.36
AOBSO,1970/03/09,2232.64
PECSO,1970/03/09,1803.5
LCDSO,1970/03/09,151.88
IRASO,1970/03/09,-
CHTSO,1970/03/09,37.25
ARLSO,1970/03/09,55.37
LCDSO,1970/03/10,152.16
PECSO,1970/03/10,1798.25
AOBSO,1970/03/10,2228.35
AGZCH,1970/03/10,62.31
ARCSO,1970/03/10,358.15
PMOSO,1970/03/10,-
ARLSO,1970/03/10,55.12
CHTSO,1970/03/10,37.25
IRASO,1970/03/10,-
PMOSO,1970/03/11,-
ARCSO,1970/03/11,356.0
AGZCH,1970/03/11,62.19
AOBSO,1970/03/11,2224.06
PECSO,1970/03/11,1791.5
LCDSO,1970/03/11,152.72
IRASO,1970/03/11,-
CHTSO,1970/03/11,37.20
ARLSO,1970/03/11,54.87
LCDSO,1970/03/12,153.00
PECSO,1970/03/12,1786.25
AOBSO,1970/03/12,2219.77
AGZCH,1970/03/12,62.03
ARCSO,1970/03/12,353.85
PMOSO,1970/03/12,-
ARLSO,1970/03/12,54.62
CHTSO,1970/03/12,37.20
IRASO,1970/03/12,-
PMOSO,1970/03/13,-
ARCSO,1970/03/13,351.7
AGZCH,1970/03/13,61.86
AOBSO,1970/03/13,2216.91
PECSO,1970/03/13,1781.0
LCDSO,1970/03/13,153.14
IRASO,1970/03/13,-
CHTSO,1970/03/13,37.16
ARLSO,1970/03/13,54.37
LCDSO,1970/03/14,153.14
PECSO,1970/03/14,1775.75
AOBSO,1970/03/14,2214.05
AGZCH,1970/03/14,61.70
ARCSO,1970/03/14,349.24
PMOSO,1970/03/14,-
ARLSO,1970/03/14,54.12
CHTSO,1970/03/14,37.12
IRASO,1970/03/14,-
PMOSO,1970/03/15,-
ARCSO,1970/03/15,346.78
AGZCH,1970/03/15,61.58
AOBSO,1970/03/15,2209.76
PECSO,1970/03/15,1769.75
LCDSO,1970/03/15,153.14
IRASO,1970/03/15,-
CHTSO,1970/03/15,37.12
ARLSO,1970/03/15,53.99
LCDSO,1970/03/16,153.14
PECSO,1970/03/16,1764.5
AOBSO,1970/03/16,2206.9
AGZCH,1970/03/16,61.53
ARCSO,1970/03/16,343.71
PMOSO,1970/03/16,-
ARLSO,1970/03/16,53.87
CHTSO,1970/03/16,37.12
IRASO,1970/03/16,-
PMOSO,1970/03/17,-
ARCSO,1970/03/17,340.95
AGZCH,1970/03/17,61.42
AOBSO,1970/03/17,2204.04
PECSO,1970/03/17,1759.3
LCDSO,1970/03/17,153.56
IRASO,1970/03/17,-
CHTSO,1970/03/17,37.03
ARLSO,1970/03/17,53.61
LCDSO,1970/03/18,154.12
PECSO,1970/03/18,1755.1
AOBSO,1970/03/18,2201.18
AGZCH,1970/03/18,61.31
ARCSO,1970/03/18,337.87
PMOSO,1970/03/18,-
ARLSO,1970/03/18,53.49
CHTSO,1970/03/18,36.95
IRASO,1970/03/18,-
PMOSO,1970/03/19,-
ARCSO,1970/03/19,334.8
AGZCH,1970/03/19,61.08
AOBSO,1970/03/19,2198.32
PECSO,1970/03/19,1750.2
LCDSO,1970/03/19,154.26
IRASO,1970/03/19,-
CHTSO,1970/03/19,36.86
ARLSO,1970/03/19,53.24
LCDSO,1970/03/20,154.82
PECSO,1970/03/20,1745.3
AOBSO,1970/03/20,2196.89
AGZCH,1970/03/20,60.81
ARCSO,1970/03/20,331.73
PMOSO,1970/03/20,-
ARLSO,1970/03/20,52.99
CHTSO,1970/03/20,36.78
IRASO,1970/03/20,-
PMOSO,1970/03/21,-
ARCSO,1970/03/21,328.66
AGZCH,1970/03/21,60.53
AOBSO,1970/03/21,2194.03
PECSO,1970/03/21,1741.1
LCDSO,1970/03/21,155.38
IRASO,1970/03/21,-
CHTSO,1970/03/21,36.70
ARLSO,1970/03/21,52.74
LCDSO,1970/03/22,155.10
PECSO,1970/03/22,1736.2
AOBSO,1970/03/22,2191.17
AGZCH,1970/03/22,60.31
ARCSO,1970/03/22,330.19
PMOSO,1970/03/22,-
ARLSO,1970/03/22,52.48
CHTSO,1970/03/22,36.61
IRASO,1970/03/22,-
PMOSO,1970/03/23,-
ARCSO,1970/03/23,332.04
AGZCH,1970/03/23,60.14
AOBSO,1970/03/23,2191.17
PECSO,1970/03/23,1731.3
LCDSO,1970/03/23,155.10
IRASO,1970/03/23,-
CHTSO,1970/03/23,36.53
ARLSO,1970/03/23,52.23
LCDSO,1970/03/24,155.24
PECSO,1970/03/24,1725.7
AOBSO,1970/03/24,2191.17
AGZCH,1970/03/24,59.97
ARCSO,1970/03/24,333.57
PMOSO,1970/03/24,-
ARLSO,1970/03/24,51.98
CHTSO,1970/03/24,36.40
IRASO,1970/03/24,-
PMOSO,1970/03/25,-
ARCSO,1970/03/25,337.57
AGZCH,1970/03/25,59.75
AOBSO,1970/03/25,2191.17
PECSO,1970/03/25,1725.0
LCDSO,1970/03/25,155.38
IRASO,1970/03/25,-
CHTSO,1970/03/25,36.32
ARLSO,1970/03/25,51.73
LCDSO,1970/03/26,156.08
PECSO,1970/03/26,1722.2
AOBSO,1970/03/26,2192.6
AGZCH,1970/03/26,59.70
ARCSO,1970/03/26,338.79
PMOSO,1970/03/26,-
ARLSO,1970/03/26,51.48
CHTSO,1970/03/26,36.19
IRASO,1970/03/26,-
PMOSO,1970/03/27,-
ARCSO,1970/03/27,339.72
AGZCH,1970/03/27,59.70
AOBSO,1970/03/27,2198.32
PECSO,1970/03/27,1721.5
LCDSO,1970/03/27,156.64
IRASO,1970/03/27,-
CHTSO,1970/03/27,36.02
ARLSO,1970/03/27,51.23
LCDSO,1970/03/28,157.20
PECSO,1970/03/28,1720.1
AOBSO,1970/03/28,2201.18
AGZCH,1970/03/28,59.70
ARCSO,1970/03/28,340.33
PMOSO,1970/03/28,-
ARLSO,1970/03/28,50.98
CHTSO,1970/03/28,35.86
IRASO,1970/03/28,-
PMOSO,1970/03/29,-
ARCSO,1970/03/29,340.95
AGZCH,1970/03/29,59.70
AOBSO,1970/03/29,2204.04
PECSO,1970/03/29,1714.5
LCDSO,1970/03/29,157.48
IRASO,1970/03/29,-
CHTSO,1970/03/29,35.73
ARLSO,1970/03/29,50.73
LCDSO,1970/03/30,157.48
PECSO,1970/03/30,1710.3
AOBSO,1970/03/30,2204.04
AGZCH,1970/03/30,59.59
ARCSO,1970/03/30,338.49
PMOSO,1970/03/30,-
ARLSO,1970/03/30,50.48
CHTSO,1970/03/30,35.60
IRASO,1970/03/30,-
PMOSO,1970/03/31,-
ARCSO,1970/03/31,336.03
AGZCH,1970/03/31,59.42
AOBSO,1970/03/31,2205.47
PECSO,1970/03/31,1705.4
LCDSO,1970/03/31,157.48
IRASO,1970/03/31,-
CHTSO,1970/03/31,35.48
ARLSO,1970/03/31,50.23
LCDSO,1970/04/01,157.62
PECSO,1970/04/01,1700.5
AOBSO,1970/04/01,2205.47
AGZCH,1970/04/01,59.25
ARCSO,1970/04/01,334.19
PMOSO,1970/04/01,-
ARLSO,1970/04/01,49.97
CHTSO,1970/04/01,35.31
IRASO,1970/04/01,-
PMOSO,1970/04/02,-
ARCSO,1970/04/02,332.34
AGZCH,1970/04/02,59.09
AOBSO,1970/04/02,2205.47
PECSO,1970/04/02,1697.0
LCDSO,1970/04/02,157.48
IRASO,1970/04/02,-
CHTSO,1970/04/02,35.23
ARLSO,1970/04/02,49.74
LCDSO,1970/04/03,152.02
PECSO,1970/04/03,1691.4
AOBSO,1970/04/03,2206.9
AGZCH,1970/04/03,58.86
ARCSO,1970/04/03,330.19
PMOSO,1970/04/03,-
ARLSO,1970/04/03,49.51
CHTSO,1970/04/03,35.06
IRASO,1970/04/03,-
PMOSO,1970/04/04,-
ARCSO,1970/04/04,328.04
AGZCH,1970/04/04,58.70
AOBSO,1970/04/04,2208.33
PECSO,1970/04/04,1683.0
