Clave,Fecha, Almacenamiento(hmÂ³)
CHTSO,1950/01/29,-
CHTSO,1950/01/30,-
ARLSO,1950/01/30,41.75
LCDSO,1950/01/30,887.50
LCDSO,1950/01/31,886.37
ARLSO,1950/01/31,41.46
CHTSO,1950/01/31,-
CHTSO,1950/02/01, 0.38
ARLSO,1950/02/01,41.16
LCDSO,1950/02/01,885.25
LCDSO,1950/02/02,884.12
ARLSO,1950/02/02,40.86
CHTSO,1950/02/02, 0.38
CHTSO,1950/02/03, 0.39
ARLSO,1950/02/03,40.66
LCDSO,1950/02/03,883.00
LCDSO,1950/02/04,882.25
ARLSO,1950/02/04,40.37
CHTSO,1950/02/04, 0.40
CHTSO,1950/02/05, 0.40
ARLSO,1950/02/05,40.07
LCDSO,1950/02/05,882.25
LCDSO,1950/02/06,882.25
ARLSO,1950/02/06,39.78
CHTSO,1950/02/06, 0.41
CHTSO,1950/02/07, 0.42
ARLSO,1950/02/07,39.48
LCDSO,1950/02/07,881.50
LCDSO,1950/02/08,881.12
ARLSO,1950/02/08,39.18
CHTSO,1950/02/08, 0.44
CHTSO,1950/02/09, 0.45
ARLSO,1950/02/09,38.79
LCDSO,1950/02/09,880.37
LCDSO,1950/02/10,879.62
ARLSO,1950/02/10,38.5
CHTSO,1950/02/10, 0.45
CHTSO,1950/02/11, 0.46
ARLSO,1950/02/11,38.2
LCDSO,1950/02/11,878.87
LCDSO,1950/02/12,878.50
ARLSO,1950/02/12,37.8
CHTSO,1950/02/12, 0.49
CHTSO,1950/02/13, 0.51
ARLSO,1950/02/13,37.4
LCDSO,1950/02/13,877.75
LCDSO,1950/02/14,877.75
ARLSO,1950/02/14,36.91
CHTSO,1950/02/14, 0.52
CHTSO,1950/02/15, 0.52
ARLSO,1950/02/15,36.51
LCDSO,1950/02/15,877.37
LCDSO,1950/02/16,877.37
ARLSO,1950/02/16,36.11
CHTSO,1950/02/16, 0.53
CHTSO,1950/02/17, 0.54
ARLSO,1950/02/17,35.81
LCDSO,1950/02/17,877.00
LCDSO,1950/02/18,877.00
ARLSO,1950/02/18,35.31
CHTSO,1950/02/18, 0.54
CHTSO,1950/02/19, 0.55
ARLSO,1950/02/19,34.81
LCDSO,1950/02/19,877.00
LCDSO,1950/02/20,877.00
ARLSO,1950/02/20,34.42
CHTSO,1950/02/20, 0.55
CHTSO,1950/02/21, 0.55
ARLSO,1950/02/21,33.95
LCDSO,1950/02/21,877.00
LCDSO,1950/02/22,876.62
ARLSO,1950/02/22,33.59
CHTSO,1950/02/22, 0.55
CHTSO,1950/02/23, 0.55
ARLSO,1950/02/23,33.14
LCDSO,1950/02/23,876.62
LCDSO,1950/02/24,876.62
ARLSO,1950/02/24,32.69
CHTSO,1950/02/24, 0.55
CHTSO,1950/02/25, 0.56
ARLSO,1950/02/25,32.35
LCDSO,1950/02/25,876.62
LCDSO,1950/02/26,876.25
ARLSO,1950/02/26,32.03
CHTSO,1950/02/26, 0.56
CHTSO,1950/02/27, 0.58
ARLSO,1950/02/27,31.71
LCDSO,1950/02/27,876.25
LCDSO,1950/02/28,876.25
ARLSO,1950/02/28,31.23
CHTSO,1950/02/28, 0.58
CHTSO,1950/03/01, 0.59
ARLSO,1950/03/01,30.82
LCDSO,1950/03/01,875.87
LCDSO,1950/03/02,875.87
ARLSO,1950/03/02,30.4
CHTSO,1950/03/02, 0.59
CHTSO,1950/03/03, 0.59
ARLSO,1950/03/03,29.97
LCDSO,1950/03/03,875.87
LCDSO,1950/03/04,875.50
ARLSO,1950/03/04,29.54
CHTSO,1950/03/04, 0.60
CHTSO,1950/03/05, 0.60
ARLSO,1950/03/05,29.12
LCDSO,1950/03/05,875.50
LCDSO,1950/03/06,875.50
ARLSO,1950/03/06,28.72
CHTSO,1950/03/06, 0.61
CHTSO,1950/03/07, 0.61
ARLSO,1950/03/07,28.24
LCDSO,1950/03/07,874.75
LCDSO,1950/03/08,873.25
ARLSO,1950/03/08,27.76
CHTSO,1950/03/08, 0.61
CHTSO,1950/03/09, 0.61
ARLSO,1950/03/09,27.3
LCDSO,1950/03/09,871.75
LCDSO,1950/03/10,870.25
ARLSO,1950/03/10,26.85
CHTSO,1950/03/10, 0.62
CHTSO,1950/03/11, 0.62
ARLSO,1950/03/11,26.4
LCDSO,1950/03/11,868.00
LCDSO,1950/03/12,866.12
ARLSO,1950/03/12,25.91
CHTSO,1950/03/12, 0.62
CHTSO,1950/03/13, 0.63
ARLSO,1950/03/13,25.36
LCDSO,1950/03/13,864.25
LCDSO,1950/03/14,863.12
ARLSO,1950/03/14,24.81
CHTSO,1950/03/14, 0.63
CHTSO,1950/03/15, 0.63
ARLSO,1950/03/15,24.44
LCDSO,1950/03/15,862.00
LCDSO,1950/03/16,861.62
ARLSO,1950/03/16,23.89
CHTSO,1950/03/16, 0.64
CHTSO,1950/03/17, 0.64
ARLSO,1950/03/17,23.34
LCDSO,1950/03/17,860.12
LCDSO,1950/03/18,859.00
ARLSO,1950/03/18,22.79
CHTSO,1950/03/18, 0.64
CHTSO,1950/03/19, 0.64
ARLSO,1950/03/19,22.26
LCDSO,1950/03/19,858.25
LCDSO,1950/03/20,857.87
ARLSO,1950/03/20,21.78
CHTSO,1950/03/20, 0.64
CHTSO,1950/03/21, 0.64
ARLSO,1950/03/21,21.3
LCDSO,1950/03/21,857.50
LCDSO,1950/03/22,857.12
ARLSO,1950/03/22,20.82
CHTSO,1950/03/22, 0.63
CHTSO,1950/03/23, 0.62
ARLSO,1950/03/23,20.33
LCDSO,1950/03/23,856.37
LCDSO,1950/03/24,854.12
ARLSO,1950/03/24,19.9
CHTSO,1950/03/24, 0.62
CHTSO,1950/03/25, 0.62
ARLSO,1950/03/25,19.41
LCDSO,1950/03/25,851.87
LCDSO,1950/03/26,849.62
ARLSO,1950/03/26,18.95
CHTSO,1950/03/26, 0.61
CHTSO,1950/03/27, 0.61
ARLSO,1950/03/27,18.49
LCDSO,1950/03/27,847.37
LCDSO,1950/03/28,845.87
ARLSO,1950/03/28,18.03
CHTSO,1950/03/28, 0.61
CHTSO,1950/03/29, 0.61
ARLSO,1950/03/29,17.55
LCDSO,1950/03/29,844.75
LCDSO,1950/03/30,844.00
ARLSO,1950/03/30,17.06
CHTSO,1950/03/30, 0.60
CHTSO,1950/03/31, 0.60
ARLSO,1950/03/31,16.56
LCDSO,1950/03/31,843.25
LCDSO,1950/04/01,842.50
ARLSO,1950/04/01,16.19
CHTSO,1950/04/01, 0.59
CHTSO,1950/04/02, 0.58
ARLSO,1950/04/02,15.71
LCDSO,1950/04/02,841.75
LCDSO,1950/04/03,841.00
ARLSO,1950/04/03,15.34
CHTSO,1950/04/03, 0.56
CHTSO,1950/04/04, 0.55
ARLSO,1950/04/04,14.93
LCDSO,1950/04/04,839.87
LCDSO,1950/04/05,838.75
ARLSO,1950/04/05,14.66
CHTSO,1950/04/05, 0.54
CHTSO,1950/04/06, 0.56
ARLSO,1950/04/06,14.31
LCDSO,1950/04/06,838.00
LCDSO,1950/04/07,836.95
ARLSO,1950/04/07,13.97
CHTSO,1950/04/07, 0.54
CHTSO,1950/04/08, 0.53
ARLSO,1950/04/08,13.78
LCDSO,1950/04/08,835.90
LCDSO,1950/04/09,834.85
ARLSO,1950/04/09,13.46
CHTSO,1950/04/09, 0.52
CHTSO,1950/04/10, 0.51
ARLSO,1950/04/10,13.15
LCDSO,1950/04/10,833.80
LCDSO,1950/04/11,832.40
ARLSO,1950/04/11,12.89
CHTSO,1950/04/11, 0.52
CHTSO,1950/04/12, 0.53
ARLSO,1950/04/12,12.49
LCDSO,1950/04/12,831.00
LCDSO,1950/04/13,829.60
ARLSO,1950/04/13,11.97
CHTSO,1950/04/13, 0.55
CHTSO,1950/04/14, 0.56
ARLSO,1950/04/14,11.62
LCDSO,1950/04/14,828.20
LCDSO,1950/04/15,826.80
ARLSO,1950/04/15,11.27
CHTSO,1950/04/15, 0.57
CHTSO,1950/04/16, 0.58
ARLSO,1950/04/16,11.1
LCDSO,1950/04/16,825.40
LCDSO,1950/04/17,824.35
ARLSO,1950/04/17,10.96
CHTSO,1950/04/17, 0.59
CHTSO,1950/04/18, 0.60
ARLSO,1950/04/18,10.82
LCDSO,1950/04/18,822.95
LCDSO,1950/04/19,821.90
ARLSO,1950/04/19,10.54
CHTSO,1950/04/19, 0.61
CHTSO,1950/04/20, 0.62
ARLSO,1950/04/20,10.33
LCDSO,1950/04/20,820.85
LCDSO,1950/04/21,820.50
ARLSO,1950/04/21,10.13
CHTSO,1950/04/21, 0.61
CHTSO,1950/04/22, 0.59
ARLSO,1950/04/22,9.99
LCDSO,1950/04/22,820.50
LCDSO,1950/04/23,820.50
ARLSO,1950/04/23,9.85
CHTSO,1950/04/23, 0.58
CHTSO,1950/04/24, 0.57
ARLSO,1950/04/24,9.71
LCDSO,1950/04/24,820.50
LCDSO,1950/04/25,820.50
ARLSO,1950/04/25,9.59
CHTSO,1950/04/25, 0.55
CHTSO,1950/04/26, 0.54
ARLSO,1950/04/26,9.59
LCDSO,1950/04/26,820.15
LCDSO,1950/04/27,819.80
ARLSO,1950/04/27,9.48
CHTSO,1950/04/27, 0.53
CHTSO,1950/04/28, 0.52
ARLSO,1950/04/28,9.36
LCDSO,1950/04/28,819.45
LCDSO,1950/04/29,819.10
ARLSO,1950/04/29,9.36
CHTSO,1950/04/29, 0.50
CHTSO,1950/04/30, 0.49
ARLSO,1950/04/30,9.36
LCDSO,1950/04/30,818.75
LCDSO,1950/05/01,818.40
ARLSO,1950/05/01,9.36
CHTSO,1950/05/01, 0.47
CHTSO,1950/05/02, 0.45
ARLSO,1950/05/02,9.36
LCDSO,1950/05/02,818.05
LCDSO,1950/05/03,817.70
ARLSO,1950/05/03,9.36
CHTSO,1950/05/03, 0.43
CHTSO,1950/05/04, 0.41
ARLSO,1950/05/04,9.25
LCDSO,1950/05/04,817.00
LCDSO,1950/05/05,816.30
ARLSO,1950/05/05,9.13
CHTSO,1950/05/05, 0.39
CHTSO,1950/05/06, 0.38
ARLSO,1950/05/06,9.02
LCDSO,1950/05/06,815.95
LCDSO,1950/05/07,815.25
ARLSO,1950/05/07,8.9
CHTSO,1950/05/07, 0.39
CHTSO,1950/05/08, 0.40
ARLSO,1950/05/08,8.79
LCDSO,1950/05/08,814.90
LCDSO,1950/05/09,813.50
ARLSO,1950/05/09,8.79
CHTSO,1950/05/09, 0.41
CHTSO,1950/05/10, 0.42
ARLSO,1950/05/10,8.67
LCDSO,1950/05/10,811.75
LCDSO,1950/05/11,810.35
ARLSO,1950/05/11,8.67
CHTSO,1950/05/11, 0.42
CHTSO,1950/05/12, 0.43
ARLSO,1950/05/12,8.62
LCDSO,1950/05/12,809.30
LCDSO,1950/05/13,807.90
ARLSO,1950/05/13,8.56
CHTSO,1950/05/13, 0.44
CHTSO,1950/05/14, 0.45
ARLSO,1950/05/14,8.51
LCDSO,1950/05/14,807.55
LCDSO,1950/05/15,807.20
ARLSO,1950/05/15,8.46
CHTSO,1950/05/15, 0.46
CHTSO,1950/05/16, 0.45
ARLSO,1950/05/16,8.41
LCDSO,1950/05/16,806.85
LCDSO,1950/05/17,806.50
ARLSO,1950/05/17,8.36
CHTSO,1950/05/17, 0.45
CHTSO,1950/05/18, 0.46
ARLSO,1950/05/18,8.3
LCDSO,1950/05/18,806.15
LCDSO,1950/05/19,805.80
ARLSO,1950/05/19,8.25
CHTSO,1950/05/19, 0.46
CHTSO,1950/05/20, 0.46
ARLSO,1950/05/20,8.15
LCDSO,1950/05/20,805.45
LCDSO,1950/05/21,803.70
ARLSO,1950/05/21,8.05
CHTSO,1950/05/21, 0.47
CHTSO,1950/05/22, 0.47
ARLSO,1950/05/22,8.0
LCDSO,1950/05/22,801.95
LCDSO,1950/05/23,800.55
ARLSO,1950/05/23,7.85
CHTSO,1950/05/23, 0.48
CHTSO,1950/05/24, 0.48
ARLSO,1950/05/24,7.85
LCDSO,1950/05/24,799.15
LCDSO,1950/05/25,798.10
ARLSO,1950/05/25,7.79
CHTSO,1950/05/25, 0.49
CHTSO,1950/05/26, 0.49
ARLSO,1950/05/26,7.74
LCDSO,1950/05/26,797.40
LCDSO,1950/05/27,797.05
ARLSO,1950/05/27,7.69
CHTSO,1950/05/27, 0.49
CHTSO,1950/05/28, 0.50
ARLSO,1950/05/28,7.64
LCDSO,1950/05/28,796.70
LCDSO,1950/05/29,796.35
ARLSO,1950/05/29,7.54
CHTSO,1950/05/29, 0.50
CHTSO,1950/05/30, 0.50
ARLSO,1950/05/30,7.42
LCDSO,1950/05/30,794.95
LCDSO,1950/05/31,794.25
ARLSO,1950/05/31,7.3
CHTSO,1950/05/31, 0.51
CHTSO,1950/06/01, 0.51
ARLSO,1950/06/01,7.25
LCDSO,1950/06/01,792.15
LCDSO,1950/06/02,790.75
ARLSO,1950/06/02,7.17
CHTSO,1950/06/02, 0.52
CHTSO,1950/06/03, 0.52
ARLSO,1950/06/03,7.09
LCDSO,1950/06/03,789.00
LCDSO,1950/06/04,787.25
ARLSO,1950/06/04,7.01
CHTSO,1950/06/04, 0.52
CHTSO,1950/06/05, 0.52
ARLSO,1950/06/05,6.93
LCDSO,1950/06/05,785.50
LCDSO,1950/06/06,783.75
ARLSO,1950/06/06,6.85
CHTSO,1950/06/06, 0.53
CHTSO,1950/06/07, 0.53
ARLSO,1950/06/07,6.77
LCDSO,1950/06/07,782.00
LCDSO,1950/06/08,780.25
ARLSO,1950/06/08,6.69
CHTSO,1950/06/08, 0.53
CHTSO,1950/06/09, 0.53
ARLSO,1950/06/09,6.63
LCDSO,1950/06/09,778.50
LCDSO,1950/06/10,776.75
ARLSO,1950/06/10,6.59
CHTSO,1950/06/10, 0.54
CHTSO,1950/06/11, 0.54
ARLSO,1950/06/11,6.53
LCDSO,1950/06/11,775.00
LCDSO,1950/06/12,773.25
ARLSO,1950/06/12,6.46
CHTSO,1950/06/12, 0.54
CHTSO,1950/06/13, 0.54
ARLSO,1950/06/13,6.43
LCDSO,1950/06/13,771.85
LCDSO,1950/06/14,769.75
ARLSO,1950/06/14,6.33
CHTSO,1950/06/14, 0.54
CHTSO,1950/06/15, 0.54
ARLSO,1950/06/15,6.26
LCDSO,1950/06/15,767.66
LCDSO,1950/06/16,766.98
ARLSO,1950/06/16,6.19
CHTSO,1950/06/16, 0.54
CHTSO,1950/06/17, 0.55
ARLSO,1950/06/17,6.13
LCDSO,1950/06/17,766.64
LCDSO,1950/06/18,766.30
ARLSO,1950/06/18,6.06
CHTSO,1950/06/18, 0.55
CHTSO,1950/06/19, 0.55
ARLSO,1950/06/19,6.03
LCDSO,1950/06/19,765.96
LCDSO,1950/06/20,765.62
ARLSO,1950/06/20,6.0
CHTSO,1950/06/20, 0.55
CHTSO,1950/06/21, 0.55
ARLSO,1950/06/21,6.0
LCDSO,1950/06/21,763.58
LCDSO,1950/06/22,762.56
ARLSO,1950/06/22,6.0
CHTSO,1950/06/22, 0.55
CHTSO,1950/06/23, 1.60
ARLSO,1950/06/23,5.93
LCDSO,1950/06/23,768.00
LCDSO,1950/06/24,768.00
ARLSO,1950/06/24,5.87
CHTSO,1950/06/24, 1.63
CHTSO,1950/06/25, 1.62
ARLSO,1950/06/25,5.81
LCDSO,1950/06/25,768.00
LCDSO,1950/06/26,768.00
ARLSO,1950/06/26,5.74
CHTSO,1950/06/26, 1.62
CHTSO,1950/06/27, 1.62
ARLSO,1950/06/27,5.71
LCDSO,1950/06/27,766.64
LCDSO,1950/06/28,765.28
ARLSO,1950/06/28,5.65
CHTSO,1950/06/28, 1.61
CHTSO,1950/06/29, 1.61
ARLSO,1950/06/29,5.56
LCDSO,1950/06/29,764.26
LCDSO,1950/06/30,763.92
ARLSO,1950/06/30,5.49
CHTSO,1950/06/30, 1.61
CHTSO,1950/07/01, 1.60
ARLSO,1950/07/01,5.43
LCDSO,1950/07/01,763.58
LCDSO,1950/07/02,763.24
ARLSO,1950/07/02,5.37
CHTSO,1950/07/02, 1.60
CHTSO,1950/07/03, 1.60
ARLSO,1950/07/03,5.37
LCDSO,1950/07/03,762.90
LCDSO,1950/07/04,762.56
ARLSO,1950/07/04,5.31
CHTSO,1950/07/04, 1.60
CHTSO,1950/07/05, 1.60
ARLSO,1950/07/05,5.25
LCDSO,1950/07/05,762.56
LCDSO,1950/07/06,762.56
ARLSO,1950/07/06,6.97
CHTSO,1950/07/06, 1.68
CHTSO,1950/07/07, 1.89
ARLSO,1950/07/07,13.15
LCDSO,1950/07/07,762.56
LCDSO,1950/07/08,762.56
ARLSO,1950/07/08,19.15
CHTSO,1950/07/08, 2.02
CHTSO,1950/07/09, 2.09
ARLSO,1950/07/09,20.33
LCDSO,1950/07/09,762.56
LCDSO,1950/07/10,762.90
ARLSO,1950/07/10,20.82
CHTSO,1950/07/10, 2.40
CHTSO,1950/07/11, 2.43
ARLSO,1950/07/11,21.22
LCDSO,1950/07/11,763.24
LCDSO,1950/07/12,763.24
ARLSO,1950/07/12,21.3
CHTSO,1950/07/12, 2.43
CHTSO,1950/07/13, 2.42
ARLSO,1950/07/13,21.3
LCDSO,1950/07/13,763.24
LCDSO,1950/07/14,763.58
ARLSO,1950/07/14,21.22
CHTSO,1950/07/14, 2.42
CHTSO,1950/07/15, 2.42
ARLSO,1950/07/15,21.14
LCDSO,1950/07/15,764.26
LCDSO,1950/07/16,765.28
ARLSO,1950/07/16,21.06
CHTSO,1950/07/16, 2.41
CHTSO,1950/07/17, 2.41
ARLSO,1950/07/17,20.98
LCDSO,1950/07/17,766.64
LCDSO,1950/07/18,768.00
ARLSO,1950/07/18,20.98
CHTSO,1950/07/18, 3.24
CHTSO,1950/07/19, 4.71
ARLSO,1950/07/19,20.98
LCDSO,1950/07/19,769.75
LCDSO,1950/07/20,780.25
ARLSO,1950/07/20,20.98
CHTSO,1950/07/20, 5.32
CHTSO,1950/07/21, 8.96
ARLSO,1950/07/21,23.71
LCDSO,1950/07/21,794.25
LCDSO,1950/07/22,820.50
ARLSO,1950/07/22,29.12
CHTSO,1950/07/22, 9.38
CHTSO,1950/07/23,10.22
ARLSO,1950/07/23,34.32
LCDSO,1950/07/23,831.70
LCDSO,1950/07/24,837.65
ARLSO,1950/07/24,37.3
CHTSO,1950/07/24,10.38
CHTSO,1950/07/25,10.38
ARLSO,1950/07/25,38.89
LCDSO,1950/07/25,839.87
LCDSO,1950/07/26,841.75
ARLSO,1950/07/26,40.27
CHTSO,1950/07/26,10.37
CHTSO,1950/07/27,10.34
ARLSO,1950/07/27,44.29
LCDSO,1950/07/27,844.00
LCDSO,1950/07/28,846.25
ARLSO,1950/07/28,51.37
CHTSO,1950/07/28,10.34
CHTSO,1950/07/29,10.35
ARLSO,1950/07/29,57.67
LCDSO,1950/07/29,853.00
LCDSO,1950/07/30,865.37
ARLSO,1950/07/30,58.57
CHTSO,1950/07/30,10.37
CHTSO,1950/07/31,11.02
ARLSO,1950/07/31,63.51
LCDSO,1950/07/31,871.75
LCDSO,1950/08/01,886.75
ARLSO,1950/08/01,67.86
CHTSO,1950/08/01,11.06
CHTSO,1950/08/02,11.04
ARLSO,1950/08/02,74.21
LCDSO,1950/08/02,906.62
LCDSO,1950/08/03,905.87
ARLSO,1950/08/03,75.91
CHTSO,1950/08/03,11.02
CHTSO,1950/08/04,11.02
ARLSO,1950/08/04,76.62
LCDSO,1950/08/04,907.37
LCDSO,1950/08/05,908.50
ARLSO,1950/08/05,78.65
CHTSO,1950/08/05,11.00
CHTSO,1950/08/06,10.98
ARLSO,1950/08/06,78.65
LCDSO,1950/08/06,907.75
LCDSO,1950/08/07,907.00
ARLSO,1950/08/07,78.28
CHTSO,1950/08/07,10.98
CHTSO,1950/08/08,10.97
ARLSO,1950/08/08,77.91
LCDSO,1950/08/08,904.00
LCDSO,1950/08/09,901.75
ARLSO,1950/08/09,77.54
CHTSO,1950/08/09,10.95
CHTSO,1950/08/10,10.94
ARLSO,1950/08/10,77.36
LCDSO,1950/08/10,899.50
LCDSO,1950/08/11,897.25
ARLSO,1950/08/11,77.54
CHTSO,1950/08/11,11.16
CHTSO,1950/08/12,11.34
ARLSO,1950/08/12,77.36
LCDSO,1950/08/12,895.75
LCDSO,1950/08/13,894.25
ARLSO,1950/08/13,76.99
CHTSO,1950/08/13,11.44
CHTSO,1950/08/14,11.46
ARLSO,1950/08/14,79.95
LCDSO,1950/08/14,892.75
LCDSO,1950/08/15,892.75
ARLSO,1950/08/15,79.76
CHTSO,1950/08/15,11.44
CHTSO,1950/08/16,11.44
ARLSO,1950/08/16,79.39
LCDSO,1950/08/16,891.62
LCDSO,1950/08/17,890.50
ARLSO,1950/08/17,79.21
CHTSO,1950/08/17,11.40
CHTSO,1950/08/18,11.40
ARLSO,1950/08/18,78.84
LCDSO,1950/08/18,889.00
LCDSO,1950/08/19,887.50
ARLSO,1950/08/19,78.47
CHTSO,1950/08/19,11.40
CHTSO,1950/08/20,11.38
ARLSO,1950/08/20,78.1
LCDSO,1950/08/20,886.75
LCDSO,1950/08/21,886.00
ARLSO,1950/08/21,77.73
CHTSO,1950/08/21,11.36
CHTSO,1950/08/22,11.34
ARLSO,1950/08/22,77.73
LCDSO,1950/08/22,883.75
LCDSO,1950/08/23,880.00
ARLSO,1950/08/23,77.73
CHTSO,1950/08/23,11.34
CHTSO,1950/08/24,11.30
ARLSO,1950/08/24,77.36
LCDSO,1950/08/24,875.50
LCDSO,1950/08/25,870.62
ARLSO,1950/08/25,76.99
CHTSO,1950/08/25,11.26
CHTSO,1950/08/26,11.22
ARLSO,1950/08/26,76.62
LCDSO,1950/08/26,865.00
LCDSO,1950/08/27,859.75
ARLSO,1950/08/27,76.08
CHTSO,1950/08/27,11.16
CHTSO,1950/08/28,11.14
ARLSO,1950/08/28,75.74
LCDSO,1950/08/28,854.12
LCDSO,1950/08/29,848.50
ARLSO,1950/08/29,75.4
CHTSO,1950/08/29,11.08
CHTSO,1950/08/30,11.04
ARLSO,1950/08/30,74.89
LCDSO,1950/08/30,843.25
LCDSO,1950/08/31,838.75
ARLSO,1950/08/31,74.55
CHTSO,1950/08/31,11.00
CHTSO,1950/09/01,10.97
ARLSO,1950/09/01,74.21
LCDSO,1950/09/01,836.60
LCDSO,1950/09/02,833.80
ARLSO,1950/09/02,73.87
CHTSO,1950/09/02,10.94
CHTSO,1950/09/03,10.91
ARLSO,1950/09/03,73.53
LCDSO,1950/09/03,830.65
LCDSO,1950/09/04,828.20
ARLSO,1950/09/04,73.19
CHTSO,1950/09/04,10.89
CHTSO,1950/09/05,10.88
ARLSO,1950/09/05,72.85
LCDSO,1950/09/05,825.40
LCDSO,1950/09/06,819.10
ARLSO,1950/09/06,74.04
CHTSO,1950/09/06,10.88
CHTSO,1950/09/07,10.85
ARLSO,1950/09/07,73.7
LCDSO,1950/09/07,812.45
LCDSO,1950/09/08,804.05
ARLSO,1950/09/08,73.53
CHTSO,1950/09/08,10.83
CHTSO,1950/09/09,10.82
ARLSO,1950/09/09,73.19
LCDSO,1950/09/09,797.05
LCDSO,1950/09/10,790.05
ARLSO,1950/09/10,72.85
CHTSO,1950/09/10,10.79
CHTSO,1950/09/11,10.76
ARLSO,1950/09/11,72.54
LCDSO,1950/09/11,782.00
LCDSO,1950/09/12,774.30
ARLSO,1950/09/12,72.23
CHTSO,1950/09/12,10.73
CHTSO,1950/09/13,10.70
ARLSO,1950/09/13,72.07
LCDSO,1950/09/13,766.64
LCDSO,1950/09/14,758.82
ARLSO,1950/09/14,71.76
CHTSO,1950/09/14,10.67
CHTSO,1950/09/15,10.64
ARLSO,1950/09/15,71.61
LCDSO,1950/09/15,751.34
LCDSO,1950/09/16,744.20
ARLSO,1950/09/16,71.3
CHTSO,1950/09/16,10.64
CHTSO,1950/09/17,10.58
ARLSO,1950/09/17,71.14
LCDSO,1950/09/17,736.72
LCDSO,1950/09/18,729.92
ARLSO,1950/09/18,71.92
CHTSO,1950/09/18,10.58
CHTSO,1950/09/19,11.42
ARLSO,1950/09/19,71.76
LCDSO,1950/09/19,722.44
LCDSO,1950/09/20,715.64
ARLSO,1950/09/20,72.23
CHTSO,1950/09/20,11.40
CHTSO,1950/09/21,11.38
ARLSO,1950/09/21,72.23
LCDSO,1950/09/21,710.20
LCDSO,1950/09/22,705.10
ARLSO,1950/09/22,72.23
CHTSO,1950/09/22,11.36
CHTSO,1950/09/23,11.34
ARLSO,1950/09/23,71.92
LCDSO,1950/09/23,701.36
LCDSO,1950/09/24,697.90
ARLSO,1950/09/24,71.61
CHTSO,1950/09/24,11.32
CHTSO,1950/09/25,11.30
ARLSO,1950/09/25,71.3
LCDSO,1950/09/25,694.40
LCDSO,1950/09/26,690.90
ARLSO,1950/09/26,70.99
CHTSO,1950/09/26,11.30
CHTSO,1950/09/27,11.28
ARLSO,1950/09/27,70.68
LCDSO,1950/09/27,686.00
LCDSO,1950/09/28,681.10
ARLSO,1950/09/28,70.37
CHTSO,1950/09/28,11.28
CHTSO,1950/09/29,11.28
