fecha,almacenamiento_hm3,precipitacion_mm,lluvia_mm,evapotranspiracion_mm,temp_media_c,temp_max_c,temp_min_c,horas_precipitacion,viento_max_km_h,viento_medio_km_h,deficit_presion_vapor_kpa,radiacion_solar_mj_m2,humedad_relativa_pct,cobertura_nubes_pct,humedad_suelo_0_100cm,humedad_suelo_0_7cm,humedad_suelo_28_100cm,humedad_suelo_7_28cm,datos_completos
1950-07-21,23.71,8.3,8.3,5.17,27.7,32.3,23.8,6.0,14.0,8.5,2.12,23.44,75,68,0.142,0.198,0.139,0.132,True
1950-07-22,29.12,0.0,0.0,6.03,29.4,33.9,24.6,0.0,14.3,8.1,2.93,25.58,65,42,0.14,0.165,0.139,0.133,True
1950-07-23,34.32,0.0,0.0,7.01,30.4,36.4,25.0,0.0,17.4,7.7,3.9,28.76,60,10,0.137,0.133,0.139,0.133,True
1950-07-24,37.3,0.0,0.0,7.24,31.2,38.0,25.1,0.0,19.5,7.8,4.63,28.54,57,17,0.136,0.112,0.139,0.133,True
1950-07-25,38.89,0.0,0.0,7.37,32.2,39.1,26.0,0.0,17.2,8.3,5.15,27.45,52,44,0.135,0.103,0.139,0.132,True
1950-07-26,40.27,0.3,0.3,7.42,32.4,39.3,25.9,1.0,20.3,8.0,5.29,27.45,52,77,0.135,0.1,0.139,0.132,True
1950-07-27,44.29,0.4,0.4,5.67,28.5,32.4,26.2,1.0,23.1,12.6,2.32,24.31,70,73,0.136,0.124,0.138,0.132,True
1950-07-28,51.37,4.2,4.2,3.45,27.4,31.6,24.9,11.0,13.8,10.8,2.06,12.34,74,97,0.138,0.152,0.138,0.132,True
1950-07-29,57.67,2.5,2.5,4.47,26.7,30.6,23.8,5.0,17.1,9.7,1.67,20.52,78,63,0.141,0.194,0.138,0.133,True
1950-07-30,58.57,11.3,11.3,4.42,26.9,30.7,22.8,6.0,16.9,10.8,2.09,18.6,72,41,0.143,0.221,0.138,0.136,True
1950-07-31,63.51,0.0,0.0,5.83,28.5,33.9,23.6,0.0,16.6,10.3,3.27,23.64,63,15,0.141,0.186,0.138,0.137,True
1950-08-01,67.86,0.0,0.0,7.3,30.5,37.4,22.7,0.0,15.5,7.6,4.78,27.92,49,4,0.139,0.151,0.138,0.138,True
1950-08-02,74.21,0.0,0.0,7.5,32.4,40.9,23.8,0.0,23.7,8.5,6.04,26.86,44,30,0.136,0.117,0.138,0.137,True
1950-08-03,75.91,2.1,2.1,5.14,31.2,36.7,26.3,8.0,15.2,7.4,4.21,18.73,55,80,0.135,0.099,0.138,0.137,True
1950-08-04,76.62,0.4,0.4,6.71,31.3,37.5,26.1,2.0,17.8,8.3,4.33,25.65,54,27,0.135,0.094,0.138,0.137,True
1950-08-05,78.65,0.0,0.0,7.26,32.4,39.4,25.4,0.0,18.9,7.1,5.64,27.02,46,14,0.134,0.09,0.138,0.137,True
1950-08-06,78.65,0.0,0.0,8.02,33.6,42.0,24.6,0.0,15.0,7.3,6.98,28.17,34,7,0.134,0.08,0.138,0.137,True
1950-08-07,78.28,0.0,0.0,8.36,34.2,42.6,25.5,0.0,20.5,9.0,7.22,27.68,34,12,0.133,0.075,0.138,0.136,True
1950-08-08,77.91,0.7,0.7,8.14,33.8,41.5,26.6,1.0,23.2,10.0,6.37,27.71,47,11,0.133,0.079,0.138,0.136,True
1950-08-09,77.54,0.5,0.5,7.59,34.8,44.0,26.4,2.0,15.8,7.0,7.85,26.91,36,27,0.134,0.084,0.138,0.136,True
1950-08-10,77.36,2.1,2.1,6.18,32.5,38.5,27.5,3.0,17.3,7.7,4.67,21.77,49,70,0.134,0.084,0.138,0.136,True
1950-08-11,77.54,1.4,1.4,7.18,32.3,39.7,26.6,6.0,23.4,10.7,5.38,24.83,52,45,0.134,0.088,0.138,0.135,True
1950-08-12,77.36,1.2,1.2,7.08,32.1,38.6,26.6,5.0,17.0,9.6,4.88,25.65,50,29,0.134,0.085,0.138,0.135,True
1950-08-13,76.99,0.1,0.1,7.39,33.4,39.6,26.5,1.0,15.4,8.0,5.79,25.41,38,36,0.134,0.087,0.138,0.135,True
1950-08-14,79.95,0.0,0.0,8.23,33.0,39.9,25.2,0.0,18.0,9.2,5.96,27.86,36,17,0.133,0.077,0.138,0.135,True
1950-08-15,79.76,0.0,0.0,8.46,34.2,42.0,25.4,0.0,19.6,10.0,6.73,27.74,37,4,0.133,0.076,0.138,0.134,True
1950-08-16,79.39,0.0,0.0,8.69,33.9,41.4,26.9,0.0,21.9,11.4,6.64,27.5,35,3,0.133,0.077,0.138,0.134,True
1950-08-17,79.21,0.0,0.0,7.75,33.9,41.9,27.4,0.0,20.8,9.9,6.73,26.06,46,10,0.133,0.076,0.138,0.134,True
1950-08-18,78.84,0.9,0.9,6.89,33.9,42.1,27.7,2.0,22.4,8.3,6.92,24.62,49,15,0.133,0.082,0.138,0.134,True
1950-08-19,78.47,0.0,0.0,6.53,32.7,40.2,28.2,0.0,20.9,8.9,5.88,23.47,55,16,0.133,0.079,0.138,0.134,True
1950-08-20,78.1,2.7,2.7,6.75,32.8,40.5,27.0,3.0,16.4,7.5,5.98,25.88,53,16,0.133,0.086,0.138,0.133,True
1950-08-21,77.73,1.7,1.7,6.69,31.8,37.9,26.6,4.0,20.3,9.4,4.57,24.79,56,34,0.135,0.105,0.138,0.133,True
1950-08-22,77.73,0.4,0.4,6.54,30.8,35.7,25.9,4.0,14.6,10.4,3.58,25.31,58,22,0.134,0.102,0.138,0.133,True
1950-08-23,77.73,1.9,1.9,6.11,31.1,36.5,26.7,5.0,18.1,7.5,3.93,24.59,61,11,0.134,0.096,0.138,0.133,True
1950-08-24,77.36,0.0,0.0,6.13,31.0,37.4,25.8,0.0,13.9,8.1,4.35,24.21,57,18,0.134,0.103,0.138,0.133,True
1950-08-25,76.99,0.0,0.0,6.85,32.1,38.9,25.8,0.0,15.5,8.4,5.15,25.67,54,7,0.134,0.1,0.138,0.133,True
1950-08-26,76.62,0.0,0.0,7.88,32.7,40.0,25.6,0.0,23.0,10.2,5.96,26.97,42,1,0.133,0.09,0.138,0.132,True
1950-08-27,76.08,0.0,0.0,7.36,32.5,39.8,26.1,0.0,20.8,9.2,5.46,26.49,52,0,0.133,0.08,0.138,0.132,True
1950-08-28,75.74,0.0,0.0,7.05,32.0,39.0,26.3,0.0,15.4,10.2,5.17,25.69,55,5,0.132,0.076,0.138,0.132,True
1950-08-29,75.4,0.0,0.0,7.0,31.9,39.0,27.0,0.0,18.4,10.5,4.92,25.72,57,6,0.132,0.077,0.138,0.132,True
1950-08-30,74.89,0.0,0.0,7.59,33.8,41.4,27.0,0.0,17.0,9.4,6.12,26.41,50,1,0.132,0.077,0.138,0.132,True
1950-08-31,74.55,0.0,0.0,8.12,34.1,41.6,26.6,0.0,17.6,10.6,6.39,26.36,39,2,0.132,0.073,0.138,0.132,True
1950-09-01,74.21,0.0,0.0,8.03,35.0,43.3,26.9,0.0,19.4,9.1,7.69,25.5,35,11,0.132,0.072,0.138,0.132,True
1950-09-02,73.87,0.0,0.0,7.57,35.3,43.5,28.5,0.0,22.2,8.6,8.38,26.05,35,11,0.132,0.071,0.138,0.131,True
1950-09-03,73.53,1.2,1.2,6.96,32.5,40.6,25.6,3.0,20.1,8.5,6.09,24.61,47,29,0.132,0.077,0.138,0.131,True
1950-09-04,73.19,3.6,3.6,5.67,29.0,35.8,24.3,8.0,19.2,9.9,3.92,22.3,63,30,0.137,0.15,0.138,0.131,True
1950-09-05,72.85,1.1,1.1,5.4,28.5,33.4,24.6,3.0,17.2,7.6,3.0,23.34,66,16,0.148,0.269,0.138,0.14,True
1950-09-06,74.04,0.1,0.1,5.96,29.1,34.8,23.6,1.0,16.7,6.9,3.68,24.61,59,7,0.145,0.216,0.138,0.144,True
1950-09-07,73.7,0.1,0.1,6.7,29.9,35.9,23.3,1.0,17.7,9.8,4.04,25.14,51,3,0.142,0.173,0.138,0.144,True
1950-09-08,73.53,0.0,0.0,7.38,30.5,37.0,23.4,0.0,20.3,9.1,4.93,26.16,40,0,0.139,0.137,0.138,0.144,True
1950-09-09,73.19,0.0,0.0,8.07,30.4,38.6,20.9,0.0,18.5,9.8,6.08,26.63,28,0,0.137,0.107,0.138,0.144,True
1950-09-10,72.85,0.0,0.0,7.71,29.5,37.1,21.8,0.0,22.4,10.3,5.22,26.43,33,0,0.136,0.088,0.138,0.143,True
1950-09-11,72.54,0.0,0.0,7.47,29.8,37.9,20.8,0.0,17.8,10.0,5.57,25.85,35,0,0.135,0.08,0.138,0.143,True
1950-09-12,72.23,0.0,0.0,6.9,31.0,38.2,23.3,0.0,17.4,8.2,5.12,25.23,48,0,0.135,0.076,0.138,0.143,True
1950-09-13,72.07,0.0,0.0,7.19,31.6,39.2,23.2,0.0,18.4,8.2,5.83,25.16,37,0,0.134,0.073,0.138,0.142,True
1950-09-14,71.76,0.0,0.0,7.91,32.0,39.2,23.1,0.0,20.1,9.9,6.18,25.17,24,0,0.134,0.072,0.138,0.142,True
1950-09-15,71.61,0.1,0.1,7.09,30.2,37.6,23.5,1.0,22.1,11.8,4.6,24.54,48,2,0.134,0.072,0.138,0.141,True
1950-09-16,71.3,0.2,0.2,6.42,30.8,37.0,26.2,2.0,22.4,14.3,4.38,21.07,56,13,0.134,0.073,0.138,0.141,True
1950-09-17,71.14,1.0,1.0,6.05,30.4,37.2,24.8,3.0,20.1,11.2,4.6,20.21,53,17,0.134,0.074,0.138,0.141,True
1950-09-18,71.92,0.0,0.0,6.28,31.0,38.2,24.8,0.0,17.4,9.1,5.16,22.18,51,9,0.134,0.074,0.138,0.14,True
1950-09-19,71.76,0.1,0.1,6.51,31.4,38.5,24.8,1.0,17.4,8.0,5.16,22.91,48,6,0.134,0.074,0.138,0.14,True
1950-09-20,72.23,0.0,0.0,7.11,32.0,39.0,24.5,0.0,18.2,8.8,5.74,23.8,40,7,0.134,0.074,0.138,0.139,True
1950-09-21,72.23,0.5,0.5,7.11,31.4,36.9,25.2,4.0,16.8,10.3,5.3,20.1,24,38,0.134,0.072,0.138,0.139,True
1950-09-22,72.23,0.0,0.0,8.11,31.9,38.2,24.7,0.0,17.3,12.7,5.52,22.28,27,5,0.134,0.072,0.138,0.139,True
1950-09-23,71.92,0.0,0.0,8.69,31.4,39.4,24.6,0.0,23.7,13.0,6.74,23.78,20,0,0.133,0.071,0.138,0.138,True
1950-09-24,71.61,0.0,0.0,7.11,30.6,37.3,23.5,0.0,18.1,8.3,5.33,23.99,24,0,0.133,0.071,0.138,0.138,True
1950-09-25,71.3,0.0,0.0,7.1,29.6,37.8,20.6,0.0,15.8,8.2,6.03,24.25,23,0,0.133,0.071,0.138,0.138,True
1950-09-26,70.99,0.0,0.0,7.09,30.0,39.0,20.5,0.0,14.2,8.3,6.39,23.84,22,4,0.133,0.071,0.137,0.138,True
1950-09-27,70.68,0.0,0.0,7.01,30.3,38.7,21.6,0.0,16.6,8.2,6.12,23.44,24,0,0.132,0.071,0.137,0.137,True
1950-09-28,70.37,0.0,0.0,7.21,30.8,39.0,21.7,0.0,15.2,8.5,6.29,23.13,21,0,0.132,0.071,0.137,0.137,True
1950-09-29,70.06,0.0,0.0,7.23,30.6,38.6,21.9,0.0,18.2,8.8,6.19,22.87,18,9,0.132,0.071,0.137,0.137,True
1950-09-30,69.75,0.0,0.0,7.21,29.9,37.4,22.5,0.0,21.1,11.1,5.36,22.53,31,2,0.132,0.071,0.137,0.136,True
1950-10-01,69.31,0.6,0.6,6.02,29.0,36.9,21.7,1.0,18.8,9.8,4.68,20.6,45,5,0.132,0.071,0.137,0.136,True
1950-10-02,69.02,0.2,0.2,4.62,29.8,34.4,25.6,1.0,14.5,8.1,3.83,14.92,45,66,0.132,0.071,0.137,0.136,True
1950-10-03,68.73,0.0,0.0,3.81,30.4,37.5,24.5,0.0,12.3,5.2,4.57,14.1,49,93,0.132,0.072,0.137,0.136,True
1950-10-04,68.44,0.9,0.9,6.08,31.6,38.9,25.4,3.0,18.0,9.0,5.28,19.72,42,38,0.132,0.072,0.137,0.135,True
1950-10-05,68.3,0.4,0.4,5.68,31.3,37.2,25.9,4.0,13.2,8.1,4.54,19.28,44,29,0.132,0.077,0.137,0.135,True
1950-10-06,68.01,0.0,0.0,6.37,31.4,38.8,23.7,0.0,18.9,8.0,5.74,21.64,39,13,0.133,0.082,0.137,0.135,True
1950-10-07,67.72,0.0,0.0,7.16,32.3,40.9,23.5,0.0,19.0,8.8,7.06,22.02,22,0,0.132,0.075,0.137,0.135,True
1950-10-08,67.43,0.0,0.0,7.19,33.4,42.0,23.9,0.0,17.1,8.2,7.36,21.72,15,2,0.132,0.072,0.137,0.135,True
1950-10-09,67.14,0.0,0.0,6.57,31.6,39.1,24.5,0.0,18.0,9.6,5.68,21.1,29,2,0.132,0.076,0.137,0.134,True
1950-10-10,66.99,0.2,0.2,5.35,31.6,37.8,26.3,2.0,16.1,8.9,4.51,18.26,54,19,0.132,0.08,0.137,0.134,True
1950-10-11,66.85,0.5,0.5,5.52,32.0,40.5,25.1,2.0,13.2,7.6,6.04,19.78,51,11,0.132,0.078,0.137,0.134,True
1950-10-12,66.85,0.0,0.0,6.04,32.7,41.5,24.5,0.0,15.5,8.1,7.29,20.7,38,4,0.132,0.08,0.137,0.134,True
1950-10-13,66.57,0.2,0.2,5.91,31.0,38.5,25.2,1.0,13.8,9.2,5.34,19.91,45,16,0.133,0.087,0.137,0.134,True
1950-10-14,66.29,0.0,0.0,5.9,30.5,37.9,23.6,0.0,18.2,8.2,5.33,20.74,44,2,0.134,0.102,0.137,0.134,True
1950-10-15,66.01,0.0,0.0,5.62,30.4,38.8,22.8,0.0,14.6,7.3,5.9,20.67,46,0,0.133,0.086,0.137,0.134,True
1950-10-16,65.87,0.0,0.0,5.51,29.4,38.4,21.8,0.0,18.2,8.2,5.67,20.55,53,1,0.132,0.078,0.137,0.133,True
1950-10-17,65.59,0.0,0.0,5.43,28.9,36.7,22.1,0.0,16.6,8.3,4.83,20.31,58,3,0.132,0.075,0.137,0.133,True
1950-10-18,65.31,0.0,0.0,5.92,29.2,37.7,21.6,0.0,19.1,8.2,5.61,20.68,50,0,0.132,0.073,0.137,0.133,True
1950-10-19,65.17,0.0,0.0,6.09,28.9,36.7,20.8,0.0,16.9,8.6,5.09,20.49,41,0,0.132,0.072,0.137,0.133,True
1950-10-20,64.89,0.0,0.0,6.41,29.1,37.0,20.9,0.0,17.7,9.1,5.47,20.35,29,0,0.132,0.072,0.137,0.133,True
1950-10-21,64.61,0.0,0.0,5.35,27.5,35.0,20.3,0.0,18.0,8.0,4.48,20.22,50,0,0.132,0.071,0.137,0.133,True
1950-10-22,64.33,0.0,0.0,5.37,26.9,34.7,19.8,0.0,16.8,9.5,4.32,20.25,54,0,0.131,0.071,0.137,0.132,True
1950-10-23,63.91,0.0,0.0,5.59,27.5,36.1,18.7,0.0,15.2,8.3,5.04,19.94,39,0,0.131,0.071,0.137,0.132,True
1950-10-24,63.51,0.0,0.0,6.76,29.1,38.2,19.9,0.0,15.9,9.5,6.25,20.02,16,0,0.131,0.071,0.137,0.132,True
1950-10-25,63.1,0.0,0.0,7.42,29.4,38.2,21.0,0.0,17.3,11.5,6.26,19.97,15,12,0.131,0.071,0.137,0.132,True
1950-10-26,62.7,0.0,0.0,6.86,27.9,36.5,19.8,0.0,18.2,10.7,5.7,19.97,18,5,0.131,0.071,0.137,0.132,True
1950-10-27,62.16,0.0,0.0,5.94,26.6,36.4,16.8,0.0,12.3,7.9,5.75,19.91,17,18,0.131,0.071,0.137,0.132,True
1950-10-28,61.75,0.0,0.0,6.12,27.4,37.5,17.4,0.0,14.2,8.3,6.18,19.6,13,26,0.131,0.07,0.137,0.132,True
1950-10-29,61.22,0.0,0.0,5.59,26.7,35.7,17.6,0.0,14.7,7.6,5.23,19.05,22,27,0.131,0.07,0.137,0.132,True
1950-10-30,60.69,0.0,0.0,5.12,26.2,35.4,17.3,0.0,11.5,6.5,5.24,18.78,24,3,0.131,0.07,0.137,0.131,True
1950-10-31,60.16,0.0,0.0,5.39,25.4,34.7,16.3,0.0,14.4,7.4,5.19,18.86,22,1,0.131,0.07,0.137,0.131,True
1950-11-01,59.49,0.0,0.0,5.62,25.8,35.3,16.3,0.0,13.3,7.6,5.41,19.05,16,0,0.131,0.07,0.137,0.131,True
1950-11-02,58.96,0.0,0.0,5.35,24.9,33.3,16.4,0.0,14.4,7.7,4.63,18.6,21,1,0.131,0.07,0.137,0.131,True
1950-11-03,58.31,0.0,0.0,5.05,25.6,35.4,16.1,0.0,14.1,6.8,5.27,18.51,27,0,0.131,0.07,0.137,0.131,True
1950-11-04,57.67,0.0,0.0,6.09,26.1,34.6,18.8,0.0,15.7,10.4,4.93,18.35,20,0,0.131,0.07,0.137,0.131,True
1950-11-05,57.15,0.0,0.0,4.99,25.0,33.9,16.3,0.0,12.8,6.8,4.76,18.11,24,0,0.131,0.07,0.137,0.131,True
1950-11-06,56.51,0.0,0.0,4.93,24.6,33.7,15.4,0.0,11.9,6.6,4.74,18.0,24,0,0.131,0.07,0.137,0.131,True
1950-11-07,55.99,0.0,0.0,5.45,24.7,34.2,15.1,0.0,13.0,8.2,5.04,18.06,17,0,0.131,0.07,0.137,0.13,True
1950-11-08,55.47,0.0,0.0,5.18,24.3,33.8,14.8,0.0,14.4,7.5,4.93,17.95,18,0,0.131,0.07,0.137,0.13,True
1950-11-09,54.81,0.0,0.0,4.97,22.8,31.7,13.5,0.0,14.8,7.8,4.23,17.79,26,30,0.131,0.07,0.137,0.13,True
1950-11-10,54.29,0.0,0.0,4.13,21.7,30.2,13.6,0.0,13.0,5.6,3.74,16.23,26,50,0.131,0.07,0.137,0.13,True
1950-11-11,53.63,0.0,0.0,5.51,20.9,28.6,13.8,0.0,17.6,10.9,3.26,17.34,17,0,0.131,0.07,0.137,0.13,True
1950-11-12,53.0,0.0,0.0,4.07,20.5,28.6,12.0,0.0,10.5,5.6,3.39,17.35,27,0,0.131,0.07,0.137,0.13,True
1950-11-13,52.37,0.0,0.0,4.31,20.4,28.3,12.0,0.0,13.9,7.8,3.36,14.72,28,83,0.131,0.07,0.137,0.13,True
1950-11-14,51.75,0.0,0.0,4.11,20.6,27.2,14.0,0.0,19.5,9.9,2.77,12.38,35,19,0.131,0.07,0.137,0.13,True
1950-11-15,51.12,0.0,0.0,3.75,20.0,27.3,12.7,0.0,11.0,6.3,2.72,16.34,45,15,0.131,0.07,0.137,0.13,True
1950-11-16,50.54,0.0,0.0,4.62,21.2,29.8,12.7,0.0,12.2,8.6,3.53,16.47,31,61,0.131,0.07,0.137,0.129,True
1950-11-17,50.08,0.0,0.0,5.5,23.0,33.0,14.1,0.0,15.1,10.0,4.56,16.69,21,0,0.131,0.07,0.137,0.129,True
1950-11-18,49.5,0.0,0.0,4.75,21.7,29.8,13.9,0.0,12.3,8.3,3.77,16.21,22,0,0.131,0.07,0.137,0.129,True
1950-11-19,49.04,0.0,0.0,4.22,22.6,30.7,14.1,0.0,11.4,7.1,3.51,15.38,32,15,0.131,0.07,0.137,0.129,True
1950-11-20,48.58,0.0,0.0,4.97,25.2,33.8,17.4,0.0,14.5,9.0,4.34,15.65,32,18,0.131,0.07,0.137,0.129,True
1950-11-21,48.13,0.0,0.0,4.8,25.7,35.0,16.8,0.0,11.7,8.1,4.81,15.86,28,8,0.131,0.07,0.137,0.129,True
1950-11-22,47.55,0.0,0.0,4.41,24.2,32.7,15.9,0.0,12.9,7.3,4.07,15.81,33,9,0.131,0.07,0.137,0.129,True
1950-11-23,46.98,0.0,0.0,3.89,23.1,31.0,16.6,0.0,9.8,6.9,3.39,15.62,45,0,0.131,0.07,0.137,0.129,True
1950-11-24,46.52,0.0,0.0,4.07,24.4,34.2,15.2,0.0,11.2,6.1,4.62,15.65,35,0,0.131,0.07,0.137,0.129,True
1950-11-25,46.09,0.0,0.0,4.39,24.8,34.4,16.3,0.0,13.2,6.9,4.85,15.53,24,0,0.131,0.069,0.137,0.129,True
1950-11-26,45.67,0.0,0.0,5.0,24.5,34.6,15.9,0.0,13.0,8.6,5.15,15.7,21,0,0.131,0.069,0.137,0.129,True
1950-11-27,45.24,0.0,0.0,4.74,23.4,33.0,14.6,0.0,11.3,7.6,4.7,15.91,14,0,0.13,0.069,0.137,0.128,True
1950-11-28,44.92,0.0,0.0,4.28,22.3,32.0,13.1,0.0,10.2,6.6,4.32,15.76,21,1,0.13,0.069,0.137,0.128,True
1950-11-29,44.61,0.0,0.0,4.26,21.2,31.0,11.9,0.0,13.3,6.9,4.12,15.74,23,0,0.13,0.069,0.137,0.128,True
1950-11-30,44.29,0.0,0.0,4.16,20.2,28.5,13.1,0.0,12.0,7.7,3.37,15.63,31,0,0.13,0.069,0.137,0.128,True
1950-12-01,43.98,0.0,0.0,3.61,19.5,26.7,13.7,0.0,18.3,10.8,2.33,14.87,58,28,0.13,0.069,0.137,0.128,True
1950-12-02,43.78,0.0,0.0,3.0,19.8,25.6,15.5,0.0,10.2,8.0,2.12,13.67,62,22,0.13,0.07,0.137,0.128,True
1950-12-03,43.47,0.0,0.0,3.66,20.0,27.6,12.8,0.0,11.1,7.4,2.85,15.0,43,8,0.13,0.07,0.137,0.128,True
1950-12-04,43.17,0.0,0.0,4.76,20.4,28.9,13.5,0.0,15.8,10.0,3.56,14.45,22,75,0.13,0.07,0.137,0.128,True
1950-12-05,42.96,0.0,0.0,4.51,20.0,27.8,13.3,0.0,13.1,10.2,3.31,15.16,28,59,0.13,0.069,0.137,0.128,True
1950-12-06,42.66,0.0,0.0,5.07,18.9,26.8,13.1,0.0,21.4,12.6,3.21,15.52,18,2,0.13,0.069,0.137,0.128,True
1950-12-07,42.35,0.0,0.0,4.1,17.7,26.9,9.9,0.0,12.1,8.6,3.11,14.29,22,46,0.13,0.069,0.137,0.128,True
1950-12-08,41.95,0.0,0.0,4.3,18.6,28.5,9.4,0.0,11.2,8.8,3.5,15.16,25,10,0.13,0.069,0.137,0.128,True
1950-12-09,41.65,0.0,0.0,4.53,22.5,32.9,14.9,0.0,12.2,8.0,4.68,14.79,14,25,0.13,0.069,0.137,0.128,True
1950-12-10,41.36,0.0,0.0,4.2,22.5,33.2,13.6,0.0,12.6,7.3,4.7,14.68,20,36,0.13,0.069,0.137,0.127,True
1950-12-11,41.06,0.0,0.0,3.87,21.2,31.2,12.3,0.0,11.6,6.4,4.11,14.71,27,51,0.13,0.069,0.137,0.127,True
1950-12-12,40.76,0.0,0.0,3.84,20.5,30.1,11.9,0.0,12.6,6.4,3.87,14.8,26,57,0.13,0.069,0.137,0.127,True
1950-12-13,40.47,0.0,0.0,3.84,20.4,29.5,13.0,0.0,10.0,7.1,3.58,14.22,30,50,0.13,0.069,0.137,0.127,True
1950-12-14,40.07,0.0,0.0,3.77,19.8,29.0,11.6,0.0,10.9,7.7,3.29,14.69,37,14,0.13,0.069,0.137,0.127,True
1950-12-15,39.68,0.0,0.0,4.53,20.6,30.5,11.7,0.0,11.7,9.3,4.05,14.97,24,25,0.13,0.069,0.137,0.127,True
1950-12-16,39.28,0.0,0.0,4.8,22.9,32.5,15.2,0.0,12.7,10.2,4.33,14.33,26,6,0.13,0.069,0.137,0.127,True
1950-12-17,39.09,0.0,0.0,4.65,22.2,31.2,15.3,0.0,15.0,9.5,4.02,14.8,23,0,0.13,0.069,0.137,0.127,True
1950-12-18,38.89,0.0,0.0,4.14,20.9,30.9,12.7,0.0,12.4,7.8,3.99,14.81,28,2,0.13,0.069,0.137,0.127,True
1950-12-19,38.69,0.0,0.0,3.68,19.6,28.5,12.0,0.0,10.0,7.1,3.4,13.18,29,65,0.13,0.069,0.137,0.127,True
1950-12-20,38.4,0.0,0.0,4.1,20.2,30.0,11.7,0.0,11.1,7.5,3.82,14.7,24,4,0.13,0.069,0.137,0.127,True
1950-12-21,38.0,0.0,0.0,4.0,20.1,30.3,11.3,0.0,10.8,7.1,3.97,14.79,21,4,0.13,0.069,0.137,0.127,True
1950-12-22,37.6,0.0,0.0,3.86,19.8,29.8,10.6,0.0,13.0,6.8,3.81,14.84,26,17,0.13,0.069,0.137,0.127,True
1950-12-23,37.3,0.0,0.0,2.87,19.6,27.1,13.3,0.0,8.2,4.6,3.11,11.75,28,92,0.13,0.069,0.137,0.127,True
1950-12-24,37.2,0.0,0.0,3.55,19.1,28.9,11.4,0.0,10.6,6.3,3.52,14.35,29,47,0.13,0.069,0.137,0.126,True
1950-12-25,37.2,0.0,0.0,3.46,18.6,26.6,11.4,0.0,9.9,6.2,2.85,14.62,34,27,0.13,0.069,0.137,0.126,True
1950-12-26,37.1,0.0,0.0,3.83,18.1,26.3,10.8,0.0,16.6,9.2,2.91,14.55,40,0,0.13,0.069,0.137,0.126,True
1950-12-27,37.0,0.0,0.0,3.09,16.4,23.2,9.4,0.0,10.9,6.0,2.19,14.53,44,1,0.13,0.069,0.137,0.126,True
1950-12-28,36.91,0.0,0.0,4.17,16.9,25.4,9.1,0.0,14.8,9.2,2.97,15.02,21,0,0.13,0.069,0.137,0.126,True
1950-12-29,36.81,0.0,0.0,3.67,15.4,24.2,6.8,0.0,13.0,7.1,2.77,15.14,23,1,0.13,0.069,0.137,0.126,True
1950-12-30,36.71,0.0,0.0,3.49,15.3,24.9,6.5,0.0,9.7,6.6,2.9,15.06,27,0,0.13,0.069,0.137,0.126,True
1950-12-31,36.61,0.0,0.0,3.8,14.7,21.4,9.5,0.0,28.3,16.3,1.74,14.57,45,24,0.13,0.069,0.137,0.126,True
1951-01-01,36.61,0.5,0.5,2.56,11.7,15.0,8.0,4.0,20.6,13.6,1.21,10.6,52,36,0.13,0.074,0.137,0.126,True
1951-01-02,36.61,0.0,0.0,3.06,9.6,16.2,3.2,0.0,10.7,7.7,1.6,15.27,31,8,0.13,0.076,0.136,0.126,True
1951-01-03,36.61,0.0,0.0,3.01,11.7,19.8,3.8,0.0,9.7,6.6,2.04,14.84,29,21,0.13,0.074,0.136,0.126,True
1951-01-04,36.51,0.0,0.0,3.69,14.7,24.2,6.4,0.0,12.2,8.5,2.63,15.03,30,0,0.129,0.073,0.136,0.126,True
1951-01-05,36.31,0.0,0.0,3.57,15.5,23.4,7.4,0.0,11.7,7.7,2.44,15.27,35,9,0.129,0.072,0.136,0.126,True
1951-01-06,36.11,0.0,0.0,3.73,16.4,26.0,8.2,0.0,12.2,8.2,2.89,15.36,35,1,0.129,0.071,0.136,0.126,True
1951-01-07,35.81,0.0,0.0,4.05,17.6,27.2,10.9,0.0,15.9,9.1,3.21,14.86,28,31,0.129,0.071,0.136,0.126,True
1951-01-08,35.41,0.0,0.0,3.82,17.2,25.8,10.2,0.0,13.6,9.4,2.86,12.45,28,73,0.129,0.07,0.136,0.126,True
1951-01-09,35.11,0.0,0.0,3.35,15.7,23.3,8.4,0.0,9.5,5.9,2.61,15.71,36,2,0.129,0.07,0.136,0.126,True
1951-01-10,34.71,0.0,0.0,3.9,14.9,23.6,6.1,0.0,15.2,9.7,2.55,13.95,28,60,0.129,0.07,0.136,0.125,True
1951-01-11,34.32,0.0,0.0,2.81,13.8,20.1,7.7,0.0,14.5,7.8,1.43,14.6,60,23,0.129,0.07,0.136,0.125,True
1951-01-12,33.95,3.4,3.4,1.69,11.7,16.1,8.5,8.0,21.9,13.1,0.9,9.07,76,44,0.13,0.09,0.136,0.125,True
1951-01-13,33.86,0.0,0.0,2.71,10.1,16.8,4.4,0.0,17.0,9.2,1.45,15.03,66,22,0.134,0.137,0.136,0.125,True
1951-01-14,33.86,0.0,0.0,3.6,11.9,20.6,4.7,0.0,15.0,11.6,2.02,16.43,42,0,0.133,0.126,0.136,0.125,True
1951-01-15,33.77,0.0,0.0,4.1,15.3,26.9,6.1,0.0,17.1,10.9,3.14,16.52,32,12,0.132,0.113,0.136,0.125,True
