fecha,nombre_comun,nombre_cientifico,codigo_especie,cantidad,es_exotica
1982-11-06 00:00:00,White-winged Dove,Zenaida asiatica,whwdov,1,False
1983-03-03 00:00:00,Verdin,Auriparus flaviceps,verdin,1,False
1983-03-03 00:00:00,Ash-throated Flycatcher,Myiarchus cinerascens,astfly,1,False
1983-04-02 00:00:00,White-winged Dove,Zenaida asiatica,whwdov,1,False
1983-04-02 00:00:00,Mourning Dove,Zenaida macroura,moudov,1,False
1983-04-02 00:00:00,Greater Roadrunner,Geococcyx californianus,greroa,1,False
1983-04-02 00:00:00,Black-chinned Hummingbird,Archilochus alexandri,bkchum,1,False
1983-04-02 00:00:00,Phainopepla,Phainopepla nitens,phaino,1,False
1983-04-02 00:00:00,Gila Woodpecker,Melanerpes uropygialis,gilwoo,1,False
1983-04-02 00:00:00,Ladder-backed Woodpecker,Dryobates scalaris,labwoo,1,False
1983-04-02 00:00:00,Black-tailed Gnatcatcher,Polioptila melanura,bktgna,1,False
1983-04-02 00:00:00,European Starling,Sturnus vulgaris,eursta,1,True
1983-04-02 00:00:00,Turkey Vulture,Cathartes aura,turvul,1,False
1984-12-05 00:00:00,Brewer's Blackbird,Euphagus cyanocephalus,brebla,1,False
1984-12-05 00:00:00,House Sparrow,Passer domesticus,houspa,1,True
1984-12-05 00:00:00,Phainopepla,Phainopepla nitens,phaino,1,False
1984-12-05 00:00:00,European Starling,Sturnus vulgaris,eursta,1,True
1984-12-05 00:00:00,Black-tailed Gnatcatcher,Polioptila melanura,bktgna,1,False
1984-12-06 00:00:00,Northern Cardinal,Cardinalis cardinalis,norcar,1,False
1984-12-06 00:00:00,Canyon Towhee,Melozone fusca,cantow,1,False
1985-10-27 00:00:00,Inca Dove,Columbina inca,incdov,1,False
1985-10-27 00:00:00,Brewer's Blackbird,Euphagus cyanocephalus,brebla,1,False
1985-10-27 00:00:00,Western Kingbird,Tyrannus verticalis,weskin,1,False
1986-11-14 07:45:00,Western Grebe,Aechmophorus occidentalis,wesgre,2,False
1986-11-14 07:45:00,Snow Goose,Anser caerulescens,snogoo,200,False
1986-11-14 07:45:00,American Wigeon,Mareca americana,amewig,4,False
1986-11-14 07:45:00,Northern Pintail,Anas acuta,norpin,2,False
1986-11-14 07:45:00,Mourning Dove,Zenaida macroura,moudov,1,False
1986-11-14 07:45:00,American Coot,Fulica americana,y00475,40,False
1986-11-14 07:45:00,Spotted Sandpiper,Actitis macularius,sposan,1,False
1986-11-14 07:45:00,Bonaparte's Gull,Chroicocephalus philadelphia,bongul,2,False
1986-11-14 07:45:00,Ring-billed Gull,Larus delawarensis,ribgul,10,False
1986-11-14 07:45:00,Caspian Tern,Hydroprogne caspia,caster1,48,False
1986-11-14 07:45:00,Eared Grebe,Podiceps nigricollis,eargre,2,False
1986-11-14 07:45:00,Common Loon,Gavia immer,comloo,1,False
1986-11-14 07:45:00,Pied-billed Grebe,Podilymbus podiceps,pibgre,2,False
1986-11-14 07:45:00,Black-crowned Night Heron,Nycticorax nycticorax,bcnher,1,False
1986-11-14 07:45:00,Brown-headed Cowbird,Molothrus ater,bnhcow,1,False
1986-11-14 07:45:00,White-crowned Sparrow,Zonotrichia leucophrys,whcspa,2,False
1986-11-14 07:45:00,House Finch,Haemorhous mexicanus,houfin,2,False
1986-11-14 07:45:00,House Sparrow,Passer domesticus,houspa,25,True
1986-11-14 07:45:00,American White Pelican,Pelecanus erythrorhynchos,amwpel,50,False
1986-11-14 07:45:00,Black Vulture,Coragyps atratus,blkvul,1,False
1986-11-14 07:45:00,Great Egret,Ardea alba,greegr,2,False
1986-11-14 07:45:00,Western Cattle-Egret,Ardea ibis,categr1,15,False
1986-11-14 07:45:00,Great-tailed Grackle,Quiscalus mexicanus,grtgra,9,False
1986-11-14 07:45:00,Green Heron,Butorides virescens,grnher,1,False
1986-11-14 07:45:00,Snowy Egret,Egretta thula,snoegr,1,False
1986-11-14 07:45:00,Great Blue Heron,Ardea herodias,grbher3,2,False
1986-11-14 07:45:00,Double-crested Cormorant,Nannopterum auritum,doccor,9,False
1987-02-17 00:00:00,Northern Harrier,Circus hudsonius,norhar2,1,False
1987-02-17 00:00:00,Killdeer,Charadrius vociferus,killde,1,False
1987-02-17 00:00:00,White-winged Dove,Zenaida asiatica,whwdov,1,False
1987-02-25 00:00:00,Black-necked Stilt,Himantopus mexicanus,bknsti,10,False
1987-05-26 00:00:00,European Starling,Sturnus vulgaris,eursta,1,True
1987-07-09 00:00:00,Black-tailed Gnatcatcher,Polioptila melanura,bktgna,1,False
1987-07-09 00:00:00,Inca Dove,Columbina inca,incdov,3,False
1987-07-09 00:00:00,Great-tailed Grackle,Quiscalus mexicanus,grtgra,3,False
1987-07-09 00:00:00,Neotropic Cormorant,Nannopterum brasilianum,neocor,70,False
1987-07-09 00:00:00,Snowy Egret,Egretta thula,snoegr,2,False
1987-07-09 00:00:00,Mourning Dove,Zenaida macroura,moudov,4,False
1987-07-09 00:00:00,Great Egret,Ardea alba,greegr,2,False
1987-07-09 00:00:00,Great Blue Heron,Ardea herodias,grbher3,4,False
1987-07-09 00:00:00,American White Pelican,Pelecanus erythrorhynchos,amwpel,49,False
1987-07-09 00:00:00,Black Vulture,Coragyps atratus,blkvul,100,False
1987-07-09 00:00:00,Western Cattle-Egret,Ardea ibis,categr1,7,False
1988-03-06 00:00:00,Black Vulture,Coragyps atratus,blkvul,1,False
1988-05-01 00:00:00,American White Pelican,Pelecanus erythrorhynchos,amwpel,1,False
1988-05-01 00:00:00,American Coot,Fulica americana,y00475,1,False
1988-05-01 00:00:00,Ring-billed Gull,Larus delawarensis,ribgul,1,False
1988-05-01 00:00:00,Great Egret,Ardea alba,greegr,1,False
1988-05-01 00:00:00,Harris's Hawk,Parabuteo unicinctus,hrshaw,1,False
1988-05-01 00:00:00,Inca Dove,Columbina inca,incdov,1,False
1988-05-01 00:00:00,Verdin,Auriparus flaviceps,verdin,1,False
1988-05-01 00:00:00,Chihuahuan Raven,Corvus cryptoleucus,chirav,1,False
1988-05-01 00:00:00,Great-tailed Grackle,Quiscalus mexicanus,grtgra,1,False
1988-05-01 00:00:00,Red-winged Blackbird,Agelaius phoeniceus,rewbla,1,False
1988-05-01 00:00:00,Pied-billed Grebe,Podilymbus podiceps,pibgre,1,False
1988-05-01 00:00:00,Canyon Towhee,Melozone fusca,cantow,1,False
1988-05-01 00:00:00,European Starling,Sturnus vulgaris,eursta,1,True
1992-03-21 00:00:00,Brewer's Blackbird,Euphagus cyanocephalus,brebla,1,False
1992-03-22 00:00:00,Black Vulture,Coragyps atratus,blkvul,1,False
1992-03-24 00:00:00,American White Pelican,Pelecanus erythrorhynchos,amwpel,20,False
1992-07-01 16:00:00,Western Cattle-Egret,Ardea ibis,categr1,500,False
1992-07-01 16:00:00,Caspian Tern,Hydroprogne caspia,caster1,1,False
1992-07-04 14:00:00,American White Pelican,Pelecanus erythrorhynchos,amwpel,70,False
1996-11-10 13:00:00,Western Cattle-Egret,Ardea ibis,categr1,1,False
1996-11-10 13:00:00,European Starling,Sturnus vulgaris,eursta,1,True
1996-11-10 13:00:00,American White Pelican,Pelecanus erythrorhynchos,amwpel,1,False
1997-07-19 15:00:00,Brown Pelican,Pelecanus occidentalis,brnpel,1,False
1997-09-02 09:00:00,Baird's Sandpiper,Calidris bairdii,baisan,1,False
1997-09-02 09:00:00,Greater Yellowlegs,Tringa melanoleuca,greyel,1,False
1997-09-02 09:00:00,Double-crested Cormorant,Nannopterum auritum,doccor,1,False
1997-09-02 09:00:00,Black-necked Stilt,Himantopus mexicanus,bknsti,1,False
1997-09-02 09:00:00,American Coot,Fulica americana,y00475,1,False
1997-09-02 09:00:00,Common Gallinule,Gallinula galeata,comgal1,1,False
1997-09-02 09:00:00,Spotted Sandpiper,Actitis macularius,sposan,1,False
1997-09-02 09:00:00,Ring-billed Gull,Larus delawarensis,ribgul,1,False
1997-09-02 09:00:00,Western Cattle-Egret,Ardea ibis,categr1,1,False
1997-09-02 09:00:00,Wood Stork,Mycteria americana,woosto,25,False
1997-09-02 09:00:00,Neotropic Cormorant,Nannopterum brasilianum,neocor,1,False
1997-09-02 09:00:00,Black-crowned Night Heron,Nycticorax nycticorax,bcnher,1,False
1997-09-02 09:00:00,Great Egret,Ardea alba,greegr,1,False
1997-09-02 09:00:00,American White Pelican,Pelecanus erythrorhynchos,amwpel,1,False
1997-09-02 09:00:00,Brown Pelican,Pelecanus occidentalis,brnpel,1,False
1997-09-02 09:00:00,Lark Sparrow,Chondestes grammacus,larspa,1,False
1997-09-02 09:00:00,Caspian Tern,Hydroprogne caspia,caster1,1,False
1997-11-24 08:25:00,Snowy Egret,Egretta thula,snoegr,1,False
1997-11-24 08:25:00,Neotropic Cormorant,Nannopterum brasilianum,neocor,200,False
1997-11-24 08:25:00,Northern Harrier,Circus hudsonius,norhar2,1,False
1997-11-24 08:25:00,American Coot,Fulica americana,y00475,2,False
1997-11-24 08:25:00,Mourning Dove,Zenaida macroura,moudov,7,False
1997-11-24 08:25:00,Snow Goose,Anser caerulescens,snogoo,2000,False
1997-11-24 08:25:00,Great Egret,Ardea alba,greegr,1,False
1997-11-24 08:25:00,Black-necked Stilt,Himantopus mexicanus,bknsti,1,False
1997-11-24 08:25:00,American White Pelican,Pelecanus erythrorhynchos,amwpel,10,False
1997-11-24 08:25:00,Verdin,Auriparus flaviceps,verdin,1,False
1997-11-24 08:25:00,Turkey Vulture,Cathartes aura,turvul,1,False
1997-11-24 08:25:00,Common Raven,Corvus corax,comrav,1,False
1997-11-24 08:25:00,House Finch,Haemorhous mexicanus,houfin,10,False
1997-11-24 08:25:00,Lark Bunting,Calamospiza melanocorys,larbun,2,False
1997-11-24 08:25:00,White-crowned Sparrow,Zonotrichia leucophrys,whcspa,1,False
1997-11-24 08:25:00,Brewer's Blackbird,Euphagus cyanocephalus,brebla,150,False
1997-11-24 08:25:00,Yellow-rumped Warbler,Setophaga coronata,yerwar,1,False
1997-11-24 08:25:00,Brown Pelican,Pelecanus occidentalis,brnpel,1,False
1998-02-26 10:00:00,Snow Goose,Anser caerulescens,snogoo,100,False
1998-02-26 10:00:00,Laughing Gull,Leucophaeus atricilla,laugul,1,False
1998-02-26 10:00:00,Caspian Tern,Hydroprogne caspia,caster1,2,False
1998-02-26 10:00:00,Neotropic Cormorant,Nannopterum brasilianum,neocor,10,False
1998-02-26 10:00:00,Great Egret,Ardea alba,greegr,5,False
1998-02-26 10:00:00,Snowy Egret,Egretta thula,snoegr,5,False
1998-02-26 10:00:00,Great Blue Heron,Ardea herodias,grbher3,4,False
1998-02-26 10:00:00,American White Pelican,Pelecanus erythrorhynchos,amwpel,100,False
1998-02-26 10:00:00,Black-crowned Night Heron,Nycticorax nycticorax,bcnher,3,False
1998-07-25 11:00:00,Black-necked Stilt,Himantopus mexicanus,bknsti,80,False
1998-07-25 11:00:00,Ruddy Duck,Oxyura jamaicensis,rudduc,1,False
1998-07-25 11:00:00,American Avocet,Recurvirostra americana,ameavo,3,False
1998-07-25 11:00:00,American White Pelican,Pelecanus erythrorhynchos,amwpel,40,False
1998-07-25 11:00:00,Laughing Gull,Leucophaeus atricilla,laugul,3,False
1998-07-25 11:00:00,Wood Stork,Mycteria americana,woosto,30,False
1998-07-25 11:00:00,Wilson's Phalarope,Phalaropus tricolor,wilpha,1,False
1998-11-14 11:00:00,Greater White-fronted Goose,Anser albifrons,gwfgoo,1,False
1999-12-05 00:00:00,Double-crested Cormorant,Nannopterum auritum,doccor,1,False
1999-12-05 00:00:00,Ruddy Duck,Oxyura jamaicensis,rudduc,1,False
1999-12-05 00:00:00,Bufflehead,Bucephala albeola,buffle,1,False
1999-12-05 00:00:00,Northern Pintail,Anas acuta,norpin,1,False
1999-12-05 00:00:00,Snow Goose,Anser caerulescens,snogoo,1,False
1999-12-19 00:00:00,White-tailed Kite,Elanus leucurus,whtkit,1,False
1999-12-24 00:00:00,Greater White-fronted Goose,Anser albifrons,gwfgoo,400,False
1999-12-24 00:00:00,Snow Goose,Anser caerulescens,snogoo,750,False
2000-03-27 00:00:00,Barn Swallow,Hirundo rustica,barswa,1,False
2000-03-27 00:00:00,European Starling,Sturnus vulgaris,eursta,1,True
2000-04-02 00:00:00,Brown-headed Cowbird,Molothrus ater,bnhcow,100,False
2000-04-02 00:00:00,Lark Bunting,Calamospiza melanocorys,larbun,20,False
2000-04-02 00:00:00,Swainson's Hawk,Buteo swainsoni,swahaw,1,False
2000-09-04 14:00:00,Turkey Vulture,Cathartes aura,turvul,1,False
2000-09-04 14:00:00,Black Vulture,Coragyps atratus,blkvul,1,False
2000-09-04 14:00:00,Great Egret,Ardea alba,greegr,1,False
2000-09-04 14:00:00,Western Cattle-Egret,Ardea ibis,categr1,75,False
2000-09-04 14:00:00,White-faced Ibis,Plegadis chihi,whfibi,1,False
2000-09-04 14:00:00,Black-necked Stilt,Himantopus mexicanus,bknsti,20,False
2002-01-09 14:10:00,Neotropic Cormorant,Nannopterum brasilianum,neocor,1,False
2002-01-09 14:10:00,Eared Grebe,Podiceps nigricollis,eargre,1,False
2002-01-09 14:10:00,Pied-billed Grebe,Podilymbus podiceps,pibgre,1,False
2002-01-09 14:10:00,Caspian Tern,Hydroprogne caspia,caster1,1,False
2002-01-09 14:10:00,Northern Shoveler,Spatula clypeata,norsho,1,False
2002-01-09 14:10:00,Black-necked Stilt,Himantopus mexicanus,bknsti,1,False
2002-01-09 14:10:00,Mourning Dove,Zenaida macroura,moudov,1,False
2002-01-09 14:10:00,Rock Pigeon,Columba livia,rocpig,1,True
2002-01-09 14:10:00,Cinnamon Teal,Spatula cyanoptera,cintea,1,False
2002-01-09 14:10:00,Ring-billed Gull,Larus delawarensis,ribgul,1,False
2002-01-09 14:10:00,Snowy Egret,Egretta thula,snoegr,1,False
2002-01-09 14:10:00,American White Pelican,Pelecanus erythrorhynchos,amwpel,1,False
2002-01-09 14:10:00,Great Blue Heron,Ardea herodias,grbher3,1,False
2002-01-09 14:10:00,Orange-crowned Warbler,Leiothlypis celata,orcwar,1,False
2002-01-09 14:10:00,Great-tailed Grackle,Quiscalus mexicanus,grtgra,1,False
2002-01-09 14:10:00,Great Egret,Ardea alba,greegr,1,False
2002-01-09 14:10:00,House Finch,Haemorhous mexicanus,houfin,1,False
2002-01-09 14:10:00,Black Phoebe,Sayornis nigricans,blkpho,1,False
2002-01-09 14:10:00,Red-winged Blackbird,Agelaius phoeniceus,rewbla,1,False
2002-01-09 14:10:00,Belted Kingfisher,Megaceryle alcyon,belkin1,1,False
2002-01-09 14:10:00,Turkey Vulture,Cathartes aura,turvul,1,False
2002-01-09 14:10:00,Black Vulture,Coragyps atratus,blkvul,1,False
2002-01-09 14:10:00,Brown Pelican,Pelecanus occidentalis,brnpel,1,False
2002-01-09 14:10:00,Peregrine Falcon,Falco peregrinus,perfal,1,False
2002-03-31 00:00:00,American White Pelican,Pelecanus erythrorhynchos,amwpel,1,False
2002-03-31 00:00:00,Great Blue Heron,Ardea herodias,grbher3,1,False
2002-03-31 00:00:00,Great Egret,Ardea alba,greegr,1,False
2002-03-31 00:00:00,Clark's Grebe,Aechmophorus clarkii,clagre,1,False
2002-03-31 00:00:00,Ring-billed Gull,Larus delawarensis,ribgul,1,False
2002-07-28 15:00:00,Black-necked Stilt,Himantopus mexicanus,bknsti,1,False
2002-07-28 15:00:00,American White Pelican,Pelecanus erythrorhynchos,amwpel,300,False
2002-07-28 15:00:00,Brown Pelican,Pelecanus occidentalis,brnpel,3,False
2002-07-28 15:00:00,White-faced Ibis,Plegadis chihi,whfibi,1,False
2002-11-17 00:00:00,Turkey Vulture,Cathartes aura,turvul,500,False
2003-10-08 00:00:00,Tree Swallow,Tachycineta bicolor,treswa,400,False
2003-10-08 00:00:00,Clark's Grebe,Aechmophorus clarkii,clagre,2,False
2003-10-08 00:00:00,Western Grebe,Aechmophorus occidentalis,wesgre,20,False
2003-10-08 00:00:00,Sabine's Gull,Xema sabini,sabgul,1,False
2003-10-08 00:00:00,Black-necked Stilt,Himantopus mexicanus,bknsti,10,False
2003-12-17 00:00:00,Snow Goose,Anser caerulescens,snogoo,500,False
2006-11-06 16:00:00,Northern Shoveler,Spatula clypeata,norsho,1,False
2006-11-06 16:00:00,Snow Goose,Anser caerulescens,snogoo,1,False
2006-11-06 16:00:00,Northern Pintail,Anas acuta,norpin,1,False
2006-11-06 16:00:00,Black-necked Stilt,Himantopus mexicanus,bknsti,1,False
2006-11-06 16:00:00,Long-billed Dowitcher,Limnodromus scolopaceus,lobdow,1,False
2006-11-06 16:00:00,American Coot,Fulica americana,y00475,1,False
2006-11-06 16:00:00,Double-crested Cormorant,Nannopterum auritum,doccor,1,False
2006-11-06 16:00:00,Snowy Egret,Egretta thula,snoegr,1,False
2006-11-06 16:00:00,Red-winged Blackbird,Agelaius phoeniceus,rewbla,1,False
2006-11-06 16:00:00,Gila Woodpecker,Melanerpes uropygialis,gilwoo,1,False
2006-11-06 16:00:00,Peregrine Falcon,Falco peregrinus,perfal,1,False
2006-11-06 16:00:00,Vermilion Flycatcher,Pyrocephalus rubinus,verfly,1,False
2006-11-06 16:00:00,Spotted Sandpiper,Actitis macularius,sposan,1,False
2012-10-28 16:40:00,Black-necked Stilt,Himantopus mexicanus,bknsti,20,False
2012-10-28 16:40:00,Killdeer,Charadrius vociferus,killde,5,False
2012-10-28 16:40:00,Snowy Plover,Anarhynchus nivosus,snoplo5,1,False
2012-10-28 16:40:00,Long-billed Dowitcher,Limnodromus scolopaceus,lobdow,13,False
2012-10-28 16:40:00,Willet,Tringa semipalmata,willet1,1,False
2012-10-28 16:40:00,Great Egret,Ardea alba,greegr,1,False
2012-10-28 16:40:00,Double-crested Cormorant,Nannopterum auritum,doccor,1,False
2012-10-28 16:40:00,Turkey Vulture,Cathartes aura,turvul,3,False
2012-10-28 16:40:00,Vermilion Flycatcher,Pyrocephalus rubinus,verfly,1,False
2012-10-28 16:40:00,Great-tailed Grackle,Quiscalus mexicanus,grtgra,18,False
2012-10-28 16:40:00,Least Sandpiper,Calidris minutilla,leasan,30,False
2012-11-25 16:38:00,Eared Grebe,Podiceps nigricollis,eargre,30,False
2012-11-25 16:38:00,Willet,Tringa semipalmata,willet1,1,False
2012-11-25 16:38:00,Western Grebe,Aechmophorus occidentalis,wesgre,10,False
2012-11-25 16:38:00,Black-necked Stilt,Himantopus mexicanus,bknsti,15,False
2012-11-25 16:38:00,Spotted Sandpiper,Actitis macularius,sposan,20,False
2012-11-25 16:38:00,Double-crested Cormorant,Nannopterum auritum,doccor,1,False
2012-11-25 16:38:00,Brewer's Blackbird,Euphagus cyanocephalus,brebla,16,False
2012-11-25 16:38:00,Great Egret,Ardea alba,greegr,1,False
2012-11-25 16:38:00,Great Blue Heron,Ardea herodias,grbher3,1,False
2012-11-25 16:38:00,American White Pelican,Pelecanus erythrorhynchos,amwpel,7,False
2012-11-25 16:38:00,Northern Harrier,Circus hudsonius,norhar2,1,False
2012-11-25 16:38:00,Vermilion Flycatcher,Pyrocephalus rubinus,verfly,2,False
2012-11-25 16:38:00,Great-tailed Grackle,Quiscalus mexicanus,grtgra,1,False
2012-11-25 16:38:00,Neotropic Cormorant,Nannopterum brasilianum,neocor,3,False
2012-12-02 15:40:00,Snowy Egret,Egretta thula,snoegr,1,False
2012-12-02 15:40:00,Neotropic Cormorant,Nannopterum brasilianum,neocor,3,False
2012-12-02 15:40:00,Western Grebe,Aechmophorus occidentalis,wesgre,1,False
2012-12-02 15:40:00,Eared Grebe,Podiceps nigricollis,eargre,1,False
2012-12-02 15:40:00,Rock Pigeon,Columba livia,rocpig,3,True
2012-12-02 15:40:00,Black-necked Stilt,Himantopus mexicanus,bknsti,16,False
2012-12-02 15:40:00,Mourning Dove,Zenaida macroura,moudov,8,False
2012-12-02 15:40:00,Western Cattle-Egret,Ardea ibis,categr1,2,False
2012-12-02 15:40:00,Ruddy Duck,Oxyura jamaicensis,rudduc,1,False
2012-12-02 15:40:00,Ring-billed Gull,Larus delawarensis,ribgul,14,False
2012-12-02 15:40:00,Great Egret,Ardea alba,greegr,5,False
2012-12-02 15:40:00,Great Blue Heron,Ardea herodias,grbher3,1,False
2012-12-02 15:40:00,American White Pelican,Pelecanus erythrorhynchos,amwpel,1,False
2012-12-02 15:40:00,Yellow-rumped Warbler,Setophaga coronata,yerwar,2,False
2012-12-02 15:40:00,Great-tailed Grackle,Quiscalus mexicanus,grtgra,30,False
2012-12-02 15:40:00,Red-winged Blackbird,Agelaius phoeniceus,rewbla,2,False
2012-12-02 15:40:00,Northern Mockingbird,Mimus polyglottos,normoc,1,False
2012-12-02 15:40:00,Bendire's Thrasher,Toxostoma bendirei,benthr,1,False
2012-12-02 15:40:00,House Finch,Haemorhous mexicanus,houfin,2,False
2012-12-02 15:40:00,Vermilion Flycatcher,Pyrocephalus rubinus,verfly,3,False
2012-12-02 15:40:00,Gila Woodpecker,Melanerpes uropygialis,gilwoo,1,False
2012-12-02 15:40:00,Northern Harrier,Circus hudsonius,norhar2,1,False
2012-12-02 15:40:00,Turkey Vulture,Cathartes aura,turvul,5,False
2012-12-02 15:40:00,Loggerhead Shrike,Lanius ludovicianus,logshr,1,False
2012-12-23 16:23:00,Spotted Sandpiper,Actitis macularius,sposan,1,False
2012-12-23 16:23:00,Northern Shoveler,Spatula clypeata,norsho,1,False
2012-12-23 16:23:00,American Coot,Fulica americana,y00475,2,False
2012-12-23 16:23:00,American Avocet,Recurvirostra americana,ameavo,69,False
2012-12-23 16:23:00,Short-billed Dowitcher,Limnodromus griseus,shbdow,47,False
2012-12-23 16:23:00,Ring-billed Gull,Larus delawarensis,ribgul,1,False
2012-12-23 16:23:00,Great Egret,Ardea alba,greegr,3,False
2012-12-23 16:23:00,Double-crested Cormorant,Nannopterum auritum,doccor,1,False
2012-12-23 16:23:00,Neotropic Cormorant,Nannopterum brasilianum,neocor,1,False
2012-12-23 16:23:00,Snowy Egret,Egretta thula,snoegr,1,False
2012-12-23 16:23:00,Great Blue Heron,Ardea herodias,grbher3,2,False
2012-12-23 16:23:00,Vermilion Flycatcher,Pyrocephalus rubinus,verfly,1,False
2012-12-23 16:23:00,Lark Sparrow,Chondestes grammacus,larspa,2,False
2012-12-23 16:23:00,Western Grebe,Aechmophorus occidentalis,wesgre,1,False
2013-01-19 16:20:00,Northern Shoveler,Spatula clypeata,norsho,200,False
2013-01-19 16:20:00,Northern Pintail,Anas acuta,norpin,1,False
2013-01-19 16:20:00,Mourning Dove,Zenaida macroura,moudov,2,False
2013-01-19 16:20:00,American Avocet,Recurvirostra americana,ameavo,1,False
2013-01-19 16:20:00,Long-billed Dowitcher,Limnodromus scolopaceus,lobdow,1,False
2013-01-19 16:20:00,Spotted Sandpiper,Actitis macularius,sposan,1,False
2013-01-19 16:20:00,Ring-billed Gull,Larus delawarensis,ribgul,30,False
2013-01-19 16:20:00,California Gull,Larus californicus,calgul,1,False
2013-01-19 16:20:00,Snowy Egret,Egretta thula,snoegr,6,False
2013-01-19 16:20:00,Great Egret,Ardea alba,greegr,2,False
2013-01-19 16:20:00,Great Blue Heron,Ardea herodias,grbher3,1,False
2013-01-19 16:20:00,American White Pelican,Pelecanus erythrorhynchos,amwpel,3,False
2013-01-19 16:20:00,Black Vulture,Coragyps atratus,blkvul,5,False
2013-01-19 16:20:00,Turkey Vulture,Cathartes aura,turvul,10,False
2013-01-19 16:20:00,Vesper Sparrow,Pooecetes gramineus,vesspa,2,False
2013-01-19 16:20:00,Western Grebe,Aechmophorus occidentalis,wesgre,1,False
2013-02-16 09:00:00,Little Blue Heron,Egretta caerulea,libher,1,False
2013-02-16 09:00:00,White-winged Dove,Zenaida asiatica,whwdov,1,False
2013-02-16 09:00:00,Mourning Dove,Zenaida macroura,moudov,3,False
2013-02-16 09:00:00,American Avocet,Recurvirostra americana,ameavo,1,False
2013-02-16 09:00:00,Killdeer,Charadrius vociferus,killde,3,False
2013-02-16 09:00:00,Roseate Spoonbill,Platalea ajaja,rosspo1,1,False
2013-02-16 09:00:00,Snowy Egret,Egretta thula,snoegr,3,False
2013-02-16 09:00:00,Burrowing Owl,Athene cunicularia,burowl,1,False
2013-02-16 09:00:00,Black Vulture,Coragyps atratus,blkvul,3,False
2013-02-16 09:00:00,Northern Cardinal,Cardinalis cardinalis,norcar,1,False
2013-02-16 09:00:00,Gila Woodpecker,Melanerpes uropygialis,gilwoo,5,False
2013-02-16 09:00:00,Vermilion Flycatcher,Pyrocephalus rubinus,verfly,1,False
2013-02-16 09:00:00,Verdin,Auriparus flaviceps,verdin,8,False
2013-02-16 09:00:00,Cactus Wren,Campylorhynchus brunneicapillus,cacwre,1,False
2013-02-16 09:00:00,Lark Sparrow,Chondestes grammacus,larspa,50,False
2013-02-16 09:00:00,Great Egret,Ardea alba,greegr,2,False
2013-10-12 07:10:00,Great Egret,Ardea alba,greegr,1,False
2013-10-12 07:10:00,Spotted Sandpiper,Actitis macularius,sposan,12,False
2013-10-12 07:10:00,American Avocet,Recurvirostra americana,ameavo,3,False
2013-10-12 07:10:00,Black-necked Stilt,Himantopus mexicanus,bknsti,6,False
2013-10-12 07:10:00,Rock Pigeon,Columba livia,rocpig,2,True
2013-10-12 07:10:00,White-winged Dove,Zenaida asiatica,whwdov,3,False
2013-10-12 07:10:00,Eurasian Collared-Dove,Streptopelia decaocto,eucdov,9,True
2013-10-12 07:10:00,Turkey Vulture,Cathartes aura,turvul,4,False
2013-10-12 07:10:00,Northern Shoveler,Spatula clypeata,norsho,20,False
2013-10-12 07:10:00,Mourning Dove,Zenaida macroura,moudov,26,False
2013-10-12 07:10:00,Burrowing Owl,Athene cunicularia,burowl,2,False
2013-10-12 07:10:00,American Kestrel,Falco sparverius,amekes,1,False
2013-10-12 07:10:00,Lark Sparrow,Chondestes grammacus,larspa,32,False
2013-10-12 07:10:00,Black Phoebe,Sayornis nigricans,blkpho,1,False
2013-10-12 07:10:00,Vermilion Flycatcher,Pyrocephalus rubinus,verfly,1,False
2013-10-12 07:10:00,Western Kingbird,Tyrannus verticalis,weskin,10,False
2013-10-12 07:10:00,Verdin,Auriparus flaviceps,verdin,3,False
2013-10-12 07:10:00,Northern Rough-winged Swallow,Stelgidopteryx serripennis,nrwswa,100,False
2013-10-12 07:10:00,Curve-billed Thrasher,Toxostoma curvirostre,cubthr,1,False
2013-10-12 07:10:00,House Finch,Haemorhous mexicanus,houfin,2,False
2013-10-12 07:10:00,Gila Woodpecker,Melanerpes uropygialis,gilwoo,2,False
2013-10-12 07:10:00,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,yehbla,50,False
2013-10-12 07:10:00,Red-winged Blackbird,Agelaius phoeniceus,rewbla,70,False
2013-10-12 07:10:00,Great-tailed Grackle,Quiscalus mexicanus,grtgra,47,False
2013-12-15 14:46:00,Mourning Dove,Zenaida macroura,moudov,5,False
2013-12-15 14:46:00,Rock Pigeon,Columba livia,rocpig,5,True
2013-12-15 14:46:00,American Coot,Fulica americana,y00475,1,False
2013-12-15 14:46:00,Northern Shoveler,Spatula clypeata,norsho,1,False
2013-12-15 14:46:00,Northern Pintail,Anas acuta,norpin,1,False
2013-12-15 14:46:00,Ring-billed Gull,Larus delawarensis,ribgul,1,False
2013-12-15 14:46:00,Western Grebe,Aechmophorus occidentalis,wesgre,1,False
2013-12-15 14:46:00,Clark's Grebe,Aechmophorus clarkii,clagre,1,False
2013-12-15 14:46:00,Neotropic Cormorant,Nannopterum brasilianum,neocor,30,False
2013-12-15 14:46:00,Snowy Egret,Egretta thula,snoegr,1,False
2013-12-15 14:46:00,Great Egret,Ardea alba,greegr,1,False
2013-12-15 14:46:00,American White Pelican,Pelecanus erythrorhynchos,amwpel,1,False
2013-12-15 14:46:00,Black Vulture,Coragyps atratus,blkvul,30,False
